,tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0,0.00807191,0.420225,6599.87,-3875.5,32.3716,809.274,0.0605713,0.456012,0.000213584,0.00721256
1,0.0085098,0.39387,6599.86,-3875.5,33.8934,806.102,0.0599744,0.433979,0.000140983,-0.0148196
2,0.00840492,0.399736,6599.86,-3875.5,33.5293,806.882,0.0598514,0.434541,0.000118172,-0.0142582
3,0.00868481,0.450513,6599.85,-3875.5,34.7354,803.674,0.0595334,0.457352,0.00024233,0.00855256
4,0.00810661,0.40239,6599.87,-3875.5,32.3475,809.898,0.0607544,0.440517,-0.000182254,-0.00828211
5,0.00844512,0.473179,6599.86,-3875.5,33.6982,806.318,0.060053,0.466249,5.14377e-05,0.0174499
6,0.00841335,0.463647,6599.86,-3875.5,33.4739,806.666,0.0598817,0.46421,-9.89812e-05,0.0154109
7,0.00881572,0.489735,6599.85,-3875.5,34.9172,802.879,0.0591448,0.477911,0.000422418,0.0291118
8,0.00849572,0.485304,6599.86,-3875.5,33.6368,806.392,0.0599916,0.469461,8.23462e-05,0.0206625
9,0.0085591,0.426384,6599.86,-3875.5,34.1065,805.265,0.0594084,0.445698,-8.00642e-05,-0.00310081
10,0.00855993,0.496786,6599.86,-3875.5,34.1536,804.953,0.0595698,0.479894,0.000343438,0.0310952
11,0.00830962,0.413747,6599.87,-3875.5,33.3303,807.272,0.0600155,0.442055,-1.63569e-05,-0.00674443
12,0.00885442,0.46218,6599.85,-3875.5,34.3114,804.29,0.0592302,0.467092,0.000285846,0.0182927
13,0.0081066,0.45303,6599.87,-3875.5,32.3538,809.266,0.0604098,0.457362,0.000271809,0.00856339
14,0.00833415,0.512458,6599.86,-3875.5,33.2675,807.726,0.0602845,0.48271,0.000131872,0.0339111
15,0.00867995,0.389566,6599.85,-3875.5,34.5641,804.309,0.0595206,0.430961,4.63724e-05,-0.0178383
16,0.00842671,0.480679,6599.86,-3875.5,33.6988,806.132,0.059871,0.46968,0.000267953,0.0208808
17,0.00817274,0.470619,6599.87,-3875.5,32.4386,809.347,0.0606678,0.463063,-8.17734e-05,0.0142639
18,0.00813931,0.423752,6599.87,-3875.5,32.2728,810.067,0.0610208,0.446333,9.61913e-05,-0.00246577
19,0.0084873,0.419867,6599.86,-3875.5,33.9285,805.854,0.0598807,0.444008,7.302e-05,-0.00479091
20,0.0085798,0.418498,6599.86,-3875.5,33.9998,805.85,0.0600271,0.44863,1.90671e-06,-0.000169198
21,0.00878288,0.449624,6599.85,-3875.5,35.1102,802.505,0.0590934,0.455228,0.000271466,0.00642918
22,0.00834255,0.451611,6599.86,-3875.5,33.3589,807.039,0.0600835,0.457168,5.63193e-05,0.00836913
23,0.00816025,0.431258,6599.87,-3875.5,32.7047,808.683,0.0604529,0.451431,-4.64311e-05,0.00263185
24,0.00871965,0.474536,6599.85,-3875.5,34.7849,803.2,0.0592136,0.47512,0.000312652,0.0263211
25,0.00872945,0.408333,6599.85,-3875.5,34.8669,803.277,0.0590545,0.433021,-6.2495e-05,-0.0157775
26,0.00871597,0.428313,6599.85,-3875.5,34.8983,803.157,0.0591742,0.446315,5.49272e-05,-0.00248438
27,0.00810502,0.509613,6599.87,-3875.5,32.8459,808.666,0.0606652,0.4789,0.000286951,0.0301009
28,0.00858334,0.437337,6599.85,-3875.5,34.1895,805.193,0.0598058,0.448901,-2.75605e-05,0.000101701
29,0.00842625,0.441973,6599.86,-3875.5,33.8662,805.931,0.059904,0.454408,0.000238682,0.00560872
30,0.00826002,0.461667,6599.87,-3875.5,32.9953,808.095,0.0604619,0.461021,-0.000104326,0.0122221
31,0.00812346,0.483006,6599.87,-3875.5,32.2187,809.813,0.0608964,0.46609,-7.02941e-05,0.0172908
32,0.00819118,0.462469,6599.87,-3875.5,32.5282,809.369,0.0609795,0.460407,0.000229192,0.0116082
33,0.00848563,0.40869,6599.86,-3875.5,34.0953,805.364,0.0595391,0.433227,-4.50642e-05,-0.0155723
34,0.0088505,0.450629,6599.85,-3875.5,35.2482,802.069,0.058971,0.460278,0.000151268,0.0114786
35,0.00828508,0.407653,6599.87,-3875.5,33.0595,808.02,0.0601946,0.438337,-1.05188e-05,-0.010462
36,0.00821409,0.443983,6599.87,-3875.5,32.5923,808.954,0.0606028,0.45584,8.24665e-05,0.00704122
37,0.00864545,0.412132,6599.85,-3875.5,34.3832,804.689,0.0595293,0.436189,0.000138234,-0.0126098
38,0.00832369,0.491289,6599.87,-3875.5,33.2337,807.408,0.0603397,0.471154,0.000153439,0.022355
39,0.0081911,0.406369,6599.87,-3875.5,32.6974,809.386,0.0606241,0.434898,-5.31216e-05,-0.0139014
40,0.00835117,0.39084,6599.86,-3875.5,33.4575,807.488,0.0604713,0.430869,-1.54464e-05,-0.01793
41,0.00823709,0.424589,6599.87,-3875.5,32.9439,808.094,0.0601772,0.450233,3.72681e-05,0.00143397
42,0.0087205,0.462359,6599.86,-3875.5,34.539,804.095,0.0594539,0.455795,0.00021707,0.00699615
43,0.00841991,0.399592,6599.86,-3875.5,33.3396,807.559,0.0603025,0.437857,2.19422e-05,-0.0109415
44,0.00893264,0.449625,6599.84,-3875.5,35.4544,801.54,0.0588415,0.455263,4.60947e-05,0.00646437
45,0.00838069,0.384272,6599.86,-3875.5,33.7124,806.577,0.0600002,0.43028,5.66734e-05,-0.018519
46,0.00839927,0.445886,6599.86,-3875.5,33.117,807.972,0.060509,0.450239,0.00014411,0.00144026
47,0.00865895,0.433433,6599.86,-3875.5,34.8908,803.161,0.0591465,0.448865,3.52185e-05,6.65455e-05
48,0.00856589,0.483075,6599.86,-3875.5,34.0556,805.193,0.0596865,0.477656,0.000111123,0.0288573
49,0.00832291,0.461885,6599.86,-3875.5,33.068,807.713,0.0599818,0.461562,0.000229963,0.0127631
50,0.00860492,0.443643,6599.86,-3875.5,34.5176,804.049,0.0593839,0.455626,0.000267115,0.00682736
51,0.00854236,0.435497,6599.86,-3875.5,34.1013,805.078,0.0593233,0.450462,0.00021829,0.00166299
52,0.00819654,0.47503,6599.87,-3875.5,32.713,808.504,0.0603807,0.462542,0.000234416,0.0137426
53,0.00855771,0.452391,6599.86,-3875.5,34.3413,804.484,0.0594468,0.461667,0.000247666,0.0128682
54,0.00857157,0.384487,6599.86,-3875.5,34.1195,805.651,0.059855,0.427711,-9.89531e-05,-0.0210879
55,0.00881923,0.434574,6599.85,-3875.5,35.1231,802.487,0.0589793,0.447681,0.000390034,-0.00111837
56,0.00852826,0.428842,6599.86,-3875.5,33.7889,806.028,0.0598912,0.450599,5.07404e-05,0.00180004
57,0.00821491,0.41934,6599.87,-3875.5,32.8678,808.606,0.0606444,0.444197,5.35026e-05,-0.00460238
58,0.00802466,0.440567,6599.87,-3875.5,32.0098,810.316,0.0609494,0.450971,7.3954e-05,0.00217195
59,0.00843991,0.479639,6599.86,-3875.5,33.5026,806.741,0.060246,0.469834,0.000304574,0.0210354
