,Unnamed: 0,tg_th,tg_ph,tg_vz,tg_p,gem1_r,gem1_rp,gem1_ph,gem1_php,gem1_ph_local,sieve_r,sieve_ph,rate,hole_id
0,69,0.0103236011224416,3.884101647427148,-5099.5968651337735,4399.909692884648,872.7083916436518,0.0584754174148172,3.805839857060109,-0.0027216953586347,-0.2333506975553394,55.26156724839306,3.880816740280182,25330.737782544013,52
1,105,0.0106409766934095,3.920331164286258,-5100.483339965442,4399.901919390584,875.7524706830928,0.0590009841641398,3.884779408984652,-0.0018665406282054,-0.1544111456307959,54.45713830084296,3.9217681542042286,21240.526944781293,52
2,106,0.0104667882837205,3.865483372247205,-5099.598769628442,4399.904955085746,870.7544023218493,0.058239084834347,3.7946724047103935,-0.0031157131287507,-0.2445181499050539,55.92204076888595,3.8737126933406256,22715.59696475344,52
3,111,0.0105197360491712,3.8757047973460255,-5099.834322547908,4399.907356680293,873.192232989863,0.0587168780988197,3.822564303681258,-0.0025927752639422,-0.2166262509341896,55.27569952021972,3.889812515119512,23989.72222754631,52
4,181,0.0102918148345789,3.8741130026854735,-5100.244409552332,4399.90952679407,876.9658077825168,0.0596055636314841,3.812003256848012,-0.0029799311938024,-0.2271872977674367,54.45258808232872,3.877561271977685,25231.86368087363,52
5,264,0.0110848135799455,3.922288103520938,-5100.405492941867,4399.895543144834,867.51168034719,0.0583214762638137,3.842805800443551,-0.0026073240042134,-0.1963847541718975,56.60893988779283,3.9108448425882414,18561.10528456013,52
6,269,0.0103500496275247,3.908452239385006,-5099.68200626014,4399.904439553608,875.0108620516688,0.0590954704885594,3.8619010308494,-0.0024260034637991,-0.1772895237660479,54.45029655375789,3.913298644704332,22454.873028982616,52
7,278,0.0099189833560583,3.871382610269189,-5100.421281532968,4399.897735187044,878.8881661548669,0.0598268423319765,3.8709564933025744,-0.0022249486563343,-0.1682340613128738,53.46752581788649,3.90947444750346,29471.63124364482,52
8,295,0.0107214820478519,3.9603569830301817,-5100.3630926187625,4399.901416742496,871.6531710162133,0.0586729090491954,3.883910184900771,-0.002138955846837,-0.1552803697146774,55.220387447746646,3.934830658139182,21009.70229472187,52
9,334,0.0103813919349794,3.874305700315163,-5100.273523614078,4399.904858444435,874.3505967632702,0.0591829271734096,3.814963054030091,-0.0025822327664132,-0.2242275005853571,55.223537503402746,3.881401152931446,22666.389942979207,52
10,346,0.0101121653209098,3.881713969635134,-5100.112670329534,4399.912061922455,881.4289357647142,0.0598696979470814,3.867619896061324,-0.0024239535684779,-0.1715706585541241,52.99351016897244,3.9029448530940423,26804.25342713257,52
11,487,0.0104927812343371,3.894013337872867,-5099.68789371024,4399.903971560255,867.599839211406,0.0578862907929531,3.803151219661172,-0.0031807120701608,-0.2360393349542762,56.4792106428426,3.889131100205609,22221.917702418024,52
12,491,0.0107486936047973,3.953542061805321,-5100.261264188794,4399.897608500727,870.6987290188072,0.0585052330005022,3.826075636988104,-0.0028403780242346,-0.2131149176273448,55.92815810987812,3.899949498979604,19372.85584352429,52
