tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0134247,2.39099,6599.65,-4499.87,61.6229,746.205,0.0477566,2.52274,0.00334074,0.278748
0.0135467,2.39484,6599.64,-4499.87,62.3977,743.029,0.0472626,2.50641,0.00310577,0.262413
0.0131236,2.4115,6599.66,-4499.87,60.2777,749.445,0.0484037,2.51316,0.00309969,0.269168
0.0132613,2.3907,6599.66,-4499.87,61.3434,745.515,0.0477771,2.49629,0.00292809,0.252294
0.013323,2.34306,6599.65,-4499.87,61.6245,741.043,0.047614,2.42646,0.0024555,0.182463
0.0132474,2.36829,6599.66,-4499.87,61.0971,744.567,0.0476229,2.43551,0.00227449,0.191518
0.0134545,2.35287,6599.64,-4499.87,61.3262,743.285,0.0477192,2.45324,0.00238724,0.209248
0.0130942,2.39604,6599.67,-4499.87,60.3182,747.763,0.0477604,2.49343,0.00263712,0.249431
0.0133129,2.39301,6599.65,-4499.87,61.7104,744.308,0.0476037,2.49323,0.00289698,0.249233
0.0129432,2.38297,6599.67,-4499.87,60.5646,746.16,0.0478342,2.47391,0.00210401,0.229916
0.0135051,2.34667,6599.64,-4499.87,62.1064,740.204,0.0469323,2.44233,0.00197976,0.198339
0.0128541,2.38186,6599.68,-4499.87,59.4966,750.249,0.0486154,2.48904,0.00283055,0.245049
0.0127711,2.38108,6599.68,-4499.87,60.0353,747.679,0.0480325,2.47596,0.00267505,0.23197
0.0130019,2.38767,6599.67,-4499.87,60.7617,746.607,0.0479112,2.48902,0.00284765,0.245029
0.0130592,2.38957,6599.67,-4499.87,60.5684,746.764,0.0477688,2.48415,0.00291611,0.240158
0.0132258,2.38069,6599.66,-4499.87,61.0571,744.621,0.0478825,2.46539,0.00286849,0.221399
0.0137006,2.42944,6599.63,-4499.87,62.5573,742.489,0.0473544,2.50172,0.00293848,0.257729
0.0132267,2.37833,6599.66,-4499.87,62.4355,741.832,0.0469393,2.49037,0.00273563,0.246372
0.0135404,2.37029,6599.64,-4499.87,62.3627,740.7,0.0472289,2.4592,0.00246754,0.215202
0.0134388,2.37767,6599.65,-4499.87,61.0132,743.3,0.0476632,2.44195,0.00203024,0.197952
0.0133207,2.3781,6599.65,-4499.87,60.7344,745.728,0.0479635,2.46759,0.00217142,0.223592
0.0132012,2.40776,6599.66,-4499.87,60.2212,749.048,0.0484203,2.50313,0.00306882,0.259138
0.013547,2.39877,6599.64,-4499.87,61.8454,746.435,0.0474959,2.53932,0.00350099,0.295324
0.0134464,2.41501,6599.64,-4499.87,61.7185,745.945,0.0476439,2.52361,0.00350402,0.279614
0.0130161,2.40275,6599.67,-4499.87,59.7377,748.801,0.0484923,2.475,0.0027318,0.231003
0.0135323,2.36954,6599.64,-4499.87,61.5735,740.933,0.0473544,2.42174,0.00183524,0.177748
0.0132721,2.42012,6599.66,-4499.87,60.6414,748.732,0.0484039,2.51668,0.00301034,0.272687
0.0130686,2.39567,6599.67,-4499.87,59.784,749.604,0.0482318,2.49544,0.00298185,0.251441
0.012959,2.40414,6599.67,-4499.87,59.7681,749.267,0.0483531,2.48694,0.00280942,0.242948
0.0136713,2.37246,6599.63,-4499.87,62.2327,740.506,0.0470985,2.44912,0.00240596,0.205124
0.0134414,2.36449,6599.65,-4499.87,62.0035,740.968,0.0470986,2.45032,0.00238743,0.206327
0.0132367,2.37819,6599.66,-4499.87,61.3027,742.842,0.0471849,2.45065,0.00226856,0.206655
0.0130887,2.4115,6599.67,-4499.87,60.1144,748.892,0.0482125,2.49822,0.00299813,0.254224
0.013292,2.42938,6599.66,-4499.87,61.1219,748.422,0.0484118,2.53127,0.00330614,0.287273
0.012976,2.35942,6599.68,-4499.87,60.1334,744.811,0.0480057,2.4294,0.0021124,0.185405
0.0135786,2.38075,6599.64,-4499.87,62.3669,740.092,0.0470144,2.4521,0.00219411,0.208107
0.0133879,2.34725,6599.65,-4499.87,60.65,744.219,0.0478946,2.43994,0.0018502,0.195943
0.0132785,2.33079,6599.66,-4499.87,60.3116,744.849,0.0481644,2.43115,0.00216576,0.187155
0.0130256,2.37539,6599.67,-4499.87,59.7822,746.563,0.0483343,2.44178,0.00198864,0.197782
0.0129628,2.40263,6599.67,-4499.87,59.6756,748.418,0.0478682,2.47289,0.00229249,0.228896
0.0135308,2.37704,6599.64,-4499.87,61.2434,745.756,0.0477604,2.49113,0.00275083,0.247134
0.013095,2.35924,6599.66,-4499.87,60.5722,743.642,0.0476341,2.43074,0.00194298,0.186749
0.0133839,2.37366,6599.65,-4499.87,61.1658,744.775,0.0476264,2.47311,0.00274229,0.229118
0.0134577,2.39423,6599.65,-4499.87,61.7825,745.249,0.0476374,2.51475,0.00321443,0.27076
0.0132869,2.42202,6599.65,-4499.87,60.3814,750.173,0.0483307,2.52903,0.00360504,0.285036
0.0135105,2.38959,6599.64,-4499.87,61.8273,743.717,0.0474103,2.48476,0.00280776,0.240767
0.0135188,2.40355,6599.64,-4499.87,61.628,746.717,0.0476453,2.53042,0.00329848,0.286426
0.0128151,2.3758,6599.68,-4499.87,59.8056,748.299,0.0483923,2.47178,0.00256231,0.227788
0.0131466,2.36111,6599.66,-4499.87,60.1837,744.767,0.0478787,2.43132,0.00206142,0.187322
0.012653,2.38856,6599.69,-4499.87,59.8272,746.283,0.0481615,2.44567,0.00229814,0.201679
0.0129726,2.37066,6599.67,-4499.87,60.0592,746.842,0.0480313,2.46132,0.00226609,0.217327
0.0130992,2.38922,6599.66,-4499.87,59.6933,749.308,0.0485747,2.47704,0.00251731,0.233046
0.0132146,2.35942,6599.66,-4499.87,60.8428,743.231,0.0475287,2.43645,0.00215526,0.192452
0.0132328,2.37692,6599.65,-4499.87,60.3791,747.462,0.0479104,2.48353,0.00237394,0.239537
0.0132685,2.38035,6599.66,-4499.87,61.047,745.828,0.0478052,2.48586,0.00259571,0.241864
0.0131492,2.40131,6599.66,-4499.87,61.8423,743.891,0.0474257,2.49402,0.00298714,0.250027
0.0133311,2.40908,6599.65,-4499.87,60.9269,747.651,0.0478134,2.51877,0.00324674,0.274776
0.0129106,2.36641,6599.67,-4499.87,60.1923,745.022,0.0479126,2.44006,0.00226345,0.196065
0.0134096,2.38933,6599.65,-4499.87,61.2146,744.855,0.0475839,2.47721,0.00294523,0.233211
0.0132325,2.34842,6599.66,-4499.87,60.7622,742.73,0.0476272,2.41822,0.00171647,0.174223
0.0134117,2.36736,6599.65,-4499.87,62.0634,740.674,0.0469991,2.44763,0.00236742,0.203635
0.0130065,2.37362,6599.67,-4499.87,59.3023,749.481,0.0486366,2.46558,0.00247982,0.221588
0.0131397,2.36312,6599.66,-4499.87,60.3763,746.398,0.0484246,2.45892,0.00215405,0.214921
0.0127851,2.39562,6599.68,-4499.87,59.4442,749.754,0.0485275,2.48023,0.00273469,0.236239
0.0129579,2.38718,6599.67,-4499.87,60.5463,744.724,0.0476274,2.45165,0.00241922,0.207651
0.0129974,2.3995,6599.67,-4499.87,60.6269,748.894,0.0481606,2.52475,0.00292014,0.280753
0.0131285,2.39891,6599.67,-4499.87,60.0421,748.521,0.0478378,2.4873,0.00238523,0.243303
0.0130404,2.36537,6599.67,-4499.87,59.6243,747.09,0.0482496,2.44481,0.0020581,0.20081
0.0129377,2.41651,6599.67,-4499.87,60.2583,749.738,0.0482591,2.52199,0.00317618,0.277998
0.0134534,2.39759,6599.65,-4499.87,62.2065,743.261,0.0475766,2.49476,0.00290247,0.250764
0.0132855,2.38734,6599.65,-4499.87,60.5946,747.472,0.0480039,2.49123,0.00287683,0.247234
0.013396,2.39662,6599.65,-4499.87,62.2574,743.878,0.0475234,2.51631,0.0032651,0.272313
0.0129688,2.37342,6599.67,-4499.87,60.3812,745.502,0.047804,2.45531,0.00245851,0.211312
0.0136638,2.37153,6599.64,-4499.87,62.2143,741.544,0.0473311,2.46393,0.002418,0.219937
0.0133005,2.4011,6599.65,-4499.87,61.3259,745.522,0.0479549,2.49056,0.00262475,0.246564
0.0134519,2.372,6599.65,-4499.87,61.5731,743.451,0.0477245,2.46427,0.00242627,0.22028
0.0130679,2.40949,6599.66,-4499.87,59.8143,749.915,0.0480613,2.5054,0.00298965,0.261409
0.0131168,2.35203,6599.67,-4499.87,61.1581,742.427,0.0476768,2.4327,0.00199412,0.188702
0.0135201,2.42707,6599.64,-4499.87,60.1221,749.916,0.0482109,2.52055,0.00321116,0.276551
0.0133924,2.36823,6599.65,-4499.87,61.8806,741.916,0.0474976,2.45659,0.00263087,0.212598
0.01332,2.42479,6599.66,-4499.87,60.9353,748.654,0.0479469,2.53313,0.00360333,0.289132
0.0132729,2.35928,6599.66,-4499.87,60.7358,745.315,0.0483279,2.4564,0.00227313,0.212409
0.0130787,2.37699,6599.67,-4499.87,59.4944,751.579,0.0486654,2.49178,0.00281279,0.247787
0.0129904,2.391,6599.67,-4499.87,60.0389,748.779,0.0484073,2.48767,0.00277394,0.243679
0.0131639,2.38888,6599.66,-4499.87,60.7868,747.285,0.0481139,2.49932,0.00308806,0.25533
0.0132599,2.37368,6599.09,-4499.87,60.4946,747.098,0.0478515,2.48221,0.00309002,0.238219
0.0129294,2.38934,6599.67,-4499.87,60.1956,747.053,0.0482457,2.46709,0.00221869,0.2231
0.0135298,2.36607,6599.64,-4499.87,62.0604,741.132,0.0474361,2.44705,0.00244006,0.203058
0.0131262,2.38113,6599.66,-4499.87,59.3951,749.615,0.0486641,2.47064,0.00236324,0.226642
0.0131061,2.36654,6599.66,-4499.87,59.8833,746.57,0.0483118,2.44437,0.00224535,0.200371
0.0128172,2.39761,6599.68,-4499.87,59.8272,749.325,0.0487412,2.48693,0.00290193,0.242932
0.0131026,2.34457,6599.67,-4499.87,60.7842,743.236,0.0476483,2.43204,0.00185919,0.188046
0.0128276,2.35984,6599.68,-4499.87,59.7971,746.018,0.048089,2.43765,0.0021401,0.193655
0.01324,2.37826,6599.66,-4499.87,61.7087,743.615,0.0475987,2.4768,0.00262693,0.232806
0.0131563,2.39339,6599.66,-4499.87,60.5429,746.933,0.04797,2.48309,0.0028138,0.239099
0.0135271,2.37772,6599.64,-4499.87,61.4944,744.563,0.0479506,2.47171,0.00256941,0.227711
0.0129922,2.4029,6599.67,-4499.87,59.8236,750.188,0.0485272,2.50526,0.00329733,0.261267
0.0131156,2.40133,6599.67,-4499.87,60.0821,748.894,0.0484055,2.49112,0.00287245,0.247127
0.0134309,2.39968,6599.65,-4499.87,61.6552,745.727,0.0474268,2.51998,0.00319466,0.275981
0.0131158,2.37144,6599.67,-4499.87,60.226,745.404,0.0481234,2.44225,0.00207738,0.198251
0.0134103,2.37505,6599.65,-4499.87,61.9507,742.795,0.0472451,2.4762,0.00286412,0.232205
0.0131474,2.35173,6599.66,-4499.87,60.2386,744.391,0.0481078,2.41998,0.00190758,0.175988
0.0134006,2.34096,6599.65,-4499.87,61.7324,740.759,0.0473004,2.43188,0.00190912,0.187886
0.0133223,2.40772,6599.65,-4499.87,60.644,748.631,0.0481717,2.51496,0.00321546,0.270969
0.0129393,2.39474,6599.67,-4499.87,59.8655,749.527,0.0485849,2.49157,0.00299757,0.247578
0.0134723,2.38007,6599.65,-4499.87,62.6759,741.701,0.0470745,2.4963,0.00291348,0.252301
0.0130214,2.39123,6599.67,-4499.87,60.7791,746.971,0.0477988,2.49651,0.00302585,0.252511
0.0133361,2.37936,6599.65,-4499.87,60.8039,748.64,0.0482488,2.52307,0.00332388,0.27907
0.0134393,2.39756,6599.65,-4499.87,61.7336,744.508,0.0468107,2.5109,0.00347112,0.266909
0.0132015,2.35056,6599.66,-4499.87,60.4454,744.473,0.048149,2.43398,0.00217855,0.189987
0.0133496,2.35905,6599.65,-4499.87,61.6196,744.106,0.0475805,2.4815,0.00268576,0.237502
0.0135032,2.40443,6599.65,-4499.87,61.8405,744.914,0.0474781,2.51273,0.00304538,0.268738
0.0134381,2.39332,6599.65,-4499.87,61.4338,744.901,0.0477351,2.48666,0.00288666,0.24267
0.0129755,2.39917,6599.67,-4499.87,59.8306,749.094,0.0486484,2.4812,0.00258524,0.237201
0.0137036,2.42635,6599.63,-4499.87,61.8814,746.254,0.0479505,2.53065,0.00317448,0.286653
0.0130295,2.39944,6599.67,-4499.87,59.7082,750.705,0.048557,2.50757,0.00296213,0.263572
0.0128952,2.41451,6599.68,-4499.87,60.4942,749.479,0.0485284,2.52528,0.00287283,0.281283
0.0132891,2.41229,6599.66,-4499.87,61.2342,747.419,0.0475959,2.5306,0.00324311,0.286601
0.0131759,2.36037,6599.66,-4499.87,60.5624,743.5,0.0478138,2.42252,0.0022365,0.178526
0.0130487,2.37677,6599.67,-4499.87,59.9894,745.381,0.0480959,2.43119,0.00179716,0.187199
0.0130714,2.38686,6599.67,-4499.87,61.0228,746.508,0.0479829,2.499,0.00291127,0.255004
0.0133502,2.36038,6599.65,-4499.87,62.2145,739.779,0.0467062,2.44703,0.00221433,0.203036
0.0135107,2.38023,6599.65,-4499.87,62.2808,741.002,0.0472667,2.46093,0.00241747,0.216933
0.0128672,2.37869,6599.68,-4499.87,59.553,746.963,0.0481999,2.44234,0.00223425,0.198341
0.0128169,2.37682,6599.68,-4499.87,59.6795,748.64,0.0484111,2.47226,0.00272303,0.228265
0.0133388,2.37676,6599.65,-4499.87,62.0641,741.739,0.0469466,2.46846,0.00237694,0.224463
0.0139426,2.37464,6599.62,-4499.87,61.9894,743.256,0.0474081,2.47692,0.00263121,0.232927
0.0133265,2.38655,6599.66,-4499.87,61.5611,745.455,0.0477043,2.50748,0.00308097,0.263489
0.0130722,2.36123,6599.67,-4499.87,60.9425,743.647,0.0478412,2.44566,0.0022682,0.201664
0.0132791,2.36897,6599.66,-4499.87,61.7348,740.495,0.047298,2.42495,0.00191387,0.180951
0.0134615,2.39994,6599.65,-4499.87,62.6184,741.98,0.0471291,2.49914,0.00284991,0.255141
0.0130842,2.34974,6599.67,-4499.87,60.6875,744.338,0.0477132,2.44951,0.00260538,0.205513
0.0132728,2.41603,6599.66,-4499.87,60.6467,748.845,0.0483086,2.51861,0.00294545,0.274615
0.0134787,2.40519,6599.31,-4499.87,61.1323,746.432,0.0481065,2.49552,0.00293322,0.25153
0.0135055,2.40338,6599.65,-4499.87,62.0639,744.264,0.0474752,2.51045,0.00297211,0.266455
0.0131987,2.39801,6599.66,-4499.87,60.4661,748.738,0.048287,2.51009,0.00297219,0.2661
0.0131668,2.33673,6599.66,-4499.87,61.2744,742.243,0.0477958,2.43135,0.00197638,0.187357
0.0135663,2.36342,6599.64,-4499.87,62.5429,740.037,0.0469021,2.45852,0.00213964,0.214526
0.0133313,2.40518,6599.65,-4499.87,61.4947,745.498,0.0475193,2.50564,0.00290964,0.261642
0.0133403,2.39372,6599.65,-4499.87,62.1855,743.397,0.0472784,2.50523,0.00291595,0.261239
0.0133743,2.40426,6599.65,-4499.87,62.2414,743.224,0.0470533,2.50862,0.00317941,0.264622
0.0134475,2.41279,6599.65,-4499.87,62.0705,745.373,0.0474792,2.5341,0.00360758,0.290108
0.0131404,2.34739,6599.67,-4499.87,60.8568,743.172,0.0477819,2.43242,0.00178169,0.188429
0.0134034,2.36058,6599.65,-4499.87,61.5896,741.897,0.0473718,2.44644,0.00234314,0.202442
0.0137947,2.3902,6599.63,-4499.87,62.1637,743.426,0.047711,2.48812,0.00274206,0.244129
0.0130716,2.35051,6599.67,-4499.87,60.457,744.127,0.0480096,2.42851,0.00219735,0.184519
0.01324,2.41727,6599.66,-4499.87,60.6942,749.505,0.0483163,2.53275,0.00334462,0.288755
0.0133128,2.3635,6599.65,-4499.87,61.484,742.469,0.0474247,2.44824,0.00210429,0.204247
0.0126925,2.38065,6599.68,-4499.87,59.3939,749.647,0.0487669,2.47285,0.00271719,0.22885
0.0129985,2.39842,6599.67,-4499.87,60.2685,747.318,0.0479343,2.47943,0.00272357,0.235434
0.0137492,2.38915,6599.63,-4499.87,62.5949,742.114,0.0472824,2.49382,0.00305338,0.24983
