tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0146693,-2.99009,6599.58,-4499.87,67.7338,731.133,0.0453042,3.44648,0.00375883,0.304885
0.0150447,-2.9966,6599.56,-4499.87,67.8714,728.786,0.0450795,3.38247,0.00298196,0.240878
0.0144853,-2.99744,6599.59,-4499.87,67.1164,731.905,0.0453325,3.42972,0.0034136,0.288127
0.0147091,-2.97285,6599.58,-4499.87,67.9038,731.312,0.0451097,3.46803,0.00406836,0.326433
0.0151879,-3.02201,6599.55,-4499.87,69.2568,725.554,0.0445609,3.39011,0.0029288,0.248516
0.0144742,-2.99147,6599.59,-4499.87,67.0588,731.951,0.045187,3.42817,0.00338128,0.286575
0.0146002,-3.01544,6599.58,-4499.87,66.8477,730.83,0.0453614,3.38258,0.00293867,0.240988
0.0146269,-3.03672,6599.58,-4499.87,66.9111,729.931,0.045476,3.35474,0.00258676,0.213145
0.0145436,-3.00424,6599.59,-4499.87,67.4448,729.724,0.0449631,3.39969,0.00307634,0.258101
0.0147629,-2.98753,6599.58,-4499.87,67.3105,732.594,0.0456579,3.44716,0.00372961,0.305569
0.0149961,-3.0226,6599.56,-4499.87,69.0731,725.212,0.0446868,3.36829,0.00278027,0.226696
0.0145884,-3.03907,6599.58,-4499.87,67.469,728.229,0.0447492,3.35837,0.00259905,0.216777
0.0144675,-3.01844,6599.6,-4499.87,67.2047,728.573,0.0448498,3.34629,0.00251746,0.2047
0.0150331,-3.00785,6599.56,-4499.87,68.4032,727.477,0.0450293,3.38344,0.00305687,0.241842
0.0148644,-2.99323,6599.56,-4499.87,68.2205,728.904,0.0450232,3.41826,0.00343494,0.27667
0.0146189,-3.05718,6599.58,-4499.87,67.9986,727.035,0.0446764,3.35911,0.00248985,0.217518
0.0144011,-3.03128,6599.59,-4499.87,67.6137,728.283,0.0448719,3.36183,0.00289002,0.220233
0.0145292,-3.00584,6599.59,-4499.87,67.47,729.474,0.0451358,3.38854,0.0031204,0.246946
0.0149063,-3.01209,6599.57,-4499.87,68.6705,725.529,0.0446903,3.35061,0.00239226,0.209017
0.0147906,-2.99209,6599.58,-4499.87,67.739,729.807,0.0458437,3.4081,0.00304515,0.266503
0.0152079,-2.97961,6599.55,-4499.87,68.5843,729.66,0.0450115,3.45632,0.00401945,0.314725
0.0147908,-2.9869,6599.57,-4499.87,68.2145,728.833,0.0449166,3.41952,0.00356726,0.277927
0.0149668,-3.01745,6599.56,-4499.87,69.3679,725.881,0.0443803,3.41746,0.00346032,0.275868
0.014934,-2.97533,6599.56,-4499.87,68.9251,728.267,0.0448512,3.44834,0.00375563,0.306744
0.0145491,-3.00094,6599.59,-4499.87,67.5355,732.219,0.045322,3.4655,0.0038646,0.323904
0.0148802,-3.00445,6599.57,-4499.87,69.0031,725.581,0.0443688,3.38162,0.00296634,0.240023
0.014791,-2.98502,6599.58,-4499.87,69.0279,727.795,0.044692,3.44936,0.00379021,0.307763
0.0146884,-3.03046,6599.58,-4499.87,68.546,726.606,0.04455,3.37996,0.00288961,0.238372
0.01476,-3.00973,6599.57,-4499.87,67.8611,728.236,0.044832,3.3799,0.00278121,0.238312
0.0145344,-2.97577,6599.59,-4499.87,66.6863,733.544,0.0457588,3.43674,0.00346084,0.295144
0.0149618,-2.99728,6599.56,-4499.87,69.3004,726.815,0.0446649,3.43458,0.00346623,0.292987
0.0144193,-3.005,6599.6,-4499.87,66.3074,733.173,0.0455359,3.41144,0.00314171,0.269847
0.014685,-3.0004,6599.58,-4499.87,67.1094,730.225,0.0452307,3.38237,0.00302545,0.240773
0.0150841,-3.01286,6599.55,-4499.87,68.9187,726.347,0.0448312,3.38579,0.00304361,0.244198
0.0144075,-3.02434,6599.6,-4499.87,66.7227,730.193,0.0452817,3.36092,0.00275902,0.219326
0.0146466,-3.00304,6599.58,-4499.87,67.3566,729.076,0.0450757,3.36654,0.00298454,0.224944
0.0147546,-3.02144,6599.58,-4499.87,68.7165,725.994,0.0445608,3.37086,0.00284003,0.229264
0.0149162,-2.97928,6599.56,-4499.87,68.1062,729.98,0.0450889,3.43767,0.00341765,0.296077
0.0147533,-2.97832,6599.58,-4499.87,67.838,729.63,0.0452296,3.41258,0.00340784,0.270987
0.0147717,-3.00638,6599.57,-4499.87,68.4103,727.251,0.044829,3.3879,0.0030421,0.246306
0.0144956,-2.99247,6599.59,-4499.87,66.6945,732.494,0.0455202,3.4167,0.00325031,0.275105
0.014482,-2.98691,6599.59,-4499.87,66.4724,734.077,0.0457676,3.43688,0.00385081,0.295287
0.0146396,-3.00005,6599.58,-4499.87,67.2862,731.063,0.0452969,3.41536,0.00302966,0.273768
0.0143928,-3.01596,6599.6,-4499.87,67.3515,728.226,0.044964,3.35197,0.00255093,0.210381
0.0148794,-3.01914,6599.57,-4499.87,67.6999,727.998,0.0451532,3.3555,0.00255968,0.213911
0.0145212,-2.97278,6599.59,-4499.87,67.5027,731.716,0.0457596,3.43997,0.00384505,0.298378
0.0146374,-3.01141,6599.58,-4499.87,67.0974,729.873,0.0453737,3.36702,0.00251092,0.225429
0.0150296,-2.99883,6599.56,-4499.87,68.5308,728.256,0.0450168,3.41682,0.00348768,0.275232
0.014569,-3.01115,6599.59,-4499.87,67.4968,729.265,0.0451652,3.38375,0.00307028,0.242156
0.0143244,-2.98786,6599.6,-4499.87,66.3073,732.842,0.0455959,3.40326,0.00322156,0.261668
0.014789,-3.02673,6599.58,-4499.87,67.9283,727.451,0.0449011,3.35894,0.00237143,0.217344
0.0145149,-2.97276,6599.59,-4499.87,67.5416,731.153,0.0452281,3.4625,0.00362896,0.320908
0.014192,-2.98772,6599.61,-4499.87,66.5587,733.692,0.0459133,3.43456,0.00356006,0.292969
0.014541,-2.97923,6599.59,-4499.87,68.3279,730.967,0.0453257,3.44973,0.00390154,0.308136
0.0148383,-2.97962,6599.57,-4499.87,67.2077,733.002,0.0455391,3.45218,0.00374706,0.310582
0.0146525,-2.98001,6599.58,-4499.87,67.3405,730.824,0.0450107,3.42073,0.00346747,0.279142
