hole_id,tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime
62,0.0124621,-1.2368,2199.97,-4499.94,56.9426,975.098,0.0613124,5.20293,0.00445772
62,0.0127199,-1.20492,2199.97,-4499.87,59.235,961.266,0.0597466,5.23168,0.00498112
62,0.0117441,-1.19175,2199.97,-4499.85,56.6495,973.772,0.0609099,5.21423,0.00454635
62,0.0129229,-1.16696,2199.96,-4499.83,58.556,969.192,0.0611839,5.16427,0.00386998
62,0.0125318,-1.19149,2199.97,-4499.87,59.5481,957.856,0.0591271,5.2475,0.005765
62,0.0125316,-1.19644,2199.97,-4499.83,59.515,959.347,0.0597126,5.2407,0.00619552
62,0.0123134,-1.19115,2199.97,-4499.95,56.7907,975.843,0.0614029,5.19042,0.00439058
62,0.0124979,-1.20017,2199.97,-4499.84,56.9394,974.923,0.0623318,5.22071,0.00482094
62,0.0125954,-1.23017,2199.97,-4499.93,57.0328,977.42,0.0616498,5.15946,0.00313389
62,0.0124928,-1.14012,2199.97,-4499.86,57.9103,967.807,0.0611027,5.22464,0.00501696
62,0.0116651,-1.23975,2199.97,-4499.99,57.1888,974.385,0.0608907,5.15155,0.00390182
62,0.0133567,-1.26766,2199.96,-4499.77,58.739,969.876,0.0602886,5.15077,0.00368977
62,0.0124796,-1.15804,2199.97,-4499.85,57.7674,972.089,0.0606802,5.1606,0.00309232
62,0.0117347,-1.2066,2199.97,-4499.98,56.9034,974.748,0.0605845,5.16478,0.00393036
62,0.0127749,-1.17139,2199.96,-4499.88,57.3835,970.079,0.0616052,5.25915,0.00588436
62,0.0136544,-1.20128,2199.96,-4499.83,58.0065,974.282,0.061765,5.16747,0.00393567
62,0.0122057,-1.23296,2199.97,-4499.77,57.8524,970.963,0.0615221,5.17486,0.00435779
62,0.00894357,-0.98236,2199.98,-4499.84,57.7629,959.746,0.0600811,5.21196,0.00479145
62,0.0124815,-1.21613,2199.97,-4499.82,58.2509,968.311,0.0599291,5.18401,0.00447455
62,0.0122026,-1.18616,2199.97,-4499.8,56.53,977.648,0.0622582,5.18575,0.00339955
62,0.0129063,-1.21108,2199.96,-4499.78,57.5855,971.932,0.0610375,5.20827,0.00539691
62,0.0125619,-1.22042,2199.97,-4499.84,57.5859,973.055,0.0620246,5.18622,0.00410389
62,0.0133037,-1.17653,2199.96,-4499.77,58.1328,970.664,0.0603533,5.18133,0.00486192
62,0.012693,-1.19496,2199.97,-4499.88,56.8624,974.728,0.0606003,5.21137,0.00424641
62,0.0129221,-1.19039,2199.96,-4499.85,58.1832,969.472,0.0607676,5.19186,0.00390572
62,0.0125337,-1.18152,2199.97,-4499.93,57.4778,971.59,0.0603879,5.19164,0.00504863
62,0.01271,-1.19695,2199.96,-4499.84,58.7081,962.04,0.0595545,5.25896,0.00622413
62,0.0126986,-1.22828,2199.97,-4499.99,59.5554,962.504,0.0606152,5.184,0.00543939
62,0.0121828,-1.16258,2199.97,-4499.81,57.5876,967.246,0.060871,5.25965,0.0054685
62,0.0124618,-1.19102,2199.97,-4499.84,56.7179,976.473,0.0611727,5.18343,0.00415036
62,0.0126681,-1.16435,2199.97,-4499.87,58.8758,961.992,0.0605396,5.25346,0.00511475
62,0.0123042,-1.14286,2199.97,-4499.87,58.4045,964.699,0.0608495,5.2292,0.00538445
62,0.0127524,-1.21141,2199.96,-4499.81,57.7516,968.04,0.061452,5.27115,0.00577533
62,0.0122069,-1.14793,2199.97,-4499.92,57.0129,975.185,0.0611891,5.17533,0.00434793
62,0.0130816,-1.23437,2199.96,-4499.9,57.0531,977.526,0.0615497,5.17702,0.00301351
62,0.0123524,-1.20372,2199.97,-4499.92,56.9881,972.45,0.0604507,5.23459,0.0055634
62,0.0122612,-1.1882,2199.97,-4499.85,56.5996,976.518,0.0615807,5.20683,0.00511566
62,0.0127764,-1.21581,2199.96,-4499.91,58.4416,967.397,0.0600766,5.18623,0.00419535
62,0.0126452,-1.20863,2199.97,-4499.89,56.8507,975.599,0.0599425,5.18415,0.0038272
62,0.0125049,-1.18525,2199.97,-4499.83,58.261,965.117,0.0598068,5.23542,0.00534335
62,0.0127289,-1.1758,2199.96,-4499.91,57.6509,969.454,0.061119,5.23367,0.00504126
62,0.0129522,-1.18043,2199.96,-4499.9,59.5685,959.61,0.0594705,5.22954,0.00438751
62,0.0125438,-1.22947,2199.97,-4499.88,59.1939,965.57,0.0610502,5.15919,0.00376691
62,0.0126766,-1.15813,2199.97,-4499.8,58.9217,961.75,0.0605372,5.25598,0.00663863
62,0.0118212,-1.38258,2199.97,-4499.83,56.806,969.832,0.0612022,5.29392,0.00575565
62,0.0127402,-1.21645,2199.96,-4499.85,58.3208,965.327,0.060258,5.23981,0.00453237
62,0.0130779,-1.25161,2199.96,-4499.96,59.2114,963.929,0.0599868,5.19278,0.00426477
62,0.0123488,-1.23429,2199.97,-4499.76,58.2862,969.936,0.060007,5.13618,0.00360466
62,0.0112734,-1.24139,2199.97,-4499.88,57.5161,984.439,0.0603851,5.20112,0.00458491
62,0.012734,-1.14242,2199.97,-4499.79,58.8731,960.987,0.0598229,5.26503,0.00540054
62,0.012256,-1.15382,2199.97,-4499.94,58.5477,964.303,0.0598316,5.21572,0.00469032
62,0.0129044,-1.22772,2199.96,-4499.92,57.4582,974.287,0.0621061,5.1795,0.00482885
62,0.0118541,-1.22181,2199.97,-4499.76,57.7726,972.063,0.0619634,5.13836,0.00370842
62,0.0122132,-1.11904,2199.97,-4499.91,57.511,969.377,0.0603146,5.21098,0.00456878
62,0.0121068,-1.21054,2199.97,-4499.94,57.1883,972.797,0.060632,5.19612,0.00473276
62,0.0122945,-1.18497,2199.97,-4499.84,58.1986,969.87,0.0604398,5.15893,0.00307246
62,0.0127807,-1.24196,2199.97,-4499.81,58.5063,969.947,0.0605835,5.14949,0.00382676
62,0.0126431,-1.22902,2199.97,-4499.88,58.9482,964.984,0.0596798,5.17783,0.0047192
62,0.0124664,-1.17235,2199.97,-4499.95,57.3554,969.175,0.060671,5.25577,0.00572155
62,0.012607,-1.27794,2199.97,-4499.96,58.4811,968.058,0.0600702,5.16604,0.00274421
62,0.0120905,-1.21315,2199.97,-4499.82,56.4164,976.782,0.0615205,5.20204,0.00407175
62,0.0129171,-1.30412,2199.96,-4499.91,58.3703,969.306,0.0610027,5.19033,0.00428691
62,0.0132385,-1.13908,2199.96,-4499.96,57.6222,974.196,0.0605308,5.18608,0.00456002
62,0.0129352,-1.24645,2199.96,-4499.87,59.2272,965.037,0.0602428,5.16928,0.00322825
62,0.0126162,-1.24197,2199.97,-4499.91,57.9191,970.243,0.0607826,5.19483,0.00420484
62,0.0129233,-1.15097,2199.96,-4499.94,58.4983,964.835,0.0597575,5.24762,0.00607645
62,0.0122675,-1.25545,2199.97,-4499.85,57.6273,969.588,0.0622292,5.23564,0.00556513
62,0.0131565,-1.22819,2199.96,-4499.93,57.9721,972.877,0.0611027,5.16168,0.00426968
62,0.0123139,-1.15596,2199.97,-4499.77,56.5399,977.179,0.0611466,5.18346,0.00434498
62,0.012428,-1.224,2199.97,-4499.91,58.2248,969.995,0.0607043,5.15849,0.00384522
62,0.0128652,-1.22139,2199.97,-4499.76,58.9397,965.91,0.0607632,5.17887,0.00378585
62,0.0124787,-1.22032,2199.97,-4499.85,57.747,973.985,0.061507,5.12803,0.00398419
62,0.0127818,-1.17317,2199.96,-4499.9,58.5814,962.553,0.059974,5.2722,0.00579167
62,0.0118107,-1.24919,2199.97,-4499.76,57.4861,967.576,0.0605797,5.24802,0.00555999
62,0.0121443,-1.20488,2199.97,-4499.86,58.1484,964.977,0.0599726,5.23584,0.00459813
62,0.0120816,-1.25114,2199.97,-4499.97,57.3631,974.445,0.0614729,5.16233,0.00375666
62,0.0119204,-1.15882,2199.97,-4499.97,58.9655,961.757,0.0597849,5.2155,0.00389115
62,0.0126955,-1.19094,2199.97,-4499.77,58.7742,963.98,0.0600415,5.21965,0.00541891
62,0.0140191,-1.15851,2199.96,-4499.96,59.1424,965.677,0.0594587,5.19821,0.0044284
62,0.012381,-1.26109,2199.97,-4499.85,58.6671,965.778,0.0608452,5.20269,0.00395777
62,0.0105412,-1.14694,2199.98,-4499.9,59.3845,955.179,0.0596208,5.23037,0.00548719
62,0.0123604,-1.25991,2199.97,-4499.85,57.429,974.539,0.0617106,5.14735,0.00351848
62,0.0132044,-1.19738,2199.96,-4499.98,57.5645,974.156,0.0623947,5.18984,0.00476672
62,0.0127739,-1.18487,2199.96,-4500,59.2425,962.972,0.0593994,5.18864,0.0041716
62,0.0130823,-1.21164,2199.96,-4499.88,57.6882,969.438,0.0609461,5.2591,0.00547274
62,0.0122654,-1.20259,2199.97,-4499.88,57.8497,972.361,0.0604307,5.13566,0.00447323
62,0.0128475,-1.18183,2199.96,-4499.96,58.587,964.031,0.0600398,5.24707,0.00508377
62,0.0126556,-1.23884,2199.96,-4499.85,56.6944,979.585,0.0618825,5.15987,0.00310712
62,0.0123509,-1.21602,2199.97,-4499.79,56.3931,978.668,0.0616404,5.18804,0.0040245
62,0.0128216,-1.17987,2199.96,-4499.94,59.653,960.846,0.0596002,5.19772,0.00488797
62,0.0126794,-1.20119,2199.97,-4499.98,59.5734,962.617,0.0609184,5.19049,0.00427462
62,0.0124435,-1.2259,2199.97,-4499.99,56.8234,974.811,0.0620535,5.23163,0.00541932
62,0.0127041,-1.23499,2199.96,-4499.76,56.9187,975.305,0.0601826,5.19528,0.00363481
62,0.0124639,-1.23518,2199.97,-4499.8,59.5356,959.994,0.0596989,5.21314,0.00441598
62,0.0133619,-1.24777,2199.96,-4499.85,59.1605,964.945,0.0603805,5.19561,0.00444252
62,0.0126075,-1.21751,2199.96,-4499.76,58.8504,967.108,0.0598977,5.14711,0.00450309
62,0.012439,-1.23725,2199.97,-4499.97,57.2331,975.021,0.0618167,5.1678,0.00409329
62,0.0129105,-1.25555,2199.96,-4499.92,58.2023,968.655,0.060009,5.19285,0.00475434
62,0.0130376,-1.14888,2199.96,-4499.85,59.4364,960.842,0.0600727,5.23612,0.00559776
62,0.0122728,-1.27119,2199.97,-4499.77,57.0338,978.395,0.0613605,5.1948,0.00431097
62,0.0124431,-1.21422,2199.97,-4499.92,57.8111,968.317,0.0607626,5.22505,0.00458352
62,0.0122947,-1.24784,2199.97,-4499.98,57.503,973.595,0.0609207,5.16726,0.0036597
62,0.0125889,-1.23329,2199.97,-4500,59.2743,959.247,0.0597615,5.2701,0.00656766
62,0.0128357,-1.24682,2199.96,-4499.9,58.6053,965.141,0.059869,5.2201,0.00532499
62,0.0123282,-1.25092,2199.97,-4499.99,58.6866,963.856,0.0594882,5.20711,0.00403366
62,0.0124325,-1.17091,2199.97,-4499.9,58.4846,961.805,0.0600797,5.26464,0.00559291
62,0.0122603,-1.17882,2199.97,-4499.88,57.5245,968.668,0.0603284,5.2341,0.00520091
62,0.013499,-1.22167,2199.96,-4499.79,59.4289,960.774,0.0595209,5.25734,0.00559304
62,0.0128455,-1.2084,2199.96,-4499.91,58.8287,962.994,0.0595946,5.23438,0.004995
62,0.0123251,-1.19893,2199.97,-4499.83,56.9758,974.569,0.0611812,5.18674,0.0039169
62,0.0122371,-1.22792,2199.97,-4499.75,56.5158,977.247,0.0621132,5.20015,0.00459375
62,0.0124474,-1.15356,2199.97,-4499.85,57.3507,970.388,0.0610429,5.24848,0.00633214
62,0.01178,-1.18714,2199.97,-4499.93,57.2188,971.617,0.0610218,5.20441,0.00540603
62,0.0130575,-1.1547,2199.96,-4499.91,57.4276,973.968,0.0606129,5.17497,0.00398053
62,0.0120645,-1.26732,2199.97,-4499.75,57.9489,971.52,0.0613198,5.14375,0.00368639
62,0.0121339,-1.18701,2199.97,-4499.93,57.3646,967.898,0.0602663,5.26663,0.00601994
62,0.0123069,-1.16101,2199.97,-4499.87,57.5812,969.657,0.0604966,5.21751,0.00480469
62,0.0125969,-1.2189,2199.97,-4499.93,58.4823,963.61,0.0608978,5.26323,0.0057509
62,0.0128161,-1.22765,2199.96,-4499.88,58.6613,965.72,0.060788,5.22044,0.00457061
62,0.0131016,-1.25691,2199.96,-4499.87,59.187,964.684,0.0599806,5.19092,0.00393919
62,0.0118829,-1.22416,2199.97,-4499.96,56.5956,977.579,0.0614971,5.1612,0.00336164
62,0.0122623,-1.24976,2199.97,-4499.87,58.17,970.018,0.060807,5.15685,0.00463115
62,0.0123232,-1.22363,2199.97,-4499.82,57.2859,974.599,0.0609255,5.15546,0.0033578
62,0.0128183,-1.20407,2199.97,-4499.86,59.1597,965.624,0.0604573,5.16952,0.00484832
62,0.01259,-1.18726,2199.97,-4499.93,57.7427,967.632,0.061318,5.27406,0.00512523
62,0.0126948,-1.1998,2199.96,-4499.81,58.9317,964.57,0.0608308,5.20066,0.00485492
62,0.0122757,-1.24168,2199.97,-4499.92,58.5944,970.307,0.0601415,5.18014,0.00429958
62,0.0122464,-1.1889,2199.97,-4499.88,58.775,960.901,0.0603878,5.26615,0.00505313
62,0.013101,-1.23702,2199.96,-4499.96,58.5693,970.352,0.0607498,5.14078,0.00342977
62,0.0116938,-1.16185,2199.97,-4499.84,57.2288,973.607,0.0619417,5.16242,0.00401299
62,0.0126226,-1.18743,2199.97,-4499.82,57.3736,969.487,0.0608282,5.26473,0.00583488
62,0.0123998,-1.23511,2199.97,-4499.98,57.4661,974.912,0.0609662,5.15423,0.00345988
62,0.0125403,-1.20293,2199.96,-4499.84,57.0367,973.572,0.0611042,5.22216,0.0055968
62,0.0125063,-1.2025,2199.97,-4499.91,57.9828,970.762,0.0607478,5.17388,0.00434534
62,0.0122525,-1.15571,2199.97,-4499.92,57.2789,969.552,0.06108,5.25566,0.00496403
62,0.0127918,-1.16452,2199.96,-4499.98,58.8345,973.264,0.059913,5.2362,0.00648492
62,0.0126755,-1.16416,2199.97,-4499.83,57.7407,969.831,0.0601825,5.20563,0.00509374
62,0.0130624,-1.18061,2199.96,-4499.89,58.5075,970.417,0.0604311,5.1671,0.00415961
62,0.0122325,-1.16338,2199.97,-4499.76,58.2955,968.686,0.0604022,5.1576,0.003924
62,0.0122255,-1.14975,2199.97,-4499.95,57.5419,970.62,0.0604685,5.18716,0.00403706
62,0.0121501,-1.21721,2199.97,-4499.82,56.6316,978.029,0.0625386,5.15971,0.00443066
62,0.0125386,-1.25772,2199.97,-4499.95,58.5666,968.73,0.0607745,5.15759,0.00416739
62,0.0133692,-1.21877,2199.96,-4499.88,59.5977,964.282,0.0605768,5.17042,0.0039
62,0.0134498,-1.19206,2199.96,-4499.93,58.4098,967.947,0.0611606,5.22808,0.00541532
62,0.0125223,-1.22834,2199.97,-4499.87,58.1807,964.951,0.0600189,5.25758,0.00608301
62,0.0126704,-1.23325,2199.97,-4499.89,59.1833,962.504,0.0593365,5.20779,0.00510624
62,0.0128956,-1.21055,2199.96,-4499.94,57.9082,968.733,0.0610903,5.23535,0.00431859
62,0.011979,-1.17949,2199.97,-4499.93,59.4794,960.932,0.0599532,5.18263,0.00366163
62,0.0124955,-1.23966,2199.97,-4499.82,58.1352,967.333,0.0604889,5.21983,0.0051807
62,0.0127593,-1.23299,2199.96,-4499.82,58.3412,966.365,0.0604765,5.22815,0.00468183
62,0.0127394,-1.17321,2199.96,-4499.86,58.5901,966.864,0.0598917,5.18174,0.00375127
62,0.0127028,-1.21697,2199.96,-4499.88,57.2288,977.111,0.0617532,5.14288,0.00345974
62,0.0128335,-1.25478,2199.96,-4499.77,58.0572,971.645,0.0615594,5.17169,0.00472217
