,tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0,0.00814775,0.489743,6599.87,-3875.5,32.5227,808.737,0.0606366,0.459938,0.00019318,0.011139
1,0.00840725,0.383479,6599.86,-3875.5,33.6197,805.776,0.0598869,0.415226,-8.4601e-05,-0.0335733
2,0.0084574,0.413934,6599.86,-3875.5,33.8067,805.041,0.0595756,0.433289,-0.000150503,-0.0155095
3,0.0083379,0.41536,6599.86,-3875.5,33.3174,806.556,0.0600307,0.430319,-0.000326978,-0.0184798
4,0.00821174,0.455228,6599.87,-3875.5,32.395,809.246,0.0610053,0.450884,-2.23928e-05,0.00208515
5,0.00864033,0.413304,6599.85,-3875.5,34.5252,802.911,0.0591851,0.423051,-0.000190309,-0.0257484
6,0.00829096,0.490425,6599.87,-3875.5,33.3996,806.192,0.059756,0.471378,2.31304e-05,0.0225791
7,0.00872921,0.433753,6599.85,-3875.5,34.7344,802.291,0.0589504,0.440137,-0.000131813,-0.00866203
8,0.00866566,0.456256,6599.85,-3875.5,34.4996,802.768,0.0588472,0.447876,-0.000181866,-0.000922885
9,0.00883762,0.416395,6599.85,-3875.5,35.1277,801.074,0.0586442,0.430814,-0.000298209,-0.0179852
10,0.00871494,0.474554,6599.85,-3875.5,34.8911,801.85,0.0589945,0.460005,0.000116479,0.0112062
11,0.0087773,0.471614,6599.85,-3875.5,34.6266,802.549,0.0589418,0.449751,8.78824e-06,0.00095173
12,0.00831393,0.456487,6599.86,-3875.5,32.9294,807.457,0.0601412,0.44472,8.68599e-06,-0.00407881
13,0.0087129,0.513167,6599.85,-3875.5,34.6324,802.493,0.0586783,0.474504,7.20384e-05,0.025705
14,0.0089554,0.427971,6599.84,-3875.5,35.452,800.295,0.058545,0.435117,-0.000168451,-0.0136817
15,0.00821691,0.402437,6599.87,-3875.5,32.8846,807.768,0.0603965,0.426359,-0.000170241,-0.0224403
16,0.0082772,0.410252,6599.86,-3875.5,33.0643,807.373,0.0604079,0.429722,-9.17829e-05,-0.0190765
17,0.00861993,0.498026,6599.86,-3875.5,34.5747,802.716,0.0589149,0.470923,-0.000167856,0.0221241
18,0.00861758,0.439651,6599.85,-3875.5,34.5204,803.036,0.0592423,0.443143,-4.32912e-05,-0.00565563
19,0.00811978,0.453175,6599.87,-3875.5,32.2099,809.424,0.0606402,0.444604,-0.000228704,-0.00419481
20,0.00850882,0.385395,6599.86,-3875.5,33.9453,804.806,0.0596752,0.417576,-0.000181575,-0.031223
21,0.00816962,0.45375,6599.87,-3875.5,32.6493,808.166,0.0602636,0.445975,0.000164426,-0.00282438
22,0.0082642,0.495213,6599.86,-3875.5,33.0708,807.131,0.0601545,0.462179,-0.000130958,0.0133797
23,0.00850195,0.404056,6599.86,-3875.5,33.94,804.754,0.059561,0.424366,-0.000199751,-0.0244329
24,0.0080225,0.423528,6599.87,-3875.5,32.517,808.645,0.0604694,0.427533,-0.00014435,-0.0212659
25,0.00890072,0.453431,6599.84,-3875.5,35.3014,800.712,0.0586946,0.445311,-0.000155488,-0.00348798
26,0.00867586,0.456331,6599.85,-3875.5,34.3479,803.364,0.0591031,0.447995,-0.000293498,-0.000804361
27,0.00862716,0.4719,6599.85,-3875.5,34.4911,802.902,0.059002,0.460036,-0.00012394,0.0112366
28,0.00839453,0.500184,6599.86,-3875.5,33.6779,805.505,0.0597857,0.467175,-0.000157348,0.0183757
29,0.00822663,0.427007,6599.87,-3875.5,32.8809,807.542,0.060064,0.437104,-1.6807e-05,-0.0116953
30,0.00890887,0.422633,6599.85,-3875.5,35.3788,800.522,0.0587162,0.432464,7.13548e-05,-0.0163353
31,0.00856752,0.450531,6599.86,-3875.5,34.4869,803.073,0.059309,0.44395,0.000123729,-0.00484927
32,0.00834087,0.439904,6599.86,-3875.5,33.3163,806.407,0.0599601,0.438769,-0.000166976,-0.0100297
33,0.00823729,0.448828,6599.87,-3875.5,32.6309,808.292,0.0603429,0.446241,9.25361e-05,-0.00255833
34,0.00857876,0.449423,6599.86,-3875.5,34.2595,803.536,0.0591288,0.441397,0.000217853,-0.00740211
35,0.00860248,0.432766,6599.86,-3875.5,34.6504,802.635,0.0591905,0.43346,2.25672e-05,-0.015339
36,0.00824935,0.402823,6599.87,-3875.5,32.754,808.093,0.0604128,0.423337,9.48734e-05,-0.0254622
37,0.00838001,0.435032,6599.86,-3875.5,33.5086,805.664,0.0594813,0.436875,-7.75183e-05,-0.0119238
38,0.00876467,0.456429,6599.85,-3875.5,34.775,802.09,0.0588337,0.445238,-0.000154276,-0.00356051
39,0.00825632,0.371189,6599.87,-3875.5,33.2776,806.709,0.06006,0.414875,3.70245e-05,-0.0339243
40,0.00803745,0.454284,6599.87,-3875.5,32.1789,809.386,0.0605228,0.445796,-7.99189e-05,-0.00300302
41,0.00831894,0.463379,6599.86,-3875.5,33.3514,806.042,0.0596807,0.446188,8.70141e-06,-0.00261096
42,0.00849243,0.492545,6599.86,-3875.5,33.8431,804.903,0.0594723,0.467595,-4.49535e-05,0.0187961
43,0.00882676,0.416931,6599.85,-3875.5,35.1459,800.972,0.058559,0.426722,-0.000446343,-0.0220765
44,0.00882437,0.444086,6599.85,-3875.5,35.0791,801.269,0.0587216,0.44436,5.22707e-05,-0.00443911
45,0.00829348,0.434688,6599.87,-3875.5,33.3461,806.17,0.0597523,0.439052,-2.95037e-06,-0.00974738
46,0.00810763,0.424817,6599.87,-3875.5,32.1917,809.354,0.0604333,0.431353,-9.4408e-06,-0.0174463
47,0.00806979,0.485276,6599.87,-3875.5,32.3666,808.843,0.0603926,0.460318,0.00019127,0.0115188
48,0.00842394,0.497342,6599.86,-3875.5,33.6669,805.305,0.0595086,0.46852,-0.000114946,0.0197207
49,0.00836631,0.450502,6599.86,-3875.5,33.3816,806.23,0.059895,0.445331,-0.000129654,-0.00346788
50,0.00812787,0.410698,6599.87,-3875.5,32.1305,809.6,0.0606732,0.429696,-0.000311557,-0.0191027
