tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0117831,2.4084,6599.73,-5124.5,60.82,755.917,0.0498529,2.52058,0.00318586,0.276589
0.011599,2.35376,6599.74,-5124.5,61.9581,745.908,0.0487955,2.43035,0.00202059,0.186356
0.0118067,2.37035,6599.73,-5124.5,61.004,751.031,0.0493655,2.45967,0.00215212,0.21568
0.0120655,2.3735,6599.72,-5124.5,62.9291,745.355,0.048399,2.45493,0.00214073,0.210931
0.0115031,2.40338,6599.74,-5124.5,61.4585,752.932,0.0489776,2.51673,0.00307495,0.272737
0.0114814,2.39572,6599.74,-5124.5,60.1094,753.516,0.0498293,2.46144,0.00235693,0.217444
0.0116271,2.35634,6599.74,-5124.5,61.8275,746.078,0.0485831,2.43182,0.00210225,0.187829
0.0114666,2.38605,6599.74,-5124.5,59.7914,751.036,0.0495139,2.41641,0.00174751,0.172411
0.0118799,2.37191,6599.73,-5124.5,61.4747,748.426,0.0490563,2.44165,0.00226965,0.197657
0.0117931,2.40037,6599.73,-5124.5,60.8508,752.773,0.0495979,2.47775,0.00252666,0.233758
0.0119311,2.3838,6599.72,-5124.5,62.6227,744.386,0.0486691,2.42647,0.00202831,0.18248
0.0117724,2.3767,6599.73,-5124.5,61.0819,750.538,0.0494813,2.45462,0.00234539,0.210623
0.0117154,2.41171,6599.74,-5124.5,60.9599,754.187,0.0496847,2.5041,0.0028517,0.260103
0.0120651,2.39104,6599.72,-5124.5,62.9033,748.142,0.0484708,2.49737,0.00286102,0.253377
0.0116548,2.39697,6599.73,-5124.5,60.708,752.834,0.0494462,2.47591,0.00252444,0.231919
0.0116172,2.34863,6599.74,-5124.5,60.8832,748.926,0.0492296,2.42751,0.00209347,0.183512
0.0115752,2.37527,6599.74,-5124.5,61.4468,749.748,0.0492577,2.4616,0.00223332,0.2176
0.0120131,2.38634,6599.72,-5124.5,62.129,744.582,0.0486058,2.40438,0.00181345,0.160389
0.0113625,2.39521,6599.75,-5124.5,59.8007,756.313,0.049975,2.48522,0.00265646,0.241222
0.0117358,2.39078,6599.73,-5124.5,61.5738,751.121,0.0491231,2.48781,0.00268084,0.243814
0.0112074,2.38353,6599.76,-5124.5,59.5347,754.532,0.0502712,2.45453,0.00209035,0.210531
0.0119579,2.41435,6599.72,-5124.5,62.22,751.235,0.0490142,2.51452,0.00327938,0.270524
