,tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
13955,0.0104481,-0.487007,6599.79,-3875.5,41.3738,782.106,0.0549194,5.80948,1.49828e-05,-0.024905
13956,0.0105493,-0.399195,6599.78,-3875.5,42.3936,779.457,0.0539677,5.89078,0.000752198,0.056395
13957,0.0108545,-0.487941,6599.77,-3875.5,43.1566,776.651,0.0534944,5.80744,-0.000433261,-0.0269503
13958,0.0105871,-0.398795,6599.79,-3875.5,42.1983,779.948,0.0544016,5.88923,0.000527261,0.0548451
13959,0.0109499,-0.416642,6599.76,-3875.5,43.6166,775.36,0.0534376,5.86868,-9.61107e-05,0.0342896
13960,0.0108435,-0.445113,6599.77,-3875.5,43.0399,777.103,0.0538221,5.85142,0.000215138,0.0170291
13961,0.0104442,-0.433714,6599.79,-3875.5,41.5921,781.245,0.0545405,5.85809,0.000328017,0.0237065
13962,0.0107429,-0.412728,6599.77,-3875.5,42.9324,777.492,0.0540769,5.87319,0.000362338,0.0388002
13963,0.010609,-0.467426,6599.78,-3875.5,42.2907,779.556,0.0545008,5.82409,-0.000322972,-0.0102998
13964,0.0108377,-0.491381,6599.77,-3875.5,43.0792,777.272,0.0538033,5.80162,-0.000264282,-0.0327672
13965,0.0108638,-0.450466,6599.77,-3875.5,43.4467,775.927,0.0535266,5.84261,7.45368e-05,0.00822783
13966,0.0106632,-0.424088,6599.78,-3875.5,42.38,779.061,0.0542027,5.8572,0.000124351,0.0228123
13967,0.0102534,-0.436069,6599.79,-3875.5,40.9635,783.092,0.0548799,5.85562,0.000354151,0.0212379
13968,0.0106235,-0.391862,6599.78,-3875.5,42.2921,780.001,0.0544153,5.89568,0.000697254,0.0612914
13969,0.0105714,-0.413324,6599.78,-3875.5,41.983,780.277,0.0545336,5.8592,0.000281259,0.0248145
13970,0.0104126,-0.456889,6599.79,-3875.5,41.5473,781.583,0.0547915,5.84228,3.49116e-05,0.00789148
13971,0.0102283,-0.474573,6599.8,-3875.5,40.907,783.467,0.0550904,5.82343,-2.11307e-05,-0.0109537
13972,0.0110449,-0.461097,6599.76,-3875.5,44.1567,774.026,0.0533858,5.83632,2.41444e-05,0.00193768
13973,0.0106464,-0.441961,6599.78,-3875.5,42.0562,780.015,0.0543911,5.84759,0.000165697,0.0132048
13974,0.0102269,-0.445523,6599.8,-3875.5,41.7047,781.134,0.0547784,5.86238,0.000330587,0.0279966
13975,0.0105012,-0.403745,6599.78,-3875.5,41.9926,780.381,0.0543026,5.8876,0.000463106,0.0532173
13976,0.0104045,-0.409174,6599.79,-3875.5,41.4533,781.679,0.0545711,5.88048,0.000543916,0.0460913
13977,0.0105757,-0.452747,6599.78,-3875.5,42.2963,779.208,0.0541307,5.83573,1.3823e-05,0.00134844
13978,0.0104401,-0.471175,6599.79,-3875.5,41.7425,781.123,0.0548127,5.8308,0.000158603,-0.00358555
13979,0.0108063,-0.485714,6599.77,-3875.5,43.1512,777.26,0.0539579,5.80115,7.63375e-05,-0.0332329
13980,0.0107985,-0.403667,6599.77,-3875.5,43.1794,777.185,0.0540566,5.88777,0.000318158,0.0533865
13981,0.0103207,-0.444045,6599.79,-3875.5,41.112,782.991,0.0551401,5.85533,0.000140638,0.0209436
13982,0.0102483,-0.462529,6599.8,-3875.5,40.6951,784.031,0.0552432,5.83496,8.90505e-05,0.000571193
13983,0.0108944,-0.416151,6599.77,-3875.5,43.191,776.72,0.0538071,5.87993,0.000199979,0.0455464
13984,0.010385,-0.449865,6599.79,-3875.5,41.4213,781.75,0.0547498,5.84709,-4.22977e-05,0.0127011
13985,0.0111144,-0.439308,6599.76,-3875.5,44.0167,774.321,0.0532442,5.85965,0.000520498,0.0252646
13986,0.0107535,-0.431971,6599.78,-3875.5,42.9071,777.478,0.0539185,5.86309,0.000440763,0.0287004
13987,0.0105503,-0.430553,6599.78,-3875.5,42.237,778.584,0.0533409,5.8636,0.000666821,0.0292173
13988,0.0110396,-0.453837,6599.76,-3875.5,43.9122,774.747,0.0534138,5.84101,-1.69987e-06,0.00662123
13989,0.0104247,-0.444683,6599.79,-3875.5,41.543,781.57,0.0547433,5.84258,0.000174313,0.00819859
13990,0.0101256,-0.449492,6599.8,-3875.5,40.5766,784.245,0.0552051,5.84306,0.000295696,0.00867719
13991,0.0104764,-0.450843,6599.79,-3875.5,41.5634,781.383,0.0546174,5.84034,-4.63323e-06,0.00595306
13992,0.0107588,-0.411695,6599.78,-3875.5,42.6952,778.447,0.0540257,5.88853,0.000581112,0.0541467
13993,0.0104178,-0.41248,6599.79,-3875.5,41.3283,782.244,0.0549154,5.87925,0.000446818,0.0448663
13994,0.0106005,-0.435312,6599.78,-3875.5,42.2977,779.241,0.0541626,5.85402,0.000216318,0.0196376
13995,0.0104929,-0.492155,6599.79,-3875.5,42.1987,779.827,0.0543749,5.80365,-0.000148825,-0.0307333
13996,0.0105745,-0.468977,6599.78,-3875.5,42.2471,779.438,0.0542426,5.82411,0.000280966,-0.0102727
13997,0.010263,-0.455692,6599.8,-3875.5,40.9343,783.429,0.055111,5.84301,0.000252124,0.00862229
13998,0.010811,-0.40213,6599.77,-3875.5,42.9536,777.713,0.0538874,5.89208,0.000704429,0.0576935
13999,0.0108188,-0.485879,6599.77,-3875.5,43.0262,777.273,0.0538541,5.80736,-2.8624e-05,-0.0270239
14000,0.0110883,-0.470062,6599.76,-3875.5,44.1453,773.889,0.0531552,5.8282,0.000179147,-0.00618338
