tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0178434,0.577182,6599.38,-4499.87,82.1628,702.592,0.0399064,0.71333,0.00322747,0.264531
0.0176995,0.598139,6599.39,-4499.87,81.1246,704.041,0.0401907,0.706923,0.00312915,0.258124
0.017648,0.569425,6599.39,-4499.87,81.5125,703.385,0.0399516,0.713869,0.00343839,0.26507
0.0174413,0.593185,6599.41,-4499.87,80.4676,704.875,0.0401614,0.709751,0.00368827,0.260952
0.0179951,0.583667,6599.37,-4499.87,82.8438,701.99,0.0396532,0.687382,0.00322527,0.238583
0.017905,0.603289,6599.37,-4499.87,82.8516,700.698,0.0395601,0.753253,0.00400842,0.304454
0.017614,0.58609,6599.39,-4499.87,81.0411,704.125,0.0401589,0.69824,0.00303586,0.249441
0.0180217,0.594525,6599.36,-4499.87,83.1549,701.058,0.0394428,0.722782,0.00364557,0.273983
0.0174339,0.582289,6599.41,-4499.87,80.7464,704.327,0.0400058,0.691446,0.00316602,0.242647
0.0176296,0.582539,6599.4,-4499.87,81.4122,703.511,0.0398755,0.680885,0.0030829,0.232086
0.0179678,0.584251,6599.37,-4499.87,83.202,701.352,0.039343,0.69785,0.00317248,0.249051
0.0177471,0.582603,6599.39,-4499.87,81.5901,702.55,0.0397989,0.746565,0.00374775,0.297766
0.0180519,0.578128,6599.36,-4499.87,82.8562,701.946,0.0396553,0.687945,0.00316499,0.239146
0.0179908,0.588392,6599.37,-4499.87,82.9682,701.453,0.0395452,0.716029,0.00343063,0.26723
0.0176467,0.620207,6599.39,-4499.87,82.4472,701.451,0.0397898,0.751668,0.00388643,0.302869
0.0179501,0.594405,6599.37,-4499.87,81.8567,702.44,0.0398763,0.735987,0.00415653,0.287188
0.0180456,0.588564,6599.36,-4499.87,81.2646,703.73,0.0400552,0.701366,0.00303137,0.252567
0.0181958,0.607739,6599.36,-4499.87,82.9937,700.511,0.0395043,0.749914,0.00382119,0.301115
0.0178263,0.592037,6599.38,-4499.87,82.5107,702.133,0.0398499,0.716662,0.00355331,0.267863
0.0177817,0.565344,6599.38,-4499.87,81.4868,703.39,0.0399399,0.669721,0.00270608,0.220922
0.0176857,0.588335,6599.39,-4499.87,81.9409,703.101,0.0399914,0.684728,0.0030022,0.235929
