hole_id,tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime
72,0.0166254,-0.300736,2199.94,-3875.59,65.9299,919.395,0.0535194,6.10955,0.0053442
72,0.0186841,-0.143479,2199.92,-3875.63,66.9061,915.818,0.0534059,6.11737,0.00481316
72,0.0164329,-0.279782,2199.94,-3875.41,65.1707,916.179,0.0538669,6.16652,0.0058657
72,0.0164248,-0.277577,2199.94,-3875.39,65.567,915.991,0.0535821,6.15449,0.00554584
72,0.016697,-0.329136,2199.94,-3875.48,66.2335,921.205,0.0545317,6.08756,0.00533676
72,0.0167425,-0.297772,2199.94,-3875.54,66.6184,911.399,0.0534415,6.15961,0.0060101
72,0.0162978,-0.296954,2199.94,-3875.5,65.4709,920.601,0.0545272,6.12171,0.00448225
72,0.016418,-0.304423,2199.94,-3875.39,64.5756,924.075,0.0544957,6.1173,0.0057382
72,0.0160132,-0.326024,2199.94,-3875.51,64.9297,927.993,0.0548094,6.05422,0.00340383
72,0.0169246,-0.299389,2199.94,-3875.38,67.0551,914.332,0.0527954,6.12059,0.00432886
72,0.0163762,-0.285656,2199.94,-3875.4,65.8758,914.177,0.0540766,6.16427,0.00634747
72,0.016372,-0.300854,2199.94,-3875.48,65.1872,922.178,0.0546879,6.11395,0.00459077
72,0.0160815,-0.287998,2199.94,-3875.53,65.0703,919.906,0.0546685,6.13945,0.00549655
72,0.0166803,-0.309231,2199.94,-3875.6,66.3024,918.681,0.0542795,6.10932,0.00485497
72,0.0168554,-0.285677,2199.94,-3875.59,66.9032,912.31,0.0534864,6.14629,0.00417163
72,0.0166974,-0.293294,2199.94,-3875.48,66.2164,915.352,0.0541891,6.14462,0.00587864
72,0.0163277,-0.331401,2199.94,-3875.53,64.6321,927.046,0.0553599,6.08285,0.00367143
72,0.0163973,-0.282703,2199.94,-3875.55,64.2698,923.389,0.0546532,6.13431,0.00503577
72,0.0162455,-0.300922,2199.94,-3875.52,64.8681,916.572,0.0545805,6.177,0.00647498
72,0.0162576,-0.279694,2199.94,-3875.54,64.8908,917.91,0.0537481,6.15693,0.00571429
72,0.0163968,-0.300099,2199.94,-3875.54,65.7823,915.887,0.0534982,6.14825,0.00640402
72,0.0166447,-0.275557,2199.94,-3875.4,65.5091,912.986,0.0528452,6.17845,0.00607709
72,0.0163244,-0.298297,2199.94,-3875.59,64.3469,922.968,0.055124,6.14152,0.00536238
72,0.016497,-0.279261,2199.94,-3875.59,65.6883,912.073,0.0533531,6.18197,0.00697846
72,0.0165956,-0.29016,2199.94,-3875.51,65.4679,920.218,0.0543929,6.12405,0.00533793
72,0.0170809,-0.27203,2199.94,-3875.56,66.2686,911.864,0.0531006,6.16733,0.00589087
72,0.016635,-0.338616,2199.94,-3875.48,66.239,922.52,0.0539532,6.06451,0.00339014
72,0.0162494,-0.329136,2199.94,-3875.59,64.6565,925.528,0.0546767,6.09552,0.00490154
72,0.0168094,-0.308644,2199.94,-3875.46,66.6106,918.233,0.0543895,6.10598,0.00434179
72,0.0161828,-0.310226,2199.94,-3875.47,65.5869,920.188,0.0541765,6.12013,0.0058096
72,0.0163188,-0.304439,2199.94,-3875.58,64.6755,924.296,0.0544209,6.10804,0.00496906
72,0.0167147,-0.323935,2199.94,-3875.4,66.3546,921.701,0.0547644,6.07898,0.00467129
72,0.01606,-0.276985,2199.94,-3875.45,64.776,919.127,0.0548915,6.15636,0.00590214
72,0.0166572,-0.330493,2199.94,-3875.44,66.2272,921.599,0.0541444,6.07789,0.00459148
72,0.0163336,-0.319412,2199.94,-3875.5,65.0284,923.694,0.054908,6.10615,0.00505886
72,0.016128,-0.291535,2199.94,-3875.45,64.3309,925.046,0.0545713,6.11593,0.0044837
72,0.0164276,-0.304136,2199.94,-3875.62,65.3005,914.433,0.0531485,6.17157,0.0057933
72,0.0166176,-0.287509,2199.94,-3875.61,66.9475,914.995,0.0538516,6.1267,0.00555332
72,0.0166842,-0.323479,2199.94,-3875.58,66.2486,920.332,0.0545684,6.0946,0.0044087
72,0.0169569,-0.328127,2199.94,-3875.47,66.1738,922.428,0.0540121,6.07131,0.0041743
72,0.0165177,-0.320349,2199.94,-3875.51,65.9289,923.18,0.0548007,6.07654,0.00388359
72,0.0165291,-0.291466,2199.94,-3875.51,66.4856,915.031,0.0544408,6.1413,0.0051657
72,0.0166421,-0.328229,2199.94,-3875.58,65.9687,922.154,0.054818,6.08455,0.00405811
72,0.0161863,-0.302123,2199.94,-3875.6,65.3101,921.557,0.0546463,6.11765,0.00518327
72,0.0164512,-0.310714,2199.94,-3875.61,64.8503,920.245,0.0544611,6.14504,0.00575903
72,0.0161845,-0.333625,2199.94,-3875.52,64.6503,928.025,0.0551899,6.06926,0.00291191
72,0.0167693,-0.337721,2199.94,-3875.55,66.3723,921.236,0.0541141,6.07689,0.00405639
72,0.0164354,-0.314479,2199.94,-3875.41,65.4266,922.835,0.0540852,6.0922,0.00425176
72,0.016799,-0.289985,2199.94,-3875.49,66.798,914.892,0.054019,6.1295,0.00510522
72,0.016497,-0.308892,2199.94,-3875.51,65.6137,920.316,0.0544156,6.11738,0.00495898
72,0.0163151,-0.291632,2199.94,-3875.59,64.6987,924.392,0.0540657,6.10432,0.00599256
72,0.0168463,-0.33146,2199.94,-3875.5,66.3887,921.046,0.0542664,6.08133,0.00485671
72,0.0166266,-0.313322,2199.94,-3875.58,65.9996,920.507,0.054485,6.10377,0.00477984
72,0.01665,-0.340483,2199.94,-3875.46,66.0452,923.463,0.0541831,6.06386,0.00356922
72,0.01654,-0.302765,2199.94,-3875.44,65.1351,923.712,0.0550047,6.09881,0.00436096
72,0.0163394,-0.32755,2199.94,-3875.45,64.8197,928.517,0.0547872,6.05389,0.00393735
72,0.0164887,-0.305447,2199.94,-3875.6,66.7858,917.487,0.0535584,6.09925,0.00482255
