,Unnamed: 0,tg_th,tg_ph,tg_vz,tg_p,gem1_r,gem1_rp,gem1_ph,gem1_php,gem1_ph_local,sieve_r,sieve_ph,rate,hole_id
0,2,0.0117518429269111,2.407406901349333,-5100.2250136079965,4399.882892904081,859.1840810529719,0.056267547451693,2.533412585985019,0.0038649267196521,0.289417833420881,60.43790343862414,2.407524843700204,14513.720501831976,32
1,5,0.0114044782268707,2.330263442348861,-5099.545369456544,4399.873351709393,850.3682610567731,0.0554656156830779,2.460438862605698,0.0026102960007798,0.2164441100415599,60.53715823540509,2.3608133046674937,15034.358590911846,32
2,86,0.0118561047620625,2.3852575580274427,-5099.829125154404,4399.875095510917,854.7902806760704,0.056286173216789,2.52182415401644,0.0038747317549348,0.2778294014523021,60.20290721328489,2.398975985085141,12624.374873781013,32
3,156,0.0114660750116163,2.396274424624651,-5100.3358769815095,4399.885002521726,852.5357857494917,0.0561266012690728,2.526597655795776,0.0037110648399895,0.2826029032316381,60.61157721561291,2.402068683244082,15094.380698170724,32
4,188,0.012000322022529,2.413495868854969,-5100.305204973034,4399.87810009456,843.3877549906243,0.0549349180597994,2.53622206848834,0.0036146300993568,0.2922273159242019,62.82319499324653,2.4016730484165367,13308.176864920812,32
5,200,0.0122016465138595,2.3816395418466847,-5100.20921803396,4399.871770787348,846.9059320723203,0.0548387655413295,2.5498532700342103,0.0039153250738887,0.3058585174700723,62.66155052143236,2.401758247598241,11924.834701873657,32
6,315,0.0118811893121858,2.403907584064583,-5100.141293157307,4399.878270868259,849.7080734648074,0.0556656337909606,2.540397833288676,0.0039911605619798,0.2964030807245379,61.40628807203834,2.406590409434172,13348.622121702409,32
7,331,0.0120212658511576,2.400745941923097,-5100.059352235853,4399.87697489488,842.3420411772073,0.0547899329698631,2.547476163561267,0.0038061190320358,0.3034814109971289,63.20006130357196,2.4006847456559397,13046.025349247368,32
8,561,0.0115692634017593,2.395108683131648,-5100.481693456865,4399.8836823409465,844.956968628335,0.0549595465724077,2.5156173764582865,0.0037524330252466,0.2716226238941486,62.07262785745014,2.3910435012074798,14727.19399791106,32
9,585,0.0118620326623314,2.368920748826037,-5100.407025304931,4399.877919828573,845.9509583676481,0.0551201309682125,2.4646541260169137,0.0031459628305108,0.2206593734527757,61.88913500743872,2.3626383928271792,13265.673621848038,32
