,tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0,0.00889592,0.485631,4399.93,-3875.5,33.9383,950.333,0.069803,0.456825,3.942e-05,0.00802611
1,0.00835831,0.532081,4399.94,-3875.5,33.5777,952.632,0.0701498,0.469707,0.000226183,0.0209077
2,0.00884402,0.46552,4399.93,-3875.5,35.36,940.946,0.0683819,0.450978,-0.000309977,0.0021791
3,0.00884632,0.441946,4399.93,-3875.5,34.6689,945.219,0.068701,0.444479,-7.28003e-05,-0.00431974
4,0.00860677,0.441321,4399.94,-3875.5,35.2023,941.495,0.0680906,0.44173,-0.000291384,-0.00706909
5,0.00846672,0.379717,4399.94,-3875.5,34.4562,946.467,0.0689175,0.420808,-0.00040758,-0.0279913
6,0.00803098,0.493148,4399.94,-3875.5,32.2561,960.602,0.0715348,0.45552,-0.000116879,0.00672079
7,0.00831241,0.383549,4399.94,-3875.5,33.4391,953.136,0.070345,0.424341,-0.000414061,-0.0244575
8,0.00834393,0.514521,4399.94,-3875.5,33.5116,952.299,0.0695223,0.468301,0.00037534,0.0195019
9,0.00819712,0.466895,4399.94,-3875.5,33.3737,953.096,0.0699661,0.448403,0.000279817,-0.000396374
10,0.00849472,0.522188,4399.94,-3875.5,33.8103,951.2,0.0701083,0.47091,0.000325476,0.0221114
11,0.0081809,0.417097,4399.94,-3875.5,33.0924,954.991,0.0702719,0.433619,-6.35959e-07,-0.0151797
12,0.00842662,0.387765,4399.94,-3875.5,33.7859,951.042,0.0699772,0.421592,0.000106204,-0.0272073
13,0.00820362,0.452627,4399.94,-3875.5,32.2373,960.113,0.0707668,0.442693,-0.000548413,-0.00610585
14,0.00821168,0.483098,4399.94,-3875.5,32.8321,956.806,0.0705884,0.452585,-9.33227e-05,0.00378612
15,0.00829282,0.468443,4399.94,-3875.5,32.5144,958.939,0.0707632,0.45582,0.000118006,0.0070214
16,0.00867019,0.481247,4399.93,-3875.5,34.4174,946.733,0.0688387,0.458514,-3.94664e-05,0.00971499
17,0.0084516,0.424146,4399.94,-3875.5,33.7956,951.031,0.0699165,0.43004,-7.18905e-05,-0.0187589
18,0.00874217,0.42025,4399.93,-3875.5,34.6103,945.679,0.0689728,0.431567,-0.000399418,-0.017232
19,0.00821193,0.453155,4399.94,-3875.5,33.3642,952.932,0.0694875,0.445229,-0.00019004,-0.00357043
20,0.00795956,0.423329,4399.95,-3875.5,31.9002,962.264,0.0711052,0.43851,4.37485e-05,-0.0102893
21,0.00893502,0.420452,4399.93,-3875.5,35.1602,942.1,0.0686091,0.447869,5.77539e-05,-0.000929594
22,0.00867593,0.449006,4399.93,-3875.5,34.5015,946.401,0.0691963,0.449373,0.000376653,0.000574399
23,0.00842613,0.391333,4399.94,-3875.5,34.267,947.689,0.0690899,0.419698,-0.000204705,-0.0291009
24,0.00886827,0.381321,4399.93,-3875.5,34.936,943.251,0.0686607,0.42213,-9.43137e-05,-0.0266688
25,0.00835499,0.475579,4226.87,-3875.5,33.1267,969.687,0.0710466,0.454901,-7.09572e-05,0.00610187
26,0.00889883,0.435985,4399.93,-3875.5,35.1265,942.451,0.0687308,0.43784,-0.000357559,-0.0109592
27,0.00897887,0.448631,4399.93,-3875.5,35.4689,940.057,0.0679638,0.445331,0.000229345,-0.00346808
28,0.00878306,0.434004,4399.93,-3875.5,35.1676,942.092,0.0687283,0.434302,-0.000130838,-0.0144965
29,0.00847037,0.401258,4399.94,-3875.5,34.2361,947.828,0.069091,0.429288,-0.000478144,-0.0195108
