tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0166348,-3.00419,4399.76,-3875.5,66.2723,802.692,0.0480375,3.44013,0.00468563,0.298539
0.0166031,-3.00268,4399.76,-3875.5,66.1993,803.384,0.0485226,3.42045,0.00376739,0.278853
0.0165799,-2.99608,4399.76,-3875.5,66.3194,803.046,0.0487614,3.45045,0.0041037,0.308858
0.0171277,-2.97738,4399.75,-3875.5,68.1131,796.422,0.0477638,3.47648,0.00481669,0.33489
0.0170397,-2.97548,4399.75,-3875.5,68.0767,795.653,0.0473848,3.4938,0.00456145,0.352203
0.0166542,-3.02523,4399.76,-3875.5,66.972,801.657,0.0481574,3.38546,0.00387586,0.243863
0.0165816,-3.00379,4399.76,-3875.5,66.2024,803.763,0.0489982,3.42706,0.0038882,0.285469
0.0171031,-2.99904,4399.75,-3875.5,66.8103,801.901,0.0487444,3.41539,0.00369206,0.273799
0.0169399,-2.98318,4399.75,-3875.5,67.9887,796.951,0.0479061,3.47721,0.00441487,0.335619
0.0170691,-3.01126,4399.75,-3875.5,68.279,797.307,0.0478818,3.40814,0.00364262,0.266543
0.0168184,-2.9835,4399.76,-3875.5,66.93,800.483,0.0484502,3.47981,0.00521935,0.338221
0.0167094,-3.01771,4399.76,-3875.5,66.8349,801.973,0.048384,3.39644,0.0039128,0.254848
0.0172087,-3.01874,4399.74,-3875.5,68.5639,796.727,0.0478819,3.40691,0.00375847,0.265322
0.0169838,-2.97518,4399.75,-3875.5,67.0153,800.067,0.0481151,3.47723,0.00490017,0.335636
0.0169745,-3.00935,4399.75,-3875.5,67.5633,799.267,0.0481141,3.41704,0.00401276,0.27545
0.0168466,-3.01041,4399.75,-3875.5,67.1631,800.438,0.0483119,3.42243,0.00420338,0.280842
0.0168107,-3.02358,4399.76,-3875.5,66.9613,801.803,0.0485062,3.39343,0.00338213,0.251842
0.0172011,-3.00384,4399.75,-3875.5,68.649,795.688,0.047572,3.43433,0.00469678,0.292742
0.0169429,-3.01587,4399.75,-3875.5,67.4797,802.658,0.0484082,3.41347,0.00372334,0.271881
0.0172585,-3.01596,4399.74,-3875.5,68.5789,796.523,0.04786,3.41473,0.00391303,0.27314
0.0172082,-3.01151,4399.74,-3875.5,68.706,795.954,0.0477221,3.41272,0.00406314,0.271124
0.0171537,-2.97603,4399.74,-3875.5,68.4685,795.488,0.0473831,3.47063,0.00473234,0.329039
0.017339,-2.9959,4399.74,-3875.5,68.7787,795.154,0.0471793,3.4342,0.00452138,0.292603
0.0172338,-3.01567,4399.74,-3875.5,68.5521,797.268,0.0473671,3.40173,0.00418134,0.260133
0.0167597,-2.99373,4399.76,-3875.5,66.3601,803.089,0.0489675,3.44786,0.00486091,0.306272
0.0169049,-3.02896,4399.75,-3875.5,67.3045,800.71,0.0477504,3.37067,0.002866,0.229075
0.0169584,-2.98591,4399.75,-3875.5,67.6319,798.242,0.048094,3.47132,0.00477859,0.32973
0.017028,-3.01209,4399.75,-3875.5,67.9007,798.627,0.0482151,3.40991,0.00386917,0.268316
0.0169265,-3.0236,4399.75,-3875.5,67.1401,801.522,0.0484158,3.37886,0.00318604,0.237265
0.0166673,-2.97693,4399.76,-3875.5,66.4579,802.007,0.0482847,3.47076,0.0041843,0.329168
0.0169241,-2.97875,4399.75,-3875.5,67.3503,798.046,0.0479267,3.50175,0.00498206,0.360159
0.0169474,-3.00731,4399.75,-3875.5,67.5544,799.549,0.0486154,3.43265,0.00422192,0.291058
0.016668,-3.00724,4399.76,-3875.5,66.3808,802.948,0.0483771,3.41628,0.00372659,0.274691
0.0166369,-3.00043,4399.76,-3875.5,66.3018,803.444,0.0487876,3.42882,0.00435196,0.287227
0.0167024,-3.03077,4399.76,-3875.5,67.0997,801.815,0.0487102,3.37919,0.00363784,0.237597
0.0169654,-3.00511,4399.75,-3875.5,67.7276,798.549,0.0478663,3.42764,0.00417914,0.286051
0.0170066,-2.98828,4399.75,-3875.5,67.7512,798.046,0.04796,3.4565,0.00505082,0.314908
0.0166254,-3.00614,4399.76,-3875.5,66.454,802.858,0.0487926,3.42573,0.00437907,0.284141
0.0166658,-2.99074,4399.76,-3875.5,66.7526,801.536,0.0485102,3.45984,0.00426882,0.318247
0.0172424,-3.05093,4399.74,-3875.5,67.3259,800.703,0.0477987,3.37994,0.0035434,0.238347
0.0165951,-3.01338,4399.76,-3875.5,66.2261,803.357,0.0485986,3.4201,0.00398199,0.278507
0.016498,-3.00233,4399.76,-3875.5,66.1808,803.472,0.0484832,3.42527,0.0040604,0.283678
0.0169274,-3.02803,4399.75,-3875.5,67.753,799.803,0.0482812,3.37746,0.00400945,0.235865
0.0172984,-3.01988,4399.74,-3875.5,68.6119,795.83,0.0472414,3.41635,0.00384521,0.274759
0.0170975,-3.0007,4378.77,-3875.5,67.9071,798.829,0.0480554,3.4403,0.00397928,0.298712
0.0171375,-2.99738,4399.75,-3875.5,67.8455,798.069,0.0477535,3.44158,0.00445016,0.299985
0.0170889,-2.99267,4399.75,-3875.5,68.465,795.804,0.047315,3.45078,0.00429413,0.30919
0.016777,-2.99385,4399.75,-3875.5,66.583,802.276,0.0485184,3.43986,0.00473172,0.298269
0.0168854,-3.02207,4399.75,-3875.5,66.7681,802.654,0.0486488,3.38604,0.00332091,0.244446
0.01666,-3.00112,4399.76,-3875.5,65.9293,802.942,0.0475486,3.41242,0.00345196,0.270832
0.0170152,-2.99125,4399.75,-3875.5,67.69,798.273,0.0477178,3.45833,0.00486128,0.316736
0.0167153,-3.02292,4399.76,-3875.5,66.6549,802.816,0.0484838,3.38143,0.00325254,0.239841
