,tg_th,tg_ph,tg_vz,tg_p,gem1_r,gem1_rp,gem1_ph,gem1_php,gem1_ph_local,sieve_r,sieve_ph,rate
53,0.011779780259177598,2.375505567135616,-5124.506813673865,4399.878787566725,842.4336224341399,0.054254741955970194,2.490870130850279,0.00373397234309229,0.24687537828614126,64.22200967499447,2.376479832979066,3421.9063468124264
72,0.011629050200248358,2.4060298626648633,-5124.563006232526,4399.8823154827915,852.5368039425379,0.055991854160005544,2.520238799817321,0.0034911914506665634,0.27624404725318286,62.02535208323203,2.399967339008371,3647.5360438278426
141,0.011897054910708213,2.383179655304295,-5124.533945699355,4399.878210351652,843.4011329020839,0.05462892792879376,2.5407150413818105,0.003945137386810414,0.29672028881767254,64.62902775639273,2.398400960714129,3386.904461894043
156,0.011810254983738373,2.4190138027879757,-5124.407974827504,4399.878983031631,847.2151939197286,0.05321039522395171,2.5541175331146997,0.0029476458216022385,0.31012278055056175,63.108517987815965,2.4159157635831936,3433.8766457616466
157,0.011909065527673034,2.421903385087444,-5124.614419961272,4399.877092233584,849.4942868893792,0.05566900071096312,2.5546349674005593,0.004122988125696173,0.31064021483642135,62.91015364402774,2.4164798057250487,3320.546099574985
343,0.012050808084951969,2.4131512457333906,-5124.441586292216,4399.874898530265,849.8266712380645,0.05547592197302535,2.5198063883975736,0.0036764669877932523,0.2758116358334357,62.80824836958109,2.4008390031845455,3195.653955126547
351,0.011435114925187428,2.413730365407731,-5124.589982096141,4399.885458323252,853.9830142003885,0.05636707328140187,2.485944339356631,0.0032677389252788475,0.24194958679249323,61.433963875303206,2.388331869216402,3866.9487363370363
441,0.011879293811891574,2.3589934684964007,-5124.425570605359,4399.878569473069,841.4394967587776,0.054694734206194195,2.489461947208785,0.0031246940355085136,0.24546719464464717,64.55524574451572,2.3721517932623586,3408.6206845085153
500,0.011715468905412528,2.368023952823133,-5124.411284757296,4399.882810479268,845.9004962876544,0.05543108572421334,2.4638331535346607,0.0030471254574724136,0.21983840097052276,63.31246265807071,2.3651636527508533,3680.888795668612
501,0.0118301217745344,2.372259022432788,-5124.586679343973,4399.877896495885,849.1773578810016,0.05539171225279655,2.5068179499265875,0.003669898339649934,0.2628231973624495,62.74449991174352,2.3861784209185246,3368.0873550887836
