,tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0,0.00847773,0.4553,6599.86,-3875.5,33.8624,805.946,0.0598841,0.465341,-0.000114331,0.0165423
1,0.00876179,0.464905,6599.85,-3875.5,34.744,803.443,0.0591109,0.471792,0.000321126,0.0229932
2,0.00821299,0.469411,6599.87,-3875.5,33.0292,807.948,0.0603737,0.471658,0.000161092,0.0228594
3,0.00857327,0.492113,6599.86,-3875.5,34.2232,805.27,0.0599658,0.479842,8.8233e-05,0.031043
4,0.00833254,0.401301,6599.86,-3875.5,33.2617,808.08,0.0605495,0.441532,0.000224253,-0.00726697
5,0.00797324,0.442041,6599.88,-3875.5,31.8644,810.746,0.0613201,0.453461,-4.71747e-05,0.00466243
6,0.00812593,0.423642,6599.87,-3875.5,32.5147,809.278,0.0605403,0.446871,0.000480267,-0.00192769
7,0.00846223,0.51005,6599.86,-3875.5,33.7498,806.815,0.0600421,0.4895,3.98415e-05,0.0407011
8,0.00850903,0.477465,6599.86,-3875.5,34.1927,805.142,0.0597159,0.473593,0.000423436,0.0247942
9,0.00846113,0.393903,6599.86,-3875.5,33.4018,807.446,0.0600258,0.438833,-0.00018954,-0.00996557
10,0.00810996,0.48356,6599.87,-3875.5,32.0659,810.043,0.0609743,0.471859,6.95291e-05,0.0230603
11,0.00826498,0.390894,6599.87,-3875.5,32.8467,808.898,0.0606615,0.438423,6.30497e-06,-0.0103758
12,0.00840823,0.501568,6599.86,-3875.5,33.6823,806.652,0.0602245,0.482939,0.000357815,0.0341396
13,0.00834737,0.419345,6599.86,-3875.5,33.3808,807.487,0.0602416,0.449781,0.000211366,0.000982226
14,0.00840867,0.492237,6599.86,-3875.5,33.189,807.831,0.0604149,0.481407,3.31828e-05,0.0326076
15,0.00893975,0.457002,6599.85,-3875.5,35.5267,801.422,0.0585864,0.469932,0.00026156,0.0211329
16,0.00823946,0.489452,6599.87,-3875.5,32.6255,808.666,0.0604016,0.476572,0.000354983,0.0277729
17,0.00839173,0.42723,6599.86,-3875.5,33.3849,807.46,0.0603288,0.448199,9.01555e-05,-0.000599557
18,0.00827501,0.477565,6599.86,-3875.5,33.0946,807.865,0.0603498,0.469385,0.000253738,0.0205857
19,0.00834313,0.490052,6599.86,-3875.5,33.3089,807.093,0.0599644,0.474755,0.000269844,0.0259557
20,0.00870282,0.433646,6599.85,-3875.5,34.6764,804.279,0.0597183,0.449058,-0.000104973,0.000258626
21,0.0082556,0.513021,6599.87,-3875.5,33.345,807.614,0.0601662,0.48741,0.000290468,0.0386108
22,0.00885039,0.483567,6599.85,-3875.5,35.3938,801.889,0.0589827,0.476676,0.000263868,0.027877
23,0.00818621,0.439636,6599.87,-3875.5,32.3431,809.757,0.0607719,0.452878,2.4118e-05,0.00407873
24,0.00868776,0.419161,6599.85,-3875.5,34.3829,805.024,0.059959,0.452292,-0.000220925,0.00349299
25,0.00854641,0.4501,6599.86,-3875.5,34.4873,804.75,0.0598673,0.460845,0.000417212,0.012046
26,0.00863396,0.443595,6599.86,-3875.5,34.7014,804.029,0.0594626,0.458767,6.03969e-05,0.0099681
27,0.00854873,0.466894,6599.86,-3875.5,33.9472,805.893,0.0599417,0.468706,0.000440603,0.0199075
28,0.0084343,0.385165,6599.86,-3875.5,33.3383,807.567,0.0600197,0.437298,0.000164797,-0.011501
29,0.00842483,0.383265,6599.86,-3875.5,33.6383,807.253,0.0601593,0.431201,7.73565e-05,-0.0175982
30,0.00825863,0.500327,6599.87,-3875.5,32.9157,807.992,0.0601701,0.477603,0.000138595,0.0288041
31,0.00822528,0.459482,6599.87,-3875.5,32.4314,809.426,0.06095,0.463181,9.29583e-05,0.0143823
32,0.00839565,0.398809,6599.87,-3875.5,33.6894,806.922,0.0600926,0.436555,6.05756e-05,-0.012244
33,0.00822325,0.494145,6599.87,-3875.5,33.0892,807.851,0.060372,0.480476,0.000482122,0.0316775
34,0.00864169,0.455581,6599.86,-3875.5,34.4419,804.701,0.0596149,0.462024,0.000440976,0.0132251
35,0.00840239,0.485913,6599.86,-3875.5,33.7101,806.366,0.0601371,0.475102,0.000208565,0.0263026
36,0.00841803,0.50453,6599.86,-3875.5,33.7932,806.583,0.0600204,0.488406,0.000492103,0.0396068
37,0.00816131,0.49338,6599.87,-3875.5,32.4367,809.294,0.0608132,0.474534,0.000230638,0.0257354
38,0.00855816,0.465864,6599.86,-3875.5,33.9237,805.821,0.0598106,0.467293,0.000385624,0.0184939
39,0.00851821,0.452084,6599.86,-3875.5,33.9344,805.837,0.0598042,0.463357,0.000323456,0.0145584
40,0.00847492,0.429819,6599.86,-3875.5,33.9853,805.855,0.0598708,0.450234,0.000199251,0.00143538
41,0.00815419,0.477361,6599.87,-3875.5,32.4714,809.209,0.0607976,0.472752,3.78643e-05,0.023953
42,0.00893239,0.436879,6599.84,-3875.5,35.4922,801.908,0.0589224,0.45535,0.000168721,0.00655071
43,0.00833946,0.51397,6599.86,-3875.5,33.1428,807.885,0.0601803,0.484084,0.000204591,0.0352846
44,0.0082299,0.441109,6599.87,-3875.5,32.8514,808.682,0.0607386,0.458188,0.000204421,0.00938901
45,0.00839304,0.464933,6599.86,-3875.5,33.4874,806.843,0.0600327,0.468321,0.000396924,0.0195225
46,0.00856649,0.453736,6599.86,-3875.5,34.1604,805.374,0.059877,0.465308,0.000298602,0.0165089
47,0.00882443,0.502765,6599.85,-3875.5,34.7454,804.091,0.0595687,0.487087,0.000384367,0.038288
48,0.00808714,0.453368,6599.87,-3875.5,32.2539,809.855,0.0609952,0.460607,0.000265504,0.0118084
49,0.00813863,0.430503,6599.87,-3875.5,32.3147,809.661,0.0608114,0.455935,0.000384768,0.00713564
50,0.00824926,0.453031,6599.86,-3875.5,32.7945,808.468,0.0603758,0.459556,0.000107186,0.0107573
51,0.00860547,0.48624,6599.86,-3875.5,34.4466,804.418,0.0595652,0.480519,0.000371204,0.0317196
52,0.00799542,0.424267,6599.87,-3875.5,32.0906,810.544,0.0612894,0.449124,0.000253653,0.000325479
53,0.00851862,0.425613,6599.86,-3875.5,33.9281,806.15,0.0599945,0.449409,0.000199533,0.000610013
54,0.00834225,0.493701,6599.86,-3875.5,33.6717,806.353,0.059973,0.479528,0.000321671,0.0307292
55,0.00810765,0.465305,6599.87,-3875.5,33.303,807.618,0.0605771,0.473841,-6.53186e-05,0.0250419
56,0.00861806,0.432998,6599.86,-3875.5,34.4416,804.692,0.0594982,0.45079,-0.000141593,0.00199059
57,0.00881747,0.460115,6599.85,-3875.5,35.1643,802.735,0.0592065,0.462175,3.71099e-05,0.0133763
58,0.00809786,0.416645,6599.87,-3875.5,32.2224,810.064,0.0610137,0.448143,0.000298554,-0.000656317
59,0.0085002,0.424751,6595.21,-3875.5,33.8325,806.799,0.0603023,0.449208,-8.62974e-05,0.000409179
60,0.00841644,0.404943,6599.87,-3875.5,33.5142,806.985,0.059813,0.441619,-0.000156974,-0.00718031
61,0.00868207,0.489312,6599.85,-3875.5,34.6568,803.859,0.0594322,0.481985,0.000350944,0.0331861
62,0.00822597,0.411107,6599.87,-3875.5,32.4063,809.904,0.0611198,0.445476,0.000258527,-0.00332344
63,0.0087439,0.435901,6599.85,-3875.5,34.9243,803.238,0.0591482,0.454667,0.000318315,0.00586829
64,0.00853362,0.498762,6599.86,-3875.5,33.8173,806.325,0.059985,0.484865,0.000395439,0.0360662
65,0.00887968,0.473752,6599.85,-3875.5,35.4412,801.732,0.0588736,0.477062,0.000379885,0.0282629
66,0.00849355,0.423884,6599.86,-3875.5,33.9102,806.392,0.0602352,0.448294,-0.000112749,-0.000505359
67,0.00893915,0.425548,6599.84,-3875.5,34.6981,803.944,0.0594303,0.460255,0.000240664,0.0114559
68,0.00857587,0.389182,6599.86,-3875.5,34.0875,806.077,0.0599453,0.433516,0.00022112,-0.0152825
69,0.00855468,0.509435,6599.86,-3875.5,33.8926,806.025,0.059604,0.488303,0.000222956,0.0395043
70,0.00861076,0.399546,6599.86,-3875.5,34.5158,804.703,0.0595081,0.43981,0.000358086,-0.00898923
71,0.00867507,0.469276,6599.85,-3875.5,34.5299,804.136,0.0592919,0.470193,0.00047974,0.0213937
72,0.00857012,0.4815,6599.86,-3875.5,34.3504,804.695,0.0594927,0.469688,0.000399625,0.0208894
73,0.0086671,0.402902,6599.85,-3875.5,34.81,803.932,0.0593442,0.440582,0.000152329,-0.00821696
74,0.00850492,0.466039,6599.86,-3875.5,34.0647,805.394,0.0595738,0.469818,0.000201828,0.0210191
75,0.00833086,0.469127,6599.86,-3875.5,33.1271,807.714,0.0601852,0.466768,0.000341074,0.0179692
76,0.00866302,0.440428,6599.85,-3875.5,34.7754,803.665,0.0591381,0.454554,-8.96991e-05,0.00575497
77,0.00832702,0.442375,6599.86,-3875.5,33.3157,807.371,0.0600874,0.453914,0.000226033,0.00511528
78,0.00798009,0.448681,6599.87,-3875.5,31.9571,810.355,0.0610636,0.456567,0.000346076,0.00776802
79,0.00832795,0.449732,6599.87,-3875.5,33.2466,807.571,0.060441,0.46529,0.000439455,0.0164914
80,0.0083898,0.439,6599.86,-3875.5,33.4486,807.138,0.0600611,0.455934,5.87807e-05,0.00713508
81,0.00856436,0.418849,6599.86,-3875.5,34.3303,805.421,0.0601376,0.447697,-1.82849e-05,-0.00110147
82,0.00852132,0.387802,6599.86,-3875.5,34.1261,805.853,0.0597052,0.432189,7.74966e-05,-0.0166096
83,0.00869426,0.510049,6599.85,-3875.5,34.5426,804.419,0.0593955,0.488939,0.000315307,0.0401404
84,0.00850421,0.389899,6599.86,-3875.5,33.7875,806.895,0.0603358,0.431555,4.0992e-05,-0.017244
85,0.00843783,0.502861,6599.86,-3875.5,33.6045,806.658,0.0599775,0.48253,0.000342992,0.0337312
86,0.0088073,0.442686,6599.85,-3875.5,35.1231,802.93,0.0591658,0.454515,0.00031445,0.00571648
87,0.00828519,0.532604,6599.87,-3875.5,33.389,807.481,0.0600757,0.48761,0.000325058,0.0388114
88,0.0085363,0.492453,6599.86,-3875.5,33.6205,806.435,0.0600193,0.477932,3.87613e-05,0.0291326
89,0.0082762,0.481121,6599.87,-3875.5,32.8286,808.597,0.060662,0.469992,0.000405858,0.021193
90,0.00816682,0.410345,6599.87,-3875.5,32.3816,809.957,0.0610024,0.442594,0.000371404,-0.00620533
91,0.0082665,0.470914,6599.87,-3875.5,32.9985,808.388,0.0607545,0.466016,0.000289117,0.0172172
92,0.00888198,0.461862,6599.84,-3875.5,34.848,803.534,0.0592108,0.46474,0.000280361,0.0159414
93,0.00804699,0.460646,6599.87,-3875.5,32.3546,809.546,0.0607778,0.464937,0.000297824,0.0161382
94,0.00850811,0.462702,6599.86,-3875.5,33.9105,805.873,0.0599733,0.46682,-8.99333e-05,0.0180212
95,0.00852316,0.466048,6599.86,-3875.5,33.7411,806.474,0.0602172,0.468801,-1.39191e-05,0.0200022
96,0.00879328,0.428608,6599.85,-3875.5,35.0698,803.019,0.0590618,0.451009,-8.47615e-05,0.00220963
97,0.00833736,0.403222,6599.87,-3875.5,32.8369,808.955,0.060794,0.451316,0.000183828,0.00251727
98,0.00862942,0.468955,6599.86,-3875.5,34.5005,804.297,0.0593967,0.466457,0.000301489,0.0176578
99,0.0087829,0.482839,6599.85,-3875.5,35.3638,801.88,0.0587562,0.473912,0.000208861,0.0251132
100,0.00823991,0.458677,6599.87,-3875.5,32.8964,808.327,0.0605036,0.464651,-8.72209e-05,0.0158524
101,0.00867359,0.479195,6599.85,-3875.5,34.7927,803.609,0.0594632,0.47341,0.000232214,0.0246111
102,0.00870508,0.45585,6599.85,-3875.5,34.9936,803.081,0.0591884,0.46409,0.000275234,0.0152908
103,0.00856634,0.502016,6599.86,-3875.5,34.0525,805.374,0.0597063,0.481745,0.000489461,0.0329463
104,0.00826663,0.510303,6599.87,-3875.5,32.9519,808.78,0.0608635,0.484569,0.000268342,0.0357696
105,0.00869544,0.443245,6599.85,-3875.5,34.5901,804.393,0.0595945,0.453867,0.000228942,0.0050681
106,0.00821857,0.431166,6599.87,-3875.5,32.6699,808.96,0.0607212,0.454194,0.00024583,0.00539483
107,0.00842291,0.452497,6599.86,-3875.5,33.8399,806.009,0.059808,0.461123,0.000331173,0.0123241
108,0.00795012,0.43566,6599.88,-3875.5,31.8639,810.626,0.0611459,0.458316,0.000159038,0.00951738
109,0.0085002,0.381242,6599.86,-3875.5,33.9707,806.25,0.059974,0.434304,0.000293804,-0.0144953
110,0.00852029,0.466773,6599.86,-3875.5,34.022,805.584,0.0596774,0.470887,0.000215156,0.0220881
111,0.00844545,0.462822,6599.86,-3875.5,33.6234,806.482,0.0598828,0.464805,0.000292979,0.0160058
112,0.00889012,0.462423,6599.85,-3875.5,35.5246,801.617,0.0588397,0.466489,0.000123806,0.0176905
113,0.00895162,0.452223,6599.84,-3875.5,35.6711,801.179,0.0586632,0.459453,-5.94868e-05,0.0106545
114,0.00892944,0.469605,6599.84,-3875.5,35.2199,802.533,0.05903,0.464831,0.000242776,0.0160322
115,0.00846614,0.452067,6599.86,-3875.5,33.6965,806.622,0.0602334,0.464732,0.000234018,0.0159329
116,0.00854469,0.470646,6599.86,-3875.5,33.9956,805.399,0.059484,0.467804,0.000240525,0.019005
117,0.00871732,0.476742,6599.85,-3875.5,35.1767,802.478,0.0590516,0.474551,0.000173599,0.0257516
118,0.00853032,0.402173,6599.86,-3875.5,33.8043,806.635,0.0601192,0.441559,3.94843e-05,-0.00723948
119,0.00859751,0.421092,6599.86,-3875.5,34.213,805.196,0.0594278,0.448846,0.000197967,4.66157e-05
120,0.00837443,0.484651,6599.86,-3875.5,33.4148,806.963,0.0601358,0.474186,0.000291163,0.0253867
121,0.00800099,0.482569,6599.87,-3875.5,31.9099,810.023,0.0606538,0.46491,0.000262038,0.0161107
122,0.00876744,0.406816,6599.85,-3875.5,34.5859,804.441,0.0594779,0.445838,0.000119546,-0.00296093
123,0.00838317,0.380749,6599.86,-3875.5,33.5976,807.193,0.0601789,0.433635,0.000196905,-0.0151638
124,0.00883146,0.461918,6599.85,-3875.5,35.392,802.14,0.0590949,0.461986,0.000246515,0.0131875
