,tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0,0.00826086,0.463191,4399.94,-3875.5,32.7184,960.147,0.0709962,0.461348,0.000324159,0.0125492
1,0.00824483,0.421997,4399.94,-3875.5,32.6509,960.604,0.0713369,0.448412,9.07547e-05,-0.000387351
2,0.00858312,0.503787,4399.94,-3875.5,34.6336,948.105,0.0690329,0.472203,0.000407541,0.0234045
3,0.00812897,0.410878,4399.94,-3875.5,32.4155,961.839,0.0710039,0.438498,1.56826e-05,-0.0103006
4,0.00873662,0.435334,4399.94,-3875.5,34.5225,949.021,0.0694113,0.451798,0.000200322,0.00299857
5,0.00829503,0.497926,4399.94,-3875.5,32.9935,958.333,0.0707324,0.467097,1.49636e-05,0.0182984
6,0.00904202,0.396305,4399.93,-3875.5,34.6431,948.62,0.0694099,0.436746,5.02023e-05,-0.0120525
7,0.00887633,0.447488,4399.93,-3875.5,35.2191,944.756,0.0689107,0.449088,3.6457e-05,0.000288577
8,0.00857381,0.511286,4399.94,-3875.5,34.2382,950.583,0.0694517,0.477327,0.000118404,0.0285281
9,0.00847426,0.511667,4399.94,-3875.5,34.0934,951.25,0.0696555,0.47775,7.3695e-05,0.0289515
10,0.00805446,0.411065,4399.94,-3875.5,32.4678,961.813,0.0713552,0.437683,-0.000226255,-0.0111158
11,0.00867355,0.454537,4399.93,-3875.5,34.3101,950.611,0.0699547,0.453415,0.000112284,0.0046164
12,0.00870395,0.449193,4399.93,-3875.5,34.5935,948.813,0.0696354,0.456411,0.000304694,0.00761222
13,0.00845059,0.454062,4399.94,-3875.5,34.4316,949.173,0.0692749,0.453541,-0.000222009,0.00474229
14,0.00788365,0.465046,4399.95,-3875.5,32.1211,963.819,0.0715004,0.45985,0.000268352,0.0110515
15,0.00853268,0.465281,4399.94,-3875.5,33.7322,954.072,0.0705764,0.455761,6.56831e-05,0.00696238
16,0.0080851,0.450994,4399.94,-3875.5,32.5783,960.362,0.0703321,0.448012,0.000326643,-0.000787293
17,0.00802441,0.453691,4399.94,-3875.5,32.4594,961.627,0.0713125,0.449588,5.61188e-05,0.000789273
18,0.00848269,0.402296,4399.94,-3875.5,34.1019,951.606,0.0698353,0.434868,-1.17157e-05,-0.0139311
19,0.00877934,0.429819,4399.93,-3875.5,35.0718,945.557,0.0687596,0.443596,-0.000297367,-0.00520277
20,0.0086063,0.486225,4399.94,-3875.5,34.0954,951.478,0.069481,0.463193,0.000151796,0.0143939
21,0.0087488,0.413161,4399.93,-3875.5,35.1779,944.851,0.0685192,0.437316,-9.69753e-05,-0.0114834
22,0.00862386,0.439561,4399.94,-3875.5,34.6106,948.382,0.069135,0.449452,0.000194682,0.00065327
23,0.00859551,0.425783,4399.94,-3875.5,34.3102,950.405,0.069985,0.447032,-0.000463912,-0.00176694
24,0.00857154,0.490987,4399.94,-3875.5,34.323,950.296,0.0697628,0.470552,9.97187e-05,0.021753
25,0.0084139,0.380186,4399.94,-3875.5,32.8182,960.021,0.0709987,0.434672,-0.000237481,-0.0141271
26,0.00817014,0.469185,4399.94,-3875.5,32.6023,960.804,0.0713959,0.457633,-0.000275952,0.0088344
27,0.00815857,0.491244,4399.94,-3875.5,32.1572,963.43,0.0712929,0.463001,0.000238544,0.014202
28,0.00887877,0.457143,4399.93,-3875.5,35.3943,943.674,0.0688072,0.458028,0.000294409,0.00922915
