,Unnamed: 0,tg_th,tg_ph,tg_vz,tg_p,gem1_r,gem1_rp,gem1_ph,gem1_php,gem1_ph_local,sieve_r,sieve_ph,rate,hole_id
0,59,0.0106659004242119,4.179724738543955,-5099.525827667182,4399.903881967241,868.5619981449033,0.0577714233130744,4.256526952357883,0.0024207318112831,0.2173363977424349,56.16211995627247,4.1817799433232885,22177.71888915786,51
1,66,0.0100896710047523,4.220183424513143,-5100.336714357371,4399.911741884875,878.3133208774851,0.0591881876956322,4.246137776396928,0.0026885660065544,0.2069472217814798,54.01437557825028,4.193932106575351,26598.055108746677,51
2,142,0.0106956947301721,4.175688565397145,-5099.664939951849,4399.903186005511,865.725397547405,0.0574835952475415,4.254720837047572,0.0027939482291398,0.2155302824321232,56.74467612244898,4.177124443799305,21838.6640684238,51
3,221,0.0103603392484476,4.227178649218121,-5100.259825524332,4399.907284750648,878.3544506129489,0.0595715813162006,4.274908077187206,0.0030220696900382,0.2357175225717576,54.10779114547694,4.213874350446278,23950.07733682316,51
4,225,0.0103593356056311,4.1886722335524444,-5099.782750894649,4399.9122475011845,873.0008651865379,0.0585526842714374,4.225586338386538,0.0021909819124749,0.1863957837710899,54.82745955821048,4.171226251443018,26924.88251207001,51
5,247,0.0109209099754072,4.198898591739132,-5100.456237939012,4399.896637054097,877.1588473289804,0.0590829864468279,4.293671085312172,0.0030047525033838,0.2544805306967239,54.73438193172269,4.214797234865869,18984.80650077748,51
6,288,0.0106026074812004,4.146833321136085,-5099.732729770221,4399.906264769383,870.892105565339,0.0585605024266045,4.231741509591867,0.0024450410021778,0.1925509549764186,55.53525664475393,4.165715488341928,23397.95079795121,51
7,336,0.0105777544346578,4.155674714371688,-5100.420839378183,4399.902157659886,867.7816936052267,0.0580522153040308,4.217896199447333,0.0022197183939595,0.1787056448318846,56.191766102236734,4.15550135998783,21351.2245198146,51
8,373,0.0109782090307117,4.178178980224772,-5100.391423725132,4399.894755615388,877.8428513790361,0.0593155546750913,4.193107044662948,0.0019575584512375,0.1539164900475,53.826701292367815,4.157218880460056,18264.45554100463,51
9,395,0.0110041364174519,4.2139994440577935,-5099.638691268021,4399.896412923634,873.0100479538934,0.0584447829561145,4.294851547481367,0.0035741831285088,0.255660992865919,55.73774583365127,4.212418591516338,18896.867801570148,51
10,434,0.0104605702843287,4.2083100530743,-5099.685692473086,4399.903976600758,875.1480076268489,0.0589200122141104,4.30036370311986,0.0032736918421317,0.2611731485044117,55.14107958162927,4.21852805594707,22224.40810643807,51
11,435,0.0110833440188166,4.168766060233585,-5100.478606753,4399.894184003671,868.5535705492273,0.0582859784453378,4.217999542779217,0.0021000944859233,0.1788089881637686,56.20942361287086,4.158847253104755,18053.39597458697,51
12,465,0.0102895757523136,4.108502874487093,-5100.020816308547,4399.910405662027,874.8042589405467,0.0590065461491765,4.196153993936512,0.0019178371528763,0.1569634393210641,54.18541764648118,4.144833768832012,25761.48517870397,51
13,532,0.0105885922408942,4.182234767700667,-5099.915518407921,4399.902330168792,871.5213578849167,0.0586767898217355,4.248036030589999,0.0027344665995814,0.2088454759745506,55.61029114061293,4.181905131038075,21431.890862263488,51
14,618,0.0101710445742869,4.13768540906436,-5100.287829216868,4399.911423853083,879.6883882606004,0.0600801234065052,4.21035062408745,0.0019863008090698,0.1711600694720019,53.42600038284685,4.162709891525219,26395.41659188778,51
15,786,0.0107561830866007,4.212104297002786,-5099.948770995312,4399.8999698777,872.2354357153461,0.0582652561238082,4.283128200311069,0.003114382962657,0.2439376456956203,55.63886685543931,4.202736695836654,20365.12890824912,51
16,825,0.0107033436543019,4.170458050702569,-5099.817395183926,4399.8945858275,873.1240870345777,0.0588757207922614,4.261106103521055,0.0026729988880516,0.2219155489056063,55.41259071631075,4.186452175645937,18201.39448579276,51
17,909,0.0101433245193301,4.177117873886783,-5099.924175060675,4399.913798809955,878.3802760421592,0.0593498056486443,4.183444305345713,0.0016029348553688,0.1442537507302645,53.44981023400565,4.153072041833115,27964.73818339721,51
18,942,0.010771625494632,4.18721832863178,-5099.665832014991,4399.898908115125,873.2154665259536,0.0585725666608656,4.243557587745844,0.0023287476400724,0.2043670331303957,55.22081607645548,4.181115354092713,19910.11109647779,51
19,943,0.0104670369286165,4.186619546393347,-5099.647073590034,4399.903368063055,875.3017839574636,0.0588070712755444,4.22209377430201,0.0020914480104678,0.1829032196865618,54.43799984607941,4.173318051700468,21926.631082297383,51
20,968,0.0102434461474199,4.236180749051134,-5099.634725154379,4399.909313416404,878.913910062384,0.0593775771568525,4.258045234794004,0.0025050324954836,0.2188546801785555,53.90447802477705,4.205315976565142,25105.65696950675,51
21,993,0.0100803571181712,4.181639463865115,-5100.225823096284,4399.909910746177,878.2791374440965,0.0592109328503149,4.215085111672924,0.0016881811065922,0.1758945570574752,53.54714484788378,4.171511175447362,25461.283384221228,51
22,1025,0.0107908090294818,4.143525472334808,-5099.868053323139,4399.89598703268,869.193109969225,0.0585423552222472,4.196692931309071,0.0020838411416167,0.157502376693623,55.82864821505195,4.146952921870174,18731.37677262068,51
23,1037,0.0105723950661516,4.17682981875442,-5099.923299710728,4399.901003724166,871.2456292666271,0.0585338076613009,4.230942986909509,0.0021333561103568,0.1917524322940611,55.42789934626352,4.170925493538292,20822.73648411582,51
