,tg_th,tg_ph,tg_vz,tg_p,gem1_r,gem1_rp,gem1_ph,gem1_php,gem1_ph_local,sieve_r,sieve_ph,rate
1,0.016284001434277644,6.003499928684856,-3899.586824246768,4399.763886908072,807.0613106997334,0.049170694297057636,6.1796168622894445,0.004853028683196149,0.34523050562268587,65.40085444088062,6.000239794567142,3060.248942790483
8,0.0164645176029868,5.9910095403859085,-3900.100814480663,4399.766609674513,807.0553679693355,0.04832152618581391,6.1684091474339535,0.005876694162599133,0.3340227907671949,65.41943585927478,5.994858832353982,3142.808818449745
26,0.01647942487865301,5.9978572971455435,-3899.5766925302933,4399.768621269365,804.9075531229639,0.04932587454505089,6.167199669845339,0.0037109256040719976,0.33281331317858065,66.21169743398035,5.994405980312489,3205.7973636475317
102,0.016509823289816053,5.999049428573434,-3899.5199913483075,4399.76434667898,804.8128807660811,0.048707532585709784,6.174670163401751,0.004819174339073485,0.34028380673499203,66.03342349147863,5.997497869133364,3073.9778371869934
129,0.016638854156442267,5.943151446578687,-3899.5100418000247,4399.769839330298,803.8975448171183,0.048633790931483345,6.075007077614137,0.003328036769125727,0.24062072094737808,66.83785466814129,5.950779556271309,3244.7907593580308
141,0.016641490728829176,5.973789645752857,-3899.6157180737055,4399.7548150851635,803.2391532441104,0.04820031537880595,6.1264066565606745,0.004150002301026417,0.29202029989391587,66.80108333797388,5.975143301170467,2805.8519274525165
201,0.016740542992745345,5.97680251529226,-3899.797869834276,4399.749713753075,802.9456764493464,0.048344076384428045,6.116288193907878,0.0036722023517728568,0.2819018372411195,67.02821762728769,5.970884635547531,2675.4912363618923
209,0.016850040789671967,5.972975000337282,-3899.8402594772538,4399.75002475937,802.8030525894394,0.04844057745200097,6.138261552882055,0.004593480638394383,0.30387519621529613,66.96423894271811,5.9801835964149905,2683.197030158705
244,0.016264405783438428,5.945809717635492,-3900.3469999244026,4399.769801465486,808.1308189644164,0.049480655467059854,6.098717328313007,0.0037922036816519494,0.2643309716462481,65.58601402835873,5.962797197013904,3243.5687354894326
295,0.016672459338265146,5.9931736480353885,-3899.55173122483,4399.765747702348,802.2172808539336,0.04846125838191916,6.165973283281798,0.0047856600939506075,0.3315869266150395,66.85576346761505,5.993034473869162,3116.3420721178622
346,0.01670584031545393,5.996454997717035,-3900.0153436550845,4399.7574415750405,802.1749579878981,0.04844192438801525,6.172634752208464,0.004689866869442618,0.33824839554170527,66.82035112605111,5.99624930090589,2876.402859077785
395,0.016897359456754996,5.965376276676025,-3900.4012264989433,4399.751665598358,802.5818817726727,0.04859879433675067,6.086395900915375,0.003737442430548817,0.2520095442486161,67.30653636459031,5.956289218287232,2724.3626358753822
397,0.01665684755922587,5.963785524966159,-3899.559554129555,4399.755112940048,804.2722228130118,0.048463778857335583,6.104436302081405,0.0037373620422930325,0.27004994541464633,66.57591967936615,5.964935098047336,2813.7318202153756
485,0.016717667441124434,5.962020464974818,-3899.877186358213,4399.764348104167,802.9818553705873,0.04862134721468152,6.136971567749922,0.004361498248510865,0.30258521108316305,66.96030148792045,5.979729172086949,3074.0205261237807
519,0.016691772454960545,5.9518403833398414,-3900.364381579993,4399.760534571263,802.5874840159256,0.048599469068882656,6.081401540985645,0.0032684043223881456,0.24701518431888658,67.2673268066462,5.95423291082443,2962.664330009967
589,0.01646820011232754,6.018063996941231,-3900.4928078278667,4399.765268103381,803.0619878288983,0.04840305675639065,6.18992223248379,0.005105066019603095,0.35553587581703106,66.42355645685147,6.004340468914393,3101.749485848963
605,0.016259921138368574,5.978711281952691,-3899.7090242982144,4399.77141057731,809.0846971612094,0.04954619438504657,6.123518627285695,0.003948511716560088,0.28913227061893654,65.22853504924979,5.974964369386735,3296.067934069748
650,0.016344248837461373,5.960457713801562,-3900.3804161287553,4399.767592787733,807.0353874287456,0.04921928162214565,6.1217323961807715,0.004195591600163885,0.28734603951401283,65.818327472482,5.973071816340083,3173.3765628423876
687,0.016625293451535204,5.982889152445094,-3900.4252351327623,4399.760809185761,806.3907863828608,0.04883791967512486,6.134883960253918,0.004037122363699773,0.30049760358715893,65.87814941524626,5.979350622237962,2970.495103726072
719,0.015451639674560676,5.990899805943512,-3900.3044685315854,4399.790470608118,806.472565876746,0.048971982119557125,6.0939656838614225,0.00343632643618651,0.2595793271946638,66.24358213686617,5.960391909967291,4018.6793457224403
739,0.016269144307557066,5.9603035462979905,-3899.5148318826737,4399.771150719714,808.4113508358953,0.04944854934658716,6.097880769560872,0.003664597129176965,0.26349441289411324,65.39992397601381,5.962554668003734,3287.5104105005325
770,0.016823872871324547,5.96429991963108,-3900.4907744722477,4399.755206092594,800.6942054113885,0.04831914359255901,6.1128673388106005,0.00407270419577551,0.27848098214384187,67.84751596104799,5.968655153141611,2816.202483142771
1026,0.016663133107030142,5.9726184185789855,-3899.922875857844,4399.755567624912,802.8061128687888,0.048508484605076396,6.111111766100181,0.003875018525399584,0.27672540943342216,67.14578419910644,5.968079012289202,2825.8197272792213
1076,0.016882626844425038,5.984620383105815,-3899.7010781729855,4399.749857511473,800.7779196563785,0.04824968565619254,6.1586613450190155,0.005083151272814536,0.3242749883522569,67.33060582820289,5.9891374242469055,2679.049338950635
1078,0.01640451152369669,5.981782955794655,-3899.5676712575328,4399.77012220719,807.8377282530419,0.04931904609831464,6.14358126230297,0.004284828031271587,0.3091949056362111,65.37832658888394,5.9839149860680765,3253.940359769074
