tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime
0.00911142,-1.3729,4399.93,-3875.55,37.5011,937.466,0.068165,4.92248,-9.13573e-05
0.00972147,-1.37165,4399.92,-3875.38,39.5991,924.88,0.0654787,4.91154,-0.000300521
0.00914313,-1.37974,4399.93,-3875.62,38.2935,932.22,0.0668974,4.9245,0.000323722
0.00950163,-1.36766,4399.92,-3875.47,39.5374,925.158,0.0656378,4.92309,1.95568e-05
0.00950351,-1.34041,4399.92,-3875.49,39.5819,925.256,0.0656299,4.94764,-0.000445439
0.00979697,-1.35289,4399.92,-3875.62,40.4834,920.242,0.0646688,4.94595,-9.96492e-05
0.0096864,-1.3858,4399.92,-3875.39,39.9696,923.055,0.0653712,4.90782,-0.000140843
0.00919646,-1.38371,4399.93,-3875.44,38.1538,933.217,0.0671712,4.91665,-0.000168123
0.00895187,-1.37502,4399.93,-3875.5,38.9033,928.97,0.0664394,4.91474,-0.000486246
0.00950458,-1.41774,4399.92,-3875.53,39.702,924.755,0.0658661,4.90213,-0.000356158
0.00930516,-1.38928,4399.93,-3875.43,38.5687,930.963,0.0664869,4.90258,-0.000128087
0.00966196,-1.31689,4399.92,-3875.59,39.4452,926.169,0.0659077,4.95878,0.000621842
0.00988751,-1.34583,4399.91,-3875.47,40.8967,918.003,0.0647045,4.94237,0.000203693
0.00951653,-1.31822,4399.92,-3875.4,39.2573,927.094,0.0660108,4.95125,0.000114749
0.00953293,-1.38598,4399.92,-3875.49,39.7556,924.11,0.0655451,4.92036,-0.000249843
0.0092841,-1.33918,4399.93,-3875.46,38.4116,931.647,0.066938,4.93741,0.000260921
0.00972815,-1.35447,4399.92,-3875.5,40.3452,920.981,0.0653608,4.93583,-0.000163307
0.00902068,-1.37538,4399.93,-3875.62,37.5595,936.802,0.0676878,4.9189,-5.17811e-05
0.00961814,-1.32348,4399.92,-3875.52,39.6788,924.734,0.0658437,4.94477,0.000514135
0.00974726,-1.29816,4399.92,-3875.39,40.2035,921.835,0.0652425,4.96774,0.000458956
0.0095452,-1.32964,4399.92,-3875.46,38.874,929.179,0.0664165,4.94682,0.000165639
0.00905481,-1.30049,4399.93,-3875.43,37.4348,937.591,0.0675694,4.95461,4.20359e-05
0.00907223,-1.36301,4399.93,-3875.42,37.6501,936.578,0.0676564,4.92691,-0.000706207
0.00902301,-1.37946,4399.93,-3875.53,37.4401,937.331,0.0676894,4.9259,-7.2983e-06
0.00918981,-1.3096,4399.93,-3875.42,37.1204,939.736,0.0682899,4.94794,-7.86006e-05
0.00919584,-1.35176,4399.93,-3875.42,37.866,934.956,0.0670195,4.93906,-0.000106732
0.00967785,-1.32995,4399.92,-3875.62,40.0092,922.98,0.0653701,4.95095,7.62319e-05
0.00924602,-1.28654,4399.93,-3875.6,37.9152,934.93,0.0674299,4.9612,0.000539969
0.0093632,-1.30133,4399.92,-3875.6,38.4288,931.659,0.0665884,4.96248,7.42151e-06
0.00947572,-1.31517,4399.92,-3875.45,39.1585,927.899,0.0665153,4.95172,0.000219903
0.00947255,-1.3899,4399.92,-3875.46,39.1214,927.805,0.0661404,4.90786,-0.000341204
0.00972855,-1.37292,4399.92,-3875.55,39.839,923.71,0.0655806,4.91609,0.000280935
0.00987811,-1.35206,4399.92,-3875.59,40.663,919.369,0.064731,4.93658,-0.000243258
0.00944979,-1.35034,4399.92,-3875.48,38.4933,931.231,0.0667835,4.93272,-0.000121143
0.00948922,-1.3864,4399.92,-3875.46,39.0575,928.014,0.0659015,4.90743,4.29276e-05
0.00972141,-1.31093,4399.92,-3875.51,40.0662,922.721,0.065427,4.9655,0.00027838
0.0097039,-1.32177,4399.92,-3875.41,39.8334,923.888,0.0657077,4.94722,-2.54354e-05
0.00951552,-1.36193,4399.92,-3875.62,38.7414,929.873,0.0667303,4.92824,7.81199e-08
0.00926832,-1.2891,4399.93,-3875.56,38.4068,932.048,0.0669827,4.97038,0.000582151
0.00988647,-1.36133,4399.92,-3875.61,40.6017,919.512,0.0646614,4.93424,0.000147221
0.00953152,-1.32464,4399.92,-3875.46,39.484,925.699,0.0657447,4.95315,0.000110325
0.00913624,-1.38691,4399.93,-3875.47,37.9701,934.53,0.0673186,4.9171,-0.000160251
0.00957992,-1.33175,4399.92,-3875.58,39.6652,924.945,0.0660239,4.9436,0.000233977
0.00990911,-1.31636,4399.91,-3875.41,40.7384,919.323,0.0652957,4.95239,0.000121752
0.00960346,-1.31542,4399.92,-3875.39,39.2957,926.838,0.0658935,4.95445,0.000517859
0.00947057,-1.32159,4399.92,-3875.47,39.5746,925.164,0.0655971,4.95426,0.000124404
0.00925024,-1.35133,4399.93,-3875.63,38.3099,932.487,0.0669928,4.93444,-7.76505e-05
0.00985444,-1.37804,4399.92,-3875.5,40.3606,920.875,0.0652273,4.91794,-5.31705e-05
0.00954798,-1.40131,4399.92,-3875.56,38.8909,929.334,0.0664717,4.90477,-5.91947e-05
0.00897288,-1.33251,4399.93,-3875.42,37.4255,937.722,0.0677616,4.94775,0.000360322
0.00932067,-1.29233,4399.92,-3875.54,38.1968,933.141,0.0672087,4.96461,0.000237421
0.00911185,-1.37458,4399.93,-3875.4,37.4161,937.628,0.0675721,4.92808,0.000130803
0.00963534,-1.33166,4399.92,-3875.41,39.5657,925.504,0.0659041,4.95484,0.000334906
0.00889316,-1.31693,4399.93,-3875.6,37.5733,937.347,0.0681525,4.94984,-2.63603e-05
0.00929497,-1.32659,4399.93,-3875.53,38.4317,931.631,0.0667475,4.95309,0.00016037
0.00967908,-1.33234,4399.92,-3875.6,39.971,923.185,0.0655289,4.94345,9.91229e-05
0.00911417,-1.31687,4399.93,-3875.48,37.7782,935.586,0.0673592,4.95067,-3.22997e-05
0.00984413,-1.35696,4399.92,-3875.55,40.3259,920.776,0.0649986,4.92174,-0.00025275
0.0092407,-1.28189,4399.93,-3875.62,39.0833,928.141,0.0660733,4.97018,0.000405041
0.0093646,-1.34792,4399.92,-3875.45,38.7818,929.631,0.066581,4.92812,-0.00023043
0.00971697,-1.33116,4399.92,-3875.55,39.9965,922.682,0.0650675,4.94787,6.85246e-05
0.00921274,-1.34631,4399.93,-3875.44,37.9025,935.057,0.0676392,4.93629,-2.69941e-05
0.00995475,-1.36576,4399.92,-3875.39,40.8121,918.341,0.0646177,4.92521,-0.000140478
0.00928693,-1.32346,4399.93,-3875.48,38.1324,933.204,0.0667054,4.94704,0.00013005
0.00920445,-1.33662,4399.93,-3875.39,37.7558,935.483,0.0672044,4.94114,-0.000266009
0.00959898,-1.30074,4399.92,-3875.44,39.5571,925.451,0.0656829,4.9672,0.000291324
