tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime
0.00854034,0.380739,4399.94,-3875.37,35.1649,951.074,0.0692014,0.424179,-0.00015093
0.00840503,0.512882,4399.94,-3875.38,34.923,952.835,0.0702974,0.468163,0.000127876
0.00857417,0.432031,4399.94,-3875.57,35.2083,951.468,0.0701436,0.444041,-0.000130652
0.00887464,0.445514,4399.93,-3875.44,36.6362,942.351,0.0684155,0.447707,-0.000143075
0.00836617,0.451104,4399.94,-3875.42,34.2399,956.623,0.0703296,0.452683,-0.000170758
0.00803883,0.421319,4399.94,-3875.48,33.2287,963.135,0.0717079,0.440458,-0.00040395
0.00819524,0.388664,4399.94,-3875.59,33.9101,958.714,0.0704322,0.433042,-0.000109569
0.00844676,0.469859,4399.94,-3875.59,35.4796,949.362,0.0693407,0.458746,0.000140457
0.00866589,0.432613,4399.94,-3875.4,35.656,948.527,0.069564,0.44215,5.56457e-05
0.00852817,0.395127,4399.94,-3875.56,35.1031,952.01,0.0699506,0.423439,-0.000685562
0.00842861,0.517431,4399.94,-3875.41,34.7326,954.046,0.0700218,0.473528,0.000171865
0.00875788,0.45198,4399.93,-3875.58,36.2057,945.026,0.0688789,0.450281,0.00020154
0.0081325,0.438327,4399.94,-3875.57,33.4761,961.383,0.0714099,0.445636,0.000419682
0.00851168,0.487421,4399.94,-3875.51,35.731,947.595,0.0691517,0.46678,-0.000529785
0.00903379,0.444357,4399.93,-3875.45,36.1843,944.104,0.0675613,0.443787,0.000385653
0.0086504,0.457908,4399.94,-3875.42,35.8774,947.023,0.0691627,0.450994,-2.74093e-05
0.00824769,0.449973,4399.94,-3875.53,34.0864,957.94,0.0708076,0.448243,-0.00015325
0.0086284,0.41502,4399.94,-3875.46,35.904,946.955,0.0692492,0.435599,0.00024819
0.00846487,0.485566,4399.94,-3875.4,34.7535,953.637,0.0700146,0.462503,1.50123e-05
0.00841233,0.393185,4399.94,-3875.44,35.0017,951.92,0.0694589,0.429967,-0.000233753
0.00876201,0.392832,4399.93,-3875.59,36.2219,944.758,0.0682759,0.433069,0.000291539
0.008418,0.485468,4399.94,-3875.38,34.9061,952.86,0.0700942,0.463118,0.000364044
0.00869123,0.512236,4399.93,-3875.39,36.0193,946.06,0.0689246,0.469768,0.000122227
0.00812727,0.498577,4399.94,-3875.39,33.7525,959.738,0.0708767,0.46356,0.000474147
0.00818902,0.444343,4399.94,-3875.56,34.1543,957.504,0.0708885,0.448888,0.000160863
0.00888636,0.418187,4399.93,-3875.48,36.3973,943.613,0.0684371,0.437087,-0.00025943
0.00864037,0.452365,4399.94,-3875.5,35.8883,946.581,0.0686197,0.444192,-0.000467695
0.00815142,0.452867,4399.94,-3875.53,33.8917,958.823,0.070793,0.449578,6.72901e-05
0.0085699,0.385355,4399.94,-3875.46,35.4317,949.94,0.0696094,0.423673,0.000100747
0.00796819,0.4536,4399.95,-3875.47,33.1449,963.196,0.0711874,0.452924,0.000329684
0.00873037,0.416777,4399.93,-3875.47,36.557,942.487,0.068261,0.431387,-0.000305911
0.00859401,0.451131,4399.94,-3875.62,35.3523,950.071,0.0694769,0.453622,0.000150399
0.00798941,0.420062,4399.94,-3875.43,33.5639,960.785,0.0713471,0.439411,-0.000286203
0.00837922,0.455279,4399.94,-3875.38,34.4377,955.439,0.0700024,0.45161,-0.000176105
0.008381,0.494786,4399.94,-3875.57,34.3974,955.894,0.0704181,0.462092,-0.000145981
0.00816429,0.465006,4399.94,-3875.48,34.0471,958.01,0.0708302,0.45692,0.000193732
0.00860271,0.463293,4399.94,-3875.51,35.5106,949.06,0.0692776,0.453506,-1.32808e-05
0.00885878,0.462269,4399.93,-3875.46,36.3585,943.902,0.0687557,0.451357,0.000119878
0.00868819,0.446615,4399.94,-3875.46,35.9721,946.077,0.0687834,0.452761,8.56653e-05
0.00817211,0.406846,4399.94,-3875.56,33.9118,958.889,0.0708413,0.434747,3.15081e-05
0.00841835,0.51923,4399.94,-3875.56,34.3652,956.092,0.070396,0.467909,0.000721577
0.00816246,0.460656,4399.94,-3875.58,33.8232,959.42,0.0709612,0.449113,3.31058e-05
0.00868348,0.502801,4399.93,-3875.39,35.8723,947.094,0.0691835,0.471831,0.000164566
0.00837966,0.383283,4399.94,-3875.49,34.4433,956.147,0.0709124,0.432057,-0.000388882
0.00874998,0.442044,4399.93,-3875.48,36.151,945.302,0.0686693,0.447648,-0.000113744
0.00860543,0.501427,4399.94,-3875.41,35.7553,948.185,0.0703085,0.470958,-0.000370213
