tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime
0.0108146,-0.442625,4399.9,-3875.55,44.2074,900.761,0.0623054,5.83568,0.000127733
0.0105203,-0.468854,4399.9,-3875.62,43.0018,906.979,0.0633127,5.81637,0.00019806
0.0107152,-0.492441,4399.9,-3875.39,44.2792,899.704,0.06126,5.78887,-0.000770321
0.0103629,-0.431524,4399.91,-3875.53,42.8327,908.02,0.0634141,5.85004,0.000222221
0.0103447,-0.459512,4399.91,-3875.56,42.3472,910.429,0.0635023,5.82802,-6.08361e-05
0.0108644,-0.470037,4399.9,-3875.56,44.8131,897.429,0.0616825,5.81094,-0.000473384
0.0105269,-0.495441,4399.9,-3875.63,43.7342,903.427,0.0627735,5.7868,-0.000418088
0.0110441,-0.446889,4399.9,-3875.4,45.4653,894.223,0.0614133,5.83185,0.000253208
0.0109983,-0.413486,4399.9,-3875.4,44.6465,898.473,0.061809,5.87305,0.000770399
0.010962,-0.461383,4399.9,-3875.45,45.4381,894.021,0.0610788,5.81528,0.000196875
0.0105718,-0.494943,4399.9,-3875.43,43.9281,902.546,0.0627203,5.78484,-0.00086431
0.0106653,-0.398139,4399.9,-3875.5,43.7498,903.269,0.0629112,5.88008,0.000959555
0.0106548,-0.434771,4399.9,-3875.56,43.8494,902.776,0.0629619,5.83882,-0.000233506
0.0106694,-0.467191,4399.9,-3875.42,43.9911,901.948,0.0626128,5.8084,-0.000608131
0.0110904,-0.441807,4399.89,-3875.51,45.5926,893.471,0.0610694,5.84724,0.000146576
0.0108421,-0.417344,4399.9,-3875.49,44.6964,898.245,0.0617187,5.8638,0.000546984
0.0106212,-0.465827,4399.9,-3875.49,43.8315,902.647,0.0627771,5.82191,0.000270491
0.010522,-0.415714,4399.9,-3875.46,43.5988,903.864,0.0625416,5.86796,0.000231431
0.0107771,-0.476901,4399.9,-3875.43,44.499,899.615,0.0624839,5.8071,-0.000426793
0.0104832,-0.394292,4399.9,-3875.6,43.3266,905.405,0.0629663,5.87772,0.000633051
0.0104957,-0.485045,4399.9,-3875.59,43.2626,905.629,0.0629509,5.79473,-0.000597024
