tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime
0.019357,2.087,4399.68,-3875.4,79.6516,774.458,0.0444359,1.93302,-0.00460601
0.0195546,2.07947,4399.67,-3875.51,80.1273,772.187,0.044329,1.91464,-0.00461355
0.0191856,2.10374,4399.68,-3875.47,79.1507,776.577,0.044495,1.9604,-0.00401124
0.0195231,2.08819,4399.67,-3875.62,80.3669,772.866,0.0438628,1.93492,-0.00443314
0.019396,2.0889,4399.68,-3875.41,80.1771,772.905,0.0439244,1.93058,-0.0042043
0.0194608,2.11069,4399.67,-3875.52,80.623,776.227,0.043928,1.9799,-0.0039412
0.0193929,2.13613,4399.68,-3875.52,80.2309,776.582,0.0438716,2.01829,-0.00271624
0.0191892,2.12672,4399.68,-3875.47,79.3269,778.136,0.0441563,2.00987,-0.0035005
0.019606,2.12553,4399.67,-3875.45,80.674,775.258,0.0439122,1.99966,-0.00376696
0.0195189,2.0864,4399.67,-3875.45,79.982,772.708,0.0436452,1.92416,-0.0044517
0.019546,2.08876,4399.67,-3875.57,80.8771,771.83,0.0434688,1.93715,-0.00441835
0.0193646,2.11384,4399.67,-3875.6,79.7764,775.662,0.0440972,1.97624,-0.00401613
0.0190077,2.09925,4399.68,-3875.55,78.7502,776.023,0.0442336,1.9355,-0.00498322
0.019304,2.09049,4399.68,-3875.53,79.8276,772.942,0.0438878,1.92266,-0.00465631
0.0196648,2.12135,4399.66,-3875.58,81.0465,773.774,0.0436981,1.98905,-0.00387749
0.0196578,2.1171,4399.66,-3875.42,80.9306,774.099,0.0434712,1.99102,-0.00363435
0.0190683,2.10592,4399.69,-3875.39,78.8669,776.955,0.0442586,1.96308,-0.00447034
0.0196713,2.09653,4399.67,-3875.53,81.0781,771.825,0.0430808,1.94742,-0.00397052
0.0190313,2.11665,4399.69,-3875.62,78.8319,777.657,0.044288,1.98186,-0.00330384
0.0193283,2.07529,4399.67,-3875.41,80.1653,771.194,0.0434067,1.90944,-0.0048657
0.0195009,2.1197,4399.67,-3875.49,80.0121,775.84,0.0439887,1.99153,-0.00366207
0.0195634,2.12516,4399.67,-3875.42,80.7072,775.385,0.0438654,2.00796,-0.00336031
0.0191271,2.11984,4399.69,-3875.51,79.2312,777.357,0.0441227,1.99612,-0.00358554
0.0194044,2.12695,4399.67,-3875.56,79.9596,776.896,0.0439909,2.01239,-0.00358197
0.0198796,2.09985,4399.66,-3875.55,81.2965,771.393,0.0435247,1.94291,-0.00421337
0.0192879,2.11018,4399.68,-3875.57,79.9887,774.907,0.0435903,1.97457,-0.00374636
0.0196019,2.09483,4399.67,-3875.52,81.3233,772.118,0.0434215,1.95729,-0.00395618
0.0192534,2.10782,4399.68,-3875.59,79.5895,775.391,0.0437716,1.96105,-0.00393527
0.0191498,2.08883,4399.68,-3875.53,78.7933,775.547,0.0441921,1.93063,-0.00474894
0.0190363,2.10569,4399.69,-3875.62,78.4868,777.653,0.0445432,1.95495,-0.00444628
0.0185623,2.12805,4399.7,-3875.62,80.1745,776.108,0.0438089,2.00753,-0.0031471
0.0191509,2.12177,4399.68,-3875.6,78.9126,778.28,0.0447293,1.99614,-0.00328312
0.0189631,2.09689,4399.69,-3875.61,79.0151,776.143,0.0444064,1.94324,-0.00437696
0.0193899,2.09265,4399.68,-3875.6,79.3562,775.19,0.0444336,1.93594,-0.00473893
0.0194544,2.09251,4399.67,-3875.59,79.7184,774.135,0.043842,1.93967,-0.00408949
0.0194182,2.13414,4399.67,-3875.44,80.5533,776.129,0.0442108,2.01082,-0.00336875
0.0194667,2.12462,4399.67,-3875.53,80.2691,775.022,0.0438093,1.98678,-0.00372202
0.0194528,2.08548,4399.67,-3875.55,79.9608,773.247,0.0437159,1.93311,-0.00460091
0.0191254,2.10913,4399.69,-3875.4,78.5594,778.199,0.0446799,1.9769,-0.00399832
0.0196381,2.10675,4399.66,-3875.57,81.0828,772.97,0.0436865,1.96305,-0.00397996
0.0194799,2.08366,4399.67,-3875.4,80.3449,771.529,0.0434494,1.91896,-0.00467523
0.0193161,2.1045,4399.68,-3875.46,79.6896,775.484,0.0438222,1.97539,-0.00386407
0.0193466,2.09421,4399.68,-3875.52,79.4542,774.77,0.0441853,1.93488,-0.0044557
0.0193451,2.10321,4399.67,-3875.45,79.9532,774.861,0.0442707,1.95542,-0.00428197
0.0192988,2.09928,4399.68,-3875.5,79.2742,776.248,0.0442548,1.96054,-0.00379461
0.0196082,2.10122,4399.67,-3875.63,80.8329,773.137,0.0433939,1.96459,-0.00429473
0.0192303,2.09451,4399.68,-3875.61,79.3606,776.466,0.0443821,1.95574,-0.00420555
0.0191442,2.11204,4399.68,-3875.56,79.1348,776.79,0.0443959,1.97061,-0.00403296
0.0194274,2.08991,4399.67,-3875.6,79.5891,773.8,0.0440465,1.92743,-0.0045451
0.0195661,2.10356,4399.67,-3875.5,80.4246,773.843,0.0439982,1.95541,-0.00404069
0.0196925,2.10938,4399.66,-3875.45,80.6123,774.018,0.0437891,1.97385,-0.00409053
0.0193327,2.09367,4399.68,-3875.59,79.5297,774.049,0.0439076,1.93006,-0.00491984
0.0194468,2.10332,4399.67,-3875.6,80.1633,774.624,0.0440868,1.96299,-0.00431905
0.0195967,2.11017,4399.67,-3875.62,81.0364,772.226,0.0431525,1.94855,-0.00413864
0.0194454,2.10762,4399.67,-3875.57,80.4151,774.271,0.0436949,1.9753,-0.00371721
0.0190285,2.08969,4399.69,-3875.59,79.0495,775.517,0.0439166,1.94115,-0.00428328
0.0198008,2.11546,4399.66,-3875.6,81.014,773.877,0.0440664,1.98357,-0.00352121
0.019408,2.10582,4399.68,-3875.43,80.1278,774.593,0.0437554,1.96344,-0.00408526
0.0194618,2.0771,4399.67,-3875.51,80.816,770.983,0.043501,1.92185,-0.00461059
0.0194497,2.08001,4399.67,-3875.44,80.3229,771.286,0.0435828,1.91582,-0.00465854
0.0193699,2.10846,4399.68,-3875.46,79.8212,775.596,0.0442386,1.97604,-0.00378392
0.019313,2.07086,4399.68,-3875.57,79.8777,771.887,0.0436037,1.91156,-0.00483363
0.0193188,2.0958,4399.67,-3875.5,79.2101,775.254,0.0442085,1.93681,-0.00447228
0.0191178,2.09651,4399.68,-3875.47,78.7392,776.889,0.0444715,1.94619,-0.00451549
0.0192999,2.10044,4399.68,-3875.54,80.3935,773.757,0.0439175,1.95245,-0.00394188
0.0194609,2.11195,4399.67,-3875.44,79.9335,775.244,0.0438022,1.9764,-0.00399087
0.0196284,2.1147,4399.67,-3875.47,80.4457,772.468,0.0434242,1.93315,-0.00450335
0.019282,2.12397,4399.68,-3875.48,79.4219,777.249,0.0444022,1.99732,-0.00340787
0.0194336,2.12336,4399.67,-3875.42,80.0397,775.952,0.0441004,1.99727,-0.00374661
0.0191671,2.10441,4399.68,-3875.51,78.8827,776.775,0.0444867,1.95255,-0.00414088
0.0191815,2.08942,4399.68,-3875.52,79.0176,776.018,0.0443963,1.94265,-0.00450331
0.0193069,2.08089,4399.68,-3875.61,79.0727,775.029,0.0441235,1.93079,-0.00457225
0.0188836,2.10335,4399.69,-3875.52,78.6987,776.557,0.0440734,1.94848,-0.00434102
0.0191808,2.09919,4399.68,-3875.59,79.2494,776.012,0.0442008,1.95636,-0.00435059
0.0192963,2.09394,4399.68,-3875.49,79.4724,774.916,0.04378,1.94439,-0.00457885
0.0195263,2.09066,4399.67,-3875.56,80.8365,772.19,0.0433837,1.94251,-0.00439183
0.0194555,2.1136,4399.67,-3875.61,80.6296,773.512,0.0437146,1.95644,-0.00402795
0.0192762,2.10952,4399.67,-3875.46,79.7205,775.597,0.0441688,1.96915,-0.00397748
0.0193008,2.11401,4399.68,-3875.58,79.3569,776.35,0.0443168,1.96337,-0.00468356
0.0195974,2.1249,4399.67,-3875.56,80.4523,775.852,0.0440099,2.00727,-0.00328745
0.0193857,2.09232,4399.67,-3875.47,80.0564,773.825,0.0440737,1.93739,-0.00484753
0.0193767,2.09103,4399.68,-3875.58,79.553,774.535,0.0442057,1.93723,-0.00429484
0.0195062,2.12417,4399.67,-3875.44,80.3048,776.25,0.0439724,2.00929,-0.00329876
0.0194412,2.10886,4399.67,-3875.62,80.2224,774.577,0.043624,1.97357,-0.00406836
0.0192459,2.10506,4399.68,-3875.58,79.2257,775.999,0.0433426,1.97011,-0.00311445
0.019508,2.13047,4399.67,-3875.57,80.0171,776.213,0.04392,2.00348,-0.00329577
0.0192697,2.12507,4399.68,-3875.42,79.8079,776.825,0.0442911,2.00256,-0.00326698
0.0192807,2.08782,4399.68,-3875.49,79.3301,774.605,0.0441742,1.92891,-0.00455571
0.0196131,2.08756,4399.67,-3875.49,80.9711,771.104,0.0435167,1.9275,-0.00466828
0.0197844,2.11758,4399.66,-3875.62,81.2485,773.157,0.0432409,1.98796,-0.00354616
0.0193656,2.11151,4399.68,-3875.39,79.5769,775.825,0.0442794,1.96481,-0.00421168
0.0196555,2.11767,4399.67,-3875.41,80.9228,774.268,0.0438442,1.98619,-0.00387734
0.0196666,2.08721,4399.66,-3875.59,80.8023,771.839,0.043508,1.93374,-0.00424899
0.0193569,2.09891,4399.67,-3875.51,80.5319,773.314,0.0437416,1.94901,-0.00439004
0.0194748,2.12953,4399.67,-3875.46,80.3647,776.106,0.0438586,2.01353,-0.00346579
0.019415,2.11896,4399.67,-3875.57,80.1822,775.951,0.0441425,1.99979,-0.00331017
0.0194665,2.10529,4399.67,-3875.57,80.7827,773.43,0.0437154,1.96064,-0.00373834
0.0194486,2.112,4399.67,-3875.43,80.2103,774.662,0.0437842,1.976,-0.00426539
0.018862,2.10922,4399.7,-3875.38,79.2681,775.272,0.0443433,1.93673,-0.00493237
0.0191966,2.10956,4399.68,-3875.42,79.3616,777.264,0.0443437,1.99623,-0.00368321
0.0194908,2.11031,4399.67,-3875.56,80.633,774.215,0.0439599,1.97329,-0.00425026
0.019204,2.08445,4399.68,-3875.59,79.6341,772.889,0.0438701,1.91634,-0.00445448
0.0190626,2.09856,4399.69,-3875.45,78.6818,776.482,0.0442923,1.94023,-0.00466026
0.0192111,2.10936,4399.68,-3875.61,78.978,777.168,0.0444757,1.9727,-0.0038832
0.0197854,2.1038,4399.66,-3875.53,81.2652,771.762,0.0433357,1.95227,-0.00398514
0.0191858,2.11917,4399.68,-3875.6,79.5033,776.475,0.0439497,1.99142,-0.00354548
0.0192516,2.11877,4399.67,-3875.39,79.4386,777.077,0.0441376,1.99719,-0.00354702
0.0195115,2.10633,4399.67,-3875.56,80.0261,774.399,0.0439673,1.95111,-0.00433424
0.0192723,2.12056,4399.68,-3875.44,79.0701,777.511,0.0447754,1.97892,-0.00373023
0.0192921,2.10386,4399.68,-3875.45,79.8217,774.704,0.0435126,1.95835,-0.00420564
0.0193477,2.11419,4399.68,-3875.41,79.3652,776.639,0.0444902,1.97395,-0.00364656
0.0192462,2.10733,4399.68,-3875.4,78.7934,777.506,0.0445793,1.97122,-0.00409563
0.0197262,2.10305,4399.66,-3875.47,81.3131,772.375,0.0436555,1.96172,-0.00410865
0.0194783,2.08247,4399.67,-3875.38,80.254,771.88,0.0442033,1.91398,-0.00454286
0.0196939,2.09441,4399.67,-3875.39,81.2031,771.798,0.0436964,1.94203,-0.00438284
0.0195728,2.11838,4399.67,-3875.48,80.1068,775.97,0.0439177,1.99995,-0.00355839
0.0194405,2.12357,4399.67,-3875.47,80.4729,775.331,0.0435485,2.00312,-0.00368246
0.0195753,2.08917,4399.67,-3875.45,80.8925,771.713,0.0437325,1.93357,-0.00484164
0.0193133,2.10023,4399.68,-3875.57,79.958,774.755,0.0442152,1.95322,-0.00414191
0.0193067,2.12437,4399.67,-3875.38,79.6317,776.835,0.0440707,1.9989,-0.00382659
0.0194812,2.10473,4399.67,-3875.44,80.2766,774.165,0.0437497,1.96411,-0.00429739
0.019131,2.09917,4399.69,-3875.38,79.1208,776.586,0.0439952,1.95616,-0.00398296
0.0193435,2.13177,4399.68,-3875.46,79.6537,777.484,0.0439606,2.0153,-0.00294447
0.0191121,2.12089,4399.68,-3875.62,78.7598,778.041,0.0447502,1.9857,-0.00404597
0.0191782,2.09279,4399.68,-3875.56,78.9649,775.88,0.0445835,1.93313,-0.0046247
0.0195427,2.10567,4399.67,-3875.54,81.2301,772.758,0.0433288,1.97105,-0.00409433
0.0196721,2.12003,4399.66,-3875.48,81.165,773.824,0.0436386,1.99498,-0.00327021
0.0196992,2.08009,4399.66,-3875.58,81.053,770.832,0.043334,1.92907,-0.00382783
0.0193403,2.1063,4399.68,-3875.5,79.3738,775.605,0.04444,1.94572,-0.00446128
0.0192224,2.09945,4399.68,-3875.5,79.8806,774.854,0.0441606,1.95176,-0.00444719
0.0194365,2.11311,4399.67,-3875.52,80.1661,774.674,0.0438737,1.97134,-0.00409007
0.0191607,2.12746,4399.68,-3875.43,79.3177,778.156,0.0448249,2.00877,-0.00311208
0.0193401,2.12526,4399.67,-3875.47,79.7391,776.671,0.0440471,2.0009,-0.00358699
0.0194147,2.10637,4399.67,-3875.41,79.7065,775.599,0.0441726,1.96322,-0.00414028
0.0191715,2.11589,4399.68,-3875.48,78.9519,776.8,0.0439966,1.96742,-0.00414943
0.0195359,2.08637,4399.67,-3875.57,80.9421,771.044,0.0431932,1.92909,-0.00462665
0.0195444,2.08745,4399.67,-3875.56,80.5221,772.759,0.0434627,1.9423,-0.0042843
0.0196204,2.11076,4399.67,-3875.6,81.0075,773.024,0.0435038,1.97188,-0.00387531
0.0192258,2.10765,4399.68,-3875.44,79.105,776.793,0.0443203,1.97025,-0.00387684
0.019807,2.09636,4399.66,-3875.42,81.3733,772.169,0.043384,1.95804,-0.00388214
0.0192828,2.12785,4399.68,-3875.61,79.6,777.628,0.0444869,2.00782,-0.00332767
0.0193195,2.1213,4399.67,-3875.46,79.4078,776.693,0.0438912,1.99283,-0.00390132
0.0191082,2.09119,4399.68,-3875.45,78.7226,775.775,0.0442369,1.92954,-0.00448177
0.0194781,2.08894,4399.68,-3875.39,80.2545,772.6,0.0439731,1.92674,-0.0043932
0.0195023,2.10959,4399.67,-3875.48,80.4061,774.925,0.0441246,1.98187,-0.00369258
0.0194805,2.12511,4399.67,-3875.62,80.589,775.615,0.0438296,2.00924,-0.00348316
0.0192593,2.08307,4399.68,-3875.54,79.5541,772.993,0.0438879,1.91493,-0.00465656
0.0192234,2.12724,4399.68,-3875.62,79.5368,777.793,0.044346,2.01206,-0.00360476
0.0192446,2.09167,4399.68,-3875.5,79.081,775.227,0.0440451,1.93389,-0.00414724
0.0191839,2.09184,4399.68,-3875.48,79.3644,774.53,0.0440466,1.93125,-0.00448722
0.0196352,2.1024,4399.67,-3875.61,80.7478,772.549,0.043888,1.94026,-0.0042477
0.0194523,2.10052,4399.67,-3875.57,80.3259,774.196,0.0439358,1.95859,-0.00398865
0.0194126,2.08409,4399.67,-3875.45,79.9239,772.82,0.0438026,1.92211,-0.00464745
0.019147,2.12016,4399.68,-3875.38,79.1976,777.122,0.0439033,1.99388,-0.00352859
0.0194715,2.12253,4399.67,-3875.55,80.3722,775.368,0.04382,1.9963,-0.00365843
0.0194562,2.11033,4399.67,-3875.42,80.1996,774.562,0.043467,1.9735,-0.00418493
0.0193919,2.1168,4399.67,-3875.59,80.0942,775.638,0.044199,1.98732,-0.00386356
0.0193179,2.12936,4399.68,-3875.61,79.6716,777.594,0.0443033,2.01156,-0.00358961
0.019628,2.09567,4399.67,-3875.6,81.0339,772.307,0.0435879,1.94787,-0.00458438
0.0194697,2.10351,4399.67,-3875.61,80.1835,774.246,0.0434496,1.9682,-0.00466125
0.0193597,2.1079,4399.68,-3875.54,79.7058,775.707,0.0442241,1.97304,-0.00393347
0.0193007,2.06836,4399.68,-3875.62,80.1937,770.867,0.0434149,1.90746,-0.00480567
0.0194406,2.13265,4399.67,-3875.49,80.4192,775.794,0.043843,2.00648,-0.00374707
0.0192214,2.10234,4399.68,-3875.38,79.5977,775.201,0.0439258,1.95614,-0.00415939
0.0196145,2.11208,4399.67,-3875.5,80.6254,773.766,0.0436411,1.96924,-0.00393513
0.0194373,2.13183,4340.84,-3875.49,80.4622,777.42,0.0432402,2.00175,-0.00348657
0.0191575,2.10169,4399.68,-3875.5,79.4318,776.107,0.0445813,1.95404,-0.00447144
0.0191725,2.10538,4399.68,-3875.54,79.7564,775.338,0.0440388,1.96487,-0.00424227
0.0192803,2.12979,4399.68,-3875.42,79.621,777.005,0.0440607,2.00418,-0.00321264
0.0196299,2.08874,4399.67,-3875.58,80.6239,772.01,0.0432241,1.93534,-0.00440188
0.0191674,2.09815,4399.69,-3875.46,78.6521,776.893,0.0444612,1.9425,-0.00464379
0.0192505,2.11532,4399.68,-3875.57,79.6985,775.724,0.0442334,1.97126,-0.00406387
0.0194545,2.11851,4399.67,-3875.59,80.2628,776.225,0.0439649,2.00925,-0.00343481
0.0191584,2.12475,4399.68,-3875.62,79.4061,778.098,0.0444711,2.01038,-0.00343761
0.0193851,2.08659,4399.68,-3875.56,79.5883,772.655,0.0436355,1.91313,-0.00529715
0.0192925,2.09029,4399.68,-3875.51,79.5851,773.556,0.043682,1.92709,-0.00462857
0.0191906,2.12732,4399.68,-3875.5,79.2604,777.679,0.0443821,2.00154,-0.00334092
0.0192496,2.10291,4399.68,-3875.54,79.3201,775.715,0.0438707,1.95797,-0.00404116
0.0198229,2.09949,4399.66,-3875.42,81.2021,772.384,0.0436046,1.95561,-0.0044546
0.0195158,2.11819,4399.67,-3875.54,80.7203,775.122,0.0439246,2.00274,-0.00347536
0.0191911,2.11536,4399.68,-3875.38,79.4759,777.272,0.0448534,1.98918,-0.00371953
0.0192957,2.09401,4384.19,-3875.54,79.5359,774.931,0.0438801,1.93543,-0.00498439
0.0194656,2.10243,4399.67,-3875.44,80.1666,774.353,0.0439709,1.95813,-0.00419924
0.0194738,2.09382,4399.67,-3875.41,80.2053,775.252,0.0438538,1.94113,-0.0042097
0.019424,2.09403,4399.67,-3875.59,80.6346,772.927,0.0438308,1.94343,-0.00431582
0.0190733,2.12033,4399.69,-3875.58,78.8181,778.039,0.0445972,1.98934,-0.00384202
0.0191314,2.09039,4399.68,-3875.52,78.9307,775.759,0.0441912,1.93672,-0.00439186
0.0197047,2.11431,4399.66,-3875.51,81.1533,773.319,0.0435402,1.97356,-0.00378725
0.0195028,2.09178,4399.67,-3875.4,80.2553,772.382,0.0437382,1.92802,-0.00390812
0.0194998,2.12601,4399.67,-3875.39,80.6243,775.136,0.043546,2.00486,-0.00332697
0.0190656,2.10695,4399.69,-3875.49,78.8625,777.583,0.0450256,1.96453,-0.00417763
0.0196396,2.09148,4399.67,-3875.43,80.8549,771.428,0.0435576,1.92963,-0.00467157
0.0191234,2.12813,4399.68,-3875.38,78.9956,778.326,0.044627,2.00089,-0.00377042
0.0196501,2.09571,4399.67,-3875.56,80.9599,773.105,0.0436611,1.9615,-0.00428287
0.0190851,2.1143,4399.68,-3875.49,79.4036,775.909,0.0438383,1.971,-0.00358357
0.0191683,2.10727,4399.68,-3875.58,79.1248,776.732,0.0443479,1.96937,-0.00421307
0.0193541,2.09806,4399.68,-3875.43,79.7915,774.67,0.0439741,1.94664,-0.00409275
0.0191599,2.10967,4399.68,-3875.6,79.2625,776.823,0.0441837,1.9852,-0.00377376
0.0193915,2.09101,4399.68,-3875.37,80.1961,773.165,0.0437993,1.93636,-0.00425869
0.0190818,2.10751,4399.69,-3875.54,78.8235,777.176,0.0441409,1.96585,-0.00408452
0.0192938,2.12651,4399.68,-3875.53,79.7946,776.327,0.0439211,1.99675,-0.00350808
0.0192255,2.10819,4399.68,-3875.52,79.2236,776.385,0.0440318,1.97369,-0.00407581
0.0192471,2.11225,4399.68,-3875.39,79.4151,777.016,0.0451067,1.97791,-0.00308169
0.0193546,2.10838,4399.68,-3875.49,79.7812,775.402,0.044135,1.96476,-0.00398604
0.0194172,2.1169,4399.68,-3875.49,79.7271,776.387,0.0443468,1.98907,-0.00378437
0.0191128,2.09529,4399.68,-3875.44,78.8381,776.605,0.0443419,1.94833,-0.00423252
0.0194612,2.12529,4399.67,-3875.4,80.2684,776.133,0.0437618,2.01154,-0.0031956
0.0192748,2.11144,4399.68,-3875.47,79.0926,776.748,0.0442582,1.96937,-0.00386427
0.0195936,2.09999,4399.67,-3875.44,80.9047,772.792,0.0434347,1.9568,-0.00427438
0.0191585,2.09522,4399.68,-3875.47,78.721,776.467,0.0440113,1.94613,-0.00455047
0.0195948,2.11131,4399.67,-3875.57,80.9167,773.815,0.0435855,1.98287,-0.00382089
0.0196836,2.10775,4399.66,-3875.58,80.9942,773.432,0.0436789,1.9773,-0.00357755
0.0192303,2.09871,4399.68,-3875.49,79.4406,775.414,0.0440617,1.94906,-0.00413234
0.0195724,2.08741,4399.67,-3875.57,80.4675,771.574,0.0436159,1.92079,-0.00471701
0.0194172,2.0838,4399.67,-3875.55,80.5294,771.736,0.0438474,1.92306,-0.00466453
0.0197652,2.11773,4399.66,-3875.5,80.6036,774.148,0.0435212,1.98082,-0.00358931
0.019496,2.08356,4399.67,-3875.55,80.0406,771.922,0.0433976,1.91787,-0.0044481
0.0194929,2.11125,4399.67,-3875.5,80.1035,775.473,0.0438152,1.99351,-0.00344577
0.0192454,2.11578,4399.68,-3875.57,78.8706,777.256,0.0439496,1.9834,-0.00360432
0.0198664,2.10551,4399.66,-3875.53,81.3899,772.375,0.0434517,1.96712,-0.00421835
0.0193383,2.12715,4399.68,-3875.51,79.9941,776.915,0.0445846,2.00624,-0.0032559
0.0194453,2.09764,4399.67,-3875.58,80.3704,773.743,0.0436306,1.95334,-0.00422175
0.0183187,2.08659,4399.71,-3875.5,80.4311,772.127,0.0437267,1.92859,-0.00444421
0.0189994,2.10952,4399.69,-3875.62,78.5574,777.716,0.0444873,1.96546,-0.00378772
0.0194429,2.11974,4399.67,-3875.55,80.786,774.052,0.0434421,1.98814,-0.0038148
0.0195213,2.1239,4399.67,-3875.41,80.297,776.19,0.0441713,2.00584,-0.00344087
0.0192274,2.10562,4399.68,-3875.51,79.6759,776.092,0.0445221,1.97485,-0.00359163
0.0193356,2.09029,4399.68,-3875.4,79.8373,774.135,0.0440408,1.93797,-0.00448137
0.0191145,2.14191,4399.68,-3875.57,79.8165,775.776,0.0437611,1.98723,-0.00388001
0.0194571,2.10833,4399.68,-3875.45,80.032,774.943,0.0440324,1.96462,-0.004238
0.0194272,2.1332,4399.67,-3875.5,80.1028,777.062,0.0443394,2.01554,-0.0035019
0.0197397,2.04961,4399.66,-3875.46,78.8068,775.646,0.0443937,1.93021,-0.00414893
0.0194467,2.09506,4399.67,-3875.45,80.2367,773.447,0.0440325,1.93806,-0.0047418
0.0190856,2.12097,4399.68,-3875.58,79.1901,777.607,0.0441245,2.00194,-0.00350655
0.0192134,2.10101,4399.68,-3875.55,78.8251,777.503,0.0443562,1.95733,-0.00524289
0.0196402,2.10643,4399.67,-3875.39,81.0369,773.634,0.0440009,1.97319,-0.00431597
0.0196511,2.11471,4399.67,-3875.45,80.7645,773.717,0.0430678,1.9885,-0.00323312
0.0192697,2.08809,4399.68,-3875.49,79.7144,774.395,0.0443053,1.93706,-0.00403861
0.0196411,2.10076,4399.66,-3875.49,81.1186,772.257,0.0439819,1.943,-0.00460252
0.0194337,2.09156,4399.67,-3875.46,80.1703,772.776,0.044007,1.9262,-0.00477376
0.019276,2.11309,4399.68,-3875.54,79.4145,776.624,0.0446874,1.97694,-0.00410234
0.0195779,2.12187,4399.67,-3875.62,80.4383,775.068,0.0437123,1.99419,-0.00375285
0.0193013,2.10503,4399.68,-3875.46,79.8699,774.938,0.0441249,1.95619,-0.0044742
