tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime
0.0116445,3.01328,4399.88,-3875.58,48.5287,882.181,0.0598795,2.98587,-0.00160711
0.0118386,3.02972,4399.88,-3875.44,49.1316,879.076,0.0591012,2.98168,-0.00193634
0.0118398,3.00367,4399.88,-3875.38,48.8633,880.425,0.0591713,2.97142,-0.00201721
0.0124268,3.00311,4399.87,-3875.44,51.4226,869.265,0.0574923,2.93826,-0.00267529
0.0122928,2.9975,4399.87,-3875.5,51.1279,870.979,0.0578298,2.93553,-0.00293997
0.0118988,2.99184,4399.88,-3875.46,48.9005,880.536,0.059504,2.96988,-0.00177881
0.0116967,2.99927,4399.88,-3875.41,48.3418,883.24,0.0599143,2.96862,-0.00218615
0.0122511,3.02582,4399.87,-3875.4,50.785,871.617,0.0582002,2.96473,-0.00230719
0.011548,2.98836,4399.88,-3875.49,48.4543,881.632,0.0595605,3.0288,-0.00149028
0.0118828,3.00719,4399.88,-3875.52,49.4749,877.802,0.0587092,2.9556,-0.00238257
0.0122198,3.0182,4399.87,-3875.54,50.4604,872.9,0.0581614,2.96071,-0.00180601
0.0120242,2.95613,4399.88,-3875.54,49.8234,877.944,0.0584711,2.90733,-0.00295108
0.0120501,3.03019,4399.87,-3875.56,49.283,878.306,0.0590655,2.98515,-0.00174207
0.0120203,2.9566,4399.87,-3875.49,49.7556,877.938,0.0578141,2.89952,-0.00290286
0.0121042,2.96375,4399.87,-3875.41,50.3018,875.692,0.0580573,2.90682,-0.00272634
0.0122921,2.98496,4399.87,-3875.45,50.9719,871.508,0.0579438,2.93937,-0.00243544
0.0119979,2.96471,4399.87,-3875.39,49.6036,879.064,0.0586114,2.90794,-0.00300115
0.0119442,2.9629,4399.88,-3875.58,49.5302,879.019,0.0584759,2.91849,-0.00263245
0.0118505,2.98667,4399.88,-3875.44,48.4688,883.724,0.0594753,2.93838,-0.00251588
0.0124076,2.98535,4399.87,-3875.47,50.911,872.786,0.0579196,2.90898,-0.00272731
0.0117115,3.03062,4399.88,-3875.61,48.5939,881.338,0.0593881,2.99968,-0.00175209
0.0115858,2.99947,4399.88,-3875.52,48.1365,883.88,0.0598425,2.97171,-0.00210838
