tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime
0.0139263,1.48584,4399.83,-3875.62,57.5891,843.612,0.0538816,1.61114,0.00379873
0.0130976,1.48276,4399.85,-3875.42,54.2763,856.591,0.055482,1.57004,0.0030575
0.01358,1.48589,4399.84,-3875.38,56.1551,849.173,0.0551788,1.58214,0.00300712
0.0134273,1.49253,4399.84,-3875.39,55.5344,851.808,0.0551557,1.58755,0.00300105
0.0134155,1.44847,4399.84,-3875.45,55.9307,848.975,0.0550926,1.52059,0.00241289
0.0133513,1.45792,4399.84,-3875.43,55.8782,848.92,0.0548146,1.51973,0.00233652
0.0131386,1.46077,4399.85,-3875.62,55.0918,852.681,0.0555563,1.53857,0.0028763
0.0135765,1.46323,4399.84,-3875.46,56.1905,848.3,0.0549809,1.55659,0.0025351
0.0138743,1.50042,4399.83,-3875.46,57.2309,845.181,0.0541998,1.63737,0.00398665
0.013421,1.45368,4399.84,-3875.62,55.275,851.638,0.055529,1.52072,0.00210564
0.0135671,1.49745,4399.84,-3875.61,56.3184,849.11,0.0548375,1.61912,0.00339851
0.0134754,1.50105,4399.84,-3875.61,56.2382,848.951,0.0547939,1.59274,0.00307347
0.013688,1.50613,4399.84,-3875.4,56.7619,847.03,0.0544911,1.62824,0.00376073
0.0136429,1.46394,4399.84,-3875.54,56.2707,848.447,0.0552523,1.56711,0.00322014
0.0134202,1.46151,4399.84,-3875.61,55.3768,851.578,0.0556767,1.53169,0.00261533
0.0136307,1.50717,4399.84,-3875.61,56.4029,848.864,0.054976,1.61974,0.00355401
0.0133114,1.51728,4399.85,-3875.56,55.2936,853.353,0.0554766,1.61005,0.00362407
0.0135739,1.49551,4399.84,-3875.46,56.1236,849.568,0.0546765,1.60674,0.0036741
0.0133466,1.50436,4399.85,-3875.38,55.2835,853.382,0.0553159,1.6153,0.00389754
0.013409,1.52799,4399.85,-3875.47,55.5681,852.635,0.0551626,1.64804,0.00410267
0.0133041,1.49304,4399.85,-3875.39,54.8626,854.433,0.0552205,1.58664,0.00300295
0.0134189,1.45446,4399.84,-3875.42,55.2852,851.602,0.0554587,1.52232,0.00249072
0.0137103,1.51973,4399.84,-3875.48,57.3411,844.458,0.0540348,1.63233,0.00426278
0.0139686,1.4745,4399.83,-3875.53,57.2851,844.369,0.05422,1.58532,0.00316526
0.0133468,1.51482,4399.84,-3875.57,55.2863,853.95,0.0559131,1.63031,0.00360462
0.0133003,1.48355,4399.85,-3875.45,55.4077,852.69,0.0553001,1.60021,0.00358275
0.0134659,1.47568,4399.84,-3875.55,55.717,850.258,0.0552151,1.55921,0.00280256
0.0138029,1.4768,4399.83,-3875.5,56.823,846.51,0.0547489,1.58634,0.00323952
0.013512,1.48594,4399.84,-3875.62,56.1971,848.618,0.0548676,1.57202,0.003415
0.0136581,1.47243,4399.84,-3875.61,56.88,845.406,0.0545254,1.55543,0.00260632
0.0139027,1.47264,4399.84,-3875.39,57.1866,844.832,0.0545354,1.58132,0.00375074
0.0138249,1.49836,4399.83,-3875.56,56.6628,847.273,0.0548412,1.58901,0.00361883
0.0132871,1.50652,4399.85,-3875.57,55.8962,851.073,0.0551801,1.63467,0.00395462
0.0133424,1.45532,4399.85,-3875.59,55.0865,852.576,0.0555703,1.54074,0.003039
0.0137019,1.49552,4399.84,-3875.43,57.1329,845.432,0.0544167,1.5988,0.00355542
0.0138213,1.50528,4399.83,-3875.5,57.4417,844.224,0.0540444,1.6308,0.00381262
0.0135433,1.46999,4399.84,-3875.45,55.7365,850.446,0.0552,1.56429,0.00251024
0.0136905,1.5099,4399.84,-3875.52,57.0392,846.186,0.0543997,1.6439,0.00409253
0.0139565,1.50599,4375.55,-3875.4,57.5461,845.018,0.0542054,1.6269,0.00359239
0.0135265,1.48371,4399.84,-3875.59,55.9884,850.971,0.0561381,1.59419,0.00330074
0.0131421,1.48183,4399.85,-3875.47,54.2204,856.835,0.0557226,1.56726,0.0028887
0.0131422,1.45454,4399.85,-3875.53,54.7341,853.909,0.0553432,1.534,0.00280911
0.0132694,1.49648,4399.85,-3875.38,55.0529,853.928,0.0554557,1.59766,0.00307711
0.0132555,1.46728,4399.85,-3875.41,55.0651,852.69,0.0555382,1.55189,0.00276055
0.0137633,1.46332,4399.83,-3875.58,56.9313,845.16,0.0545079,1.55619,0.00281594
0.0131636,1.4871,4399.85,-3875.48,54.8852,854.73,0.0560329,1.57991,0.00335223
0.0132625,1.50755,4399.84,-3875.46,54.548,856.504,0.0554081,1.61194,0.00352702
0.0139503,1.46206,4399.83,-3875.49,57.2888,843.595,0.0540939,1.56067,0.00281029
0.0134189,1.52355,4399.84,-3875.61,55.6157,852.252,0.054799,1.64732,0.00371401
0.0136236,1.48681,4399.84,-3875.58,56.3931,847.883,0.0543129,1.58529,0.00324101
0.0136668,1.49413,4399.84,-3875.5,56.0125,850.239,0.0552873,1.59773,0.00341063
0.013308,1.43425,4399.85,-3875.52,55.2408,851.494,0.0551992,1.51951,0.00208681
0.0134981,1.48276,4399.84,-3875.46,56.2116,848.552,0.0545783,1.57962,0.00264569
0.0133416,1.49988,4399.85,-3875.51,55.7793,850.942,0.0549244,1.61783,0.00352785
0.0133501,1.47716,4399.85,-3875.38,55.2305,852.326,0.0553712,1.57241,0.00305991
0.0135027,1.4754,4399.84,-3875.54,56.1013,849.118,0.0548196,1.57153,0.00311192
0.0136017,1.51903,4399.84,-3875.55,56.029,850.675,0.0564809,1.62861,0.00476954
0.0136214,1.50843,4399.84,-3875.52,55.8144,851.227,0.0553967,1.62214,0.00359425
0.0134037,1.52612,4399.84,-3875.49,55.408,853.065,0.0553279,1.63297,0.00375233
0.0133481,1.51868,4399.85,-3875.47,55.3036,853.627,0.0555444,1.63501,0.00373259
0.0138947,1.46905,4399.83,-3875.49,57.2056,844.172,0.0543016,1.56419,0.0029785
0.0136756,1.46899,4399.84,-3875.42,56.6957,846.322,0.0546527,1.56462,0.00280388
0.013378,1.44094,4399.84,-3875.46,55.4618,850.927,0.0554793,1.5159,0.00222039
0.0134536,1.47625,4399.84,-3875.42,55.5918,850.415,0.0548092,1.55951,0.0031054
0.0132592,1.48664,4399.85,-3875.46,55.016,853.058,0.0549865,1.57093,0.00268504
0.0133652,1.5081,4399.84,-3875.57,54.9498,854.746,0.0555503,1.60463,0.0040791
0.0136358,1.49314,4399.84,-3875.58,56.088,849.323,0.0547243,1.58562,0.00324989
0.0132926,1.48175,4399.85,-3875.6,54.3993,856.578,0.0558046,1.58187,0.00302465
0.0138193,1.50946,4399.84,-3875.49,56.9965,846.167,0.0544245,1.6284,0.00403158
0.013438,1.49563,4399.84,-3875.51,55.581,851.938,0.0551835,1.60729,0.00355172
0.0133714,1.49271,4399.84,-3875.38,55.2889,852.986,0.0549434,1.60121,0.00297721
0.0133745,1.49117,4399.85,-3875.41,55.6689,851.347,0.054977,1.59852,0.00355991
0.0135535,1.52553,4399.84,-3875.58,55.7306,852.027,0.0553773,1.64784,0.00379834
0.0133307,1.52642,4399.84,-3875.48,54.9071,855.06,0.0553945,1.6312,0.00371325
0.013845,1.47792,4399.83,-3875.46,56.8525,846.294,0.0550399,1.5711,0.00309953
0.0133089,1.49219,4399.85,-3875.62,54.8335,854.962,0.0562435,1.57422,0.00294724
0.0136896,1.46765,4399.84,-3875.39,56.5701,847.238,0.055131,1.5655,0.00256661
0.0134821,1.44487,4399.84,-3875.63,55.5464,850.587,0.0551672,1.52194,0.00278526
0.0133149,1.49871,4399.85,-3875.46,54.5546,856.242,0.0555961,1.59962,0.00328652
0.0135132,1.48824,4399.84,-3875.61,55.9477,850.152,0.0547563,1.59899,0.00322097
0.013685,1.50817,4399.84,-3875.53,56.4352,848.61,0.0549575,1.62002,0.00335746
0.0133817,1.47349,4399.85,-3875.5,55.4723,851.502,0.0553768,1.56554,0.00290882
0.0138884,1.48862,4399.83,-3875.38,57.4657,843.796,0.0539501,1.60149,0.00336374
0.0138898,1.48774,4399.83,-3875.57,57.006,846.182,0.0545843,1.6027,0.00336195
0.0135375,1.46338,4399.84,-3875.46,56.0714,848.622,0.0551601,1.54673,0.00220736
0.0131367,1.45618,4399.85,-3875.62,54.6341,854.573,0.0555762,1.53707,0.00240615
0.0136621,1.47401,4399.84,-3875.43,56.4592,847.997,0.0553472,1.57276,0.00287857
0.0136872,1.48589,4399.84,-3875.49,56.3141,847.789,0.0546581,1.56453,0.00271226
0.0135004,1.47586,4399.85,-3875.56,55.5165,851.062,0.0552418,1.553,0.00272659
0.0137687,1.4742,4399.84,-3875.49,56.4925,846.986,0.0542821,1.56793,0.00298835
0.0138029,1.48685,4399.84,-3875.56,57.6118,843.349,0.0539692,1.61468,0.00353299
0.0133027,1.46278,4399.85,-3875.47,54.9804,853.121,0.0552923,1.55273,0.00250594
0.0136458,1.45973,4399.84,-3875.49,56.0791,848.59,0.0550395,1.53295,0.00231848
0.0132436,1.46515,4399.85,-3875.41,54.6143,855.069,0.0564197,1.53339,0.0017022
0.0132322,1.48529,4399.85,-3875.45,54.2224,857.235,0.0562385,1.5671,0.00291071
0.0135296,1.49911,4399.84,-3875.45,56.0097,850.017,0.0549417,1.60285,0.00313693
0.0137827,1.49079,4399.84,-3875.49,56.8506,846.635,0.0544315,1.60366,0.00344916
0.0136008,1.51382,4399.84,-3875.56,56.4387,848.117,0.0543754,1.62487,0.00374905
0.0134114,1.52915,4399.84,-3875.59,54.8697,855.249,0.0554978,1.6197,0.00332439
0.0138123,1.45674,4399.83,-3875.54,56.5166,846.706,0.0545019,1.54491,0.00293619
0.0139738,1.48789,4399.83,-3875.47,57.2971,844.801,0.0542998,1.6057,0.00355294
0.0130404,1.48504,4399.85,-3875.56,54.1657,857.326,0.0558746,1.57585,0.00325499
0.0132967,1.47437,4399.85,-3875.55,55.0356,853.374,0.0555524,1.56347,0.00291843
0.0133313,1.52036,4399.85,-3875.51,55.3431,853.693,0.0553158,1.64431,0.00424649
0.0133712,1.47107,4399.84,-3875.6,55.1045,852.928,0.055687,1.55962,0.00278613
0.0135748,1.49384,4399.84,-3875.55,55.8373,850.537,0.0552868,1.58308,0.00336846
0.0138161,1.48398,4399.83,-3875.61,57.3679,844.64,0.0544915,1.60177,0.00329993
0.0131338,1.48304,4399.85,-3875.49,54.4832,855.965,0.0555905,1.57958,0.00348362
0.0136076,1.48544,4399.84,-3875.38,56.2911,848.641,0.054701,1.58835,0.00301148
0.0138636,1.51032,4399.83,-3875.43,57.0192,846.157,0.0541686,1.65098,0.00394583
0.0135301,1.44986,4399.84,-3875.52,55.7829,849.693,0.055072,1.52126,0.00241034
0.0131375,1.45727,4399.85,-3875.52,54.7014,854.248,0.0557021,1.53217,0.00231866
0.0130435,1.49727,4399.85,-3875.54,54.2718,857.458,0.0560721,1.58701,0.0032893
0.0133101,1.4724,4399.85,-3875.45,54.6732,855.073,0.0557998,1.56429,0.00264471
0.0134713,1.44378,4399.84,-3875.59,56.243,847.742,0.0546929,1.5313,0.0024073
0.0130685,1.4614,4399.85,-3875.45,54.5529,855.056,0.0559481,1.5377,0.00250235
0.013327,1.4812,4399.84,-3875.45,55.0936,852.931,0.0552698,1.56362,0.00316394
0.0133156,1.49552,4399.85,-3875.52,55.1425,853.442,0.0552625,1.6013,0.00349307
0.013761,1.50307,4399.84,-3875.59,57.2846,844.707,0.0540862,1.63013,0.00440205
0.013422,1.46717,4399.85,-3875.57,56.0016,848.791,0.0546816,1.5593,0.00304942
0.0136969,1.52245,4399.84,-3875.52,56.5689,847.69,0.0541845,1.63652,0.00358285
0.0134127,1.50568,4399.85,-3875.39,55.2102,853.75,0.0553441,1.61866,0.00376358
0.0133367,1.51109,4399.85,-3875.62,55.068,854.182,0.0552662,1.62729,0.00363989
0.0135211,1.46252,4399.84,-3875.4,56.0124,848.536,0.0546083,1.54958,0.00286111
0.0140668,1.50931,4399.83,-3875.57,57.3562,844.453,0.0538848,1.61745,0.00366116
0.0135684,1.44195,4399.84,-3875.48,56.0469,848.954,0.0555272,1.52792,0.00246213
0.013912,1.472,4399.84,-3875.46,57.354,844.116,0.0547938,1.56575,0.0033175
0.0133544,1.52516,4399.85,-3875.63,55.8509,850.955,0.0549921,1.62814,0.00373791
0.0131321,1.47776,4399.85,-3875.5,55.0111,853.269,0.0555698,1.56392,0.00276953
0.0135554,1.45925,4399.84,-3875.57,56.3772,847.202,0.0545216,1.53881,0.00237919
0.0131794,1.46712,4399.85,-3875.46,54.3411,856.187,0.0560201,1.55242,0.00268424
0.0137601,1.44938,4399.84,-3875.53,56.9457,844.999,0.0543352,1.54873,0.00298304
0.013128,1.50372,4399.85,-3875.51,54.6936,855.745,0.0557822,1.5976,0.00336453
0.0135348,1.49663,4399.84,-3875.44,56.0187,849.75,0.054833,1.59279,0.00340654
0.0134546,1.52201,4399.84,-3875.37,56.0085,850.474,0.054807,1.64468,0.00396035
0.0136987,1.42949,4399.84,-3875.57,56.6274,846.358,0.0547122,1.52955,0.00228297
0.0138501,1.52288,4399.83,-3875.41,57.0169,846.282,0.0541648,1.65081,0.0040137
0.0133776,1.50519,4399.84,-3875.58,54.6518,855.771,0.0554979,1.59639,0.00332491
0.0130911,1.48463,4399.85,-3875.49,54.2415,857.71,0.0564323,1.58278,0.00264868
0.0134333,1.45818,4399.84,-3875.58,56.3546,847.194,0.0546807,1.55239,0.0029742
0.0136971,1.4695,4399.84,-3875.44,56.692,846.247,0.0544606,1.56437,0.00257414
0.0139758,1.4883,4399.83,-3875.42,57.5992,843.242,0.0536874,1.59979,0.00338191
0.0135726,1.48929,4395.25,-3875.54,56.3594,849.329,0.0550081,1.63549,0.003928
0.0137208,1.52141,4399.84,-3875.6,56.5637,848.343,0.0547013,1.64429,0.00391217
0.0134386,1.48346,4399.84,-3875.52,54.8459,854.562,0.0555682,1.57703,0.00311485
0.013558,1.45429,4399.84,-3875.39,55.9647,848.619,0.0546578,1.52967,0.00235236
0.0136108,1.49941,4399.84,-3875.61,56.1892,849.509,0.0549406,1.60696,0.00295113
0.0137074,1.48427,4399.84,-3875.52,56.5202,847.255,0.0545394,1.57291,0.0032496
0.0133736,1.48763,4399.85,-3875.49,55.3041,852.484,0.0551341,1.57877,0.00297055
0.0139319,1.51425,4399.83,-3875.43,57.3871,843.545,0.054661,1.52255,0.00249857
0.0135483,1.46846,4399.84,-3875.6,55.59,850.979,0.0552032,1.56615,0.00259452
0.0134244,1.4883,4399.84,-3875.39,55.2833,852.639,0.0548302,1.59102,0.00325778
0.0133771,1.4858,4399.85,-3875.6,55.2619,853.203,0.0556199,1.5882,0.00339886
0.0132293,1.5011,4399.85,-3875.4,54.7116,855.68,0.0556099,1.60038,0.00331468
0.0135454,1.48551,4399.84,-3875.41,55.6536,851.403,0.0552807,1.5858,0.00309199
0.0136492,1.49593,4399.84,-3875.52,56.5437,848.088,0.0549083,1.60092,0.00305935
0.0137894,1.46168,4399.84,-3875.38,56.6381,846.17,0.0542576,1.56221,0.00313522
0.013135,1.46757,4399.85,-3875.54,54.4616,855.658,0.0561093,1.54196,0.00249911
0.0134109,1.49053,4399.84,-3875.45,55.1537,853.4,0.055352,1.58844,0.0032057
0.0136722,1.51536,4399.84,-3875.43,56.3013,849.096,0.0545683,1.63696,0.0036946
0.0135359,1.50238,4399.84,-3875.55,56.2528,849.639,0.0552735,1.61706,0.00390476
0.013385,1.4301,4399.84,-3875.51,56.3144,847.12,0.0544638,1.52025,0.00215498
0.0131699,1.49175,4399.85,-3875.45,54.2674,857.416,0.0560166,1.59074,0.003287
0.0136267,1.45274,4399.84,-3875.6,56.3127,847.442,0.0547454,1.52584,0.00250217
0.0138997,1.47666,4399.83,-3875.5,57.7589,842.814,0.0543897,1.59671,0.00346227
0.0133454,1.49804,4399.85,-3875.53,54.7148,855.605,0.0557498,1.59321,0.00277848
0.0134876,1.48019,4399.84,-3875.56,55.4711,851.629,0.0554329,1.56281,0.00285573
0.0131331,1.47269,4399.85,-3875.55,54.7855,854.697,0.05592,1.57091,0.00278372
0.0136024,1.51618,4398.22,-3875.47,55.679,851.67,0.0549577,1.63686,0.00411046
0.0137873,1.45701,4399.84,-3875.52,56.8291,845.707,0.0546316,1.54568,0.0026586
0.0138019,1.48551,4399.84,-3875.57,56.9656,845.162,0.0541967,1.56782,0.00318604
0.0138495,1.50649,4399.83,-3875.51,57.4287,844.477,0.054501,1.62792,0.00364056
0.0133729,1.45438,4399.85,-3875.46,55.5966,850.718,0.0554751,1.53731,0.00249663
0.0137212,1.4997,4399.84,-3875.51,57.0453,846.045,0.0545633,1.6227,0.00374672
0.0132171,1.47661,4399.85,-3875.47,54.8091,854.097,0.0557182,1.55219,0.00294031
0.0133841,1.46639,4399.85,-3875.59,55.9124,849.548,0.0553305,1.56037,0.00312189
0.0134903,1.45144,4399.84,-3875.41,55.4459,851.025,0.0554046,1.52088,0.00220816
0.013151,1.49174,4399.85,-3875.48,54.4632,856.383,0.0563335,1.5721,0.00292463
0.0137041,1.50954,4399.84,-3875.48,56.3358,848.758,0.0544713,1.62272,0.00339514
0.0135754,1.47899,4399.84,-3875.54,56.3541,848.243,0.0548122,1.58152,0.00345372
0.0139934,1.45887,4399.83,-3875.57,57.3292,843.545,0.0541576,1.55952,0.00289049
0.0134608,1.47899,4399.85,-3875.4,55.4753,851.378,0.0551405,1.56591,0.00285778
0.0133485,1.49165,4399.84,-3875.42,54.7545,855.163,0.0555258,1.58555,0.00334454
0.0138488,1.47065,4399.83,-3875.43,57.2988,844,0.0541834,1.57238,0.00304306
0.0134754,1.46883,4399.84,-3875.47,55.5664,851.169,0.0553878,1.56392,0.00300909
0.0130551,1.48493,4399.85,-3875.54,54.2683,857.174,0.0563807,1.56943,0.00281163
0.0132537,1.51279,4399.85,-3875.59,54.4917,856.653,0.0554885,1.60953,0.00275701
0.0134707,1.46761,4399.79,-3875.44,55.779,849.794,0.054822,1.5614,0.00262558
0.01369,1.53168,4399.84,-3875.56,56.6905,847.876,0.0545978,1.65416,0.00408917
0.0136688,1.46596,4399.84,-3875.38,56.5868,846.686,0.0546378,1.55926,0.00299058
0.013455,1.48236,4399.84,-3875.62,55.2195,852.933,0.0554039,1.58495,0.00271416
0.0136903,1.50095,4399.84,-3875.59,56.9675,846.339,0.0546202,1.61905,0.00413635
0.0136137,1.48188,4399.84,-3875.46,56.818,846.64,0.0546367,1.59434,0.00325574
0.0133863,1.49812,4399.84,-3875.48,54.8389,854.905,0.0553022,1.59202,0.00262917
0.0136848,1.47762,4399.84,-3875.48,56.8557,845.904,0.0546113,1.57061,0.00289664
0.0139318,1.50273,4399.83,-3875.63,57.5283,843.986,0.0542107,1.62789,0.0040877
0.0137985,1.47283,4399.84,-3875.43,57.2014,844,0.0540491,1.55814,0.00312523
0.0131623,1.45792,4399.85,-3875.39,54.5432,855.094,0.0561688,1.53932,0.00250611
0.013526,1.46329,4399.84,-3875.63,55.6773,850.789,0.0552738,1.56513,0.00266071
0.0136564,1.47454,4399.84,-3875.43,55.4027,851.449,0.0552495,1.55157,0.0025007
0.0137966,1.46199,4399.84,-3875.41,57.0902,844.628,0.0545634,1.55032,0.00257482
0.0132666,1.50796,4399.85,-3875.62,55.0473,854.431,0.055626,1.61973,0.00365496
0.013809,1.46138,4399.83,-3875.45,57.1202,845.844,0.0562371,1.54452,0.00231999
0.0137179,1.48002,4399.84,-3875.49,56.9753,846.11,0.0546379,1.59785,0.00342484
0.0136502,1.51482,4399.84,-3875.47,56.3767,849.08,0.054947,1.63452,0.00365863
0.0135813,1.50211,4399.84,-3875.54,56.0899,850.033,0.0548869,1.62958,0.00381538
0.0134509,1.50626,4399.84,-3875.62,55.8362,850.505,0.054512,1.61117,0.00306726
0.0137233,1.49982,4399.84,-3875.5,56.6149,847.656,0.0546639,1.60566,0.00334864
0.0131662,1.50391,4399.85,-3875.6,54.9161,853.988,0.0556468,1.56885,0.00250322
0.0136095,1.48178,4399.84,-3875.57,56.36,847.584,0.0548463,1.55869,0.00308316
0.0131989,1.46925,4399.85,-3875.58,54.3905,855.689,0.0559824,1.54372,0.0022587
0.0133018,1.51242,4399.85,-3875.4,55.212,853.755,0.0549243,1.6384,0.00411568
0.0131764,1.4807,4399.85,-3875.49,54.3837,856.775,0.0557062,1.58505,0.00314807
0.0135588,1.45265,4399.84,-3875.54,55.9263,848.999,0.0550779,1.536,0.002559
0.0136657,1.50119,4399.84,-3875.49,56.514,848.129,0.0546736,1.61622,0.00351133
0.0136388,1.49638,4399.84,-3875.49,55.8267,851.041,0.0552383,1.61345,0.00375305
0.0133362,1.47846,4399.85,-3875.41,55.5154,851.309,0.0551101,1.57127,0.00286667
0.013493,1.51726,4399.84,-3875.58,55.6814,852.005,0.0549307,1.64498,0.0040433
