tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime
0.00968387,2.25228,4399.92,-3875.39,40.0872,922.258,0.0652386,2.2507,7.04799e-05
0.00955467,2.24708,4399.92,-3875.62,39.3683,926.442,0.0660491,2.24024,-0.00024415
0.0101317,2.23819,4399.91,-3875.47,39.5461,925.38,0.0659228,2.24752,0.000133857
0.00969198,2.21462,4399.92,-3875.51,39.895,923.775,0.0659286,2.22491,0.000265372
0.00944813,2.27701,4399.92,-3875.46,38.6814,930.172,0.0667744,2.25164,-0.000145523
0.0092783,2.18402,4399.92,-3875.41,38.6031,930.65,0.066406,2.21243,-0.000397321
0.00911626,2.19674,4399.93,-3875.56,38.0306,934.432,0.0673034,2.21981,-0.000408757
0.00930191,2.30165,4399.93,-3875.39,38.4244,931.887,0.0668249,2.27707,6.81688e-05
0.00900734,2.26481,4399.93,-3875.38,37.4158,937.732,0.0678614,2.25156,2.2731e-05
0.00953137,2.19413,4399.92,-3875.38,39.2789,927.291,0.0663598,2.21775,-0.000138003
0.00990339,2.24031,4399.92,-3875.58,40.5065,920.078,0.0647742,2.24501,0.000369341
0.00910549,2.21861,4399.93,-3875.47,37.7632,935.581,0.067032,2.22312,0.000143913
0.00978337,2.23919,4399.92,-3875.55,40.7377,919.092,0.0651397,2.24926,6.6129e-05
0.00920893,2.30182,4399.93,-3875.51,38.127,933.397,0.067276,2.27223,0.000440756
0.00981937,2.21636,4399.92,-3875.43,40.5166,920.434,0.0653022,2.22752,4.49136e-05
0.0092504,2.19301,4399.93,-3875.61,38.4396,931.788,0.0666958,2.21511,-0.000247796
0.00938283,2.24373,4399.92,-3875.44,38.6017,930.772,0.0668732,2.24251,0.000405266
0.00957194,2.29134,4399.92,-3875.43,40.0621,922.534,0.0652595,2.27245,0.00036705
0.00953157,2.23692,4399.92,-3875.58,39.7547,924.346,0.0657739,2.23147,-0.0003886
0.0090179,2.22944,4399.93,-3875.47,37.2277,939.024,0.0681691,2.24,0.000125738
0.00929327,2.29931,4399.93,-3875.56,38.7828,929.849,0.0664574,2.27959,0.000514452
0.00972086,2.27612,4399.92,-3875.53,38.8807,929.04,0.0661425,2.26939,0.000686012
0.00951195,2.21275,4399.92,-3875.42,39.5839,925.465,0.0660996,2.22397,-0.000528545
0.00923358,2.21132,4399.93,-3875.58,38.2976,932.265,0.0668291,2.22681,-0.000286736
0.00954098,2.26664,4399.92,-3875.48,39.7829,924.017,0.0655064,2.25817,-0.000313144
0.0093039,2.26176,4399.93,-3875.63,38.3857,931.84,0.0671739,2.25302,-0.000176347
0.00924309,2.26438,4399.93,-3875.58,38.0656,933.819,0.0671747,2.26427,0.000396417
0.00982953,2.26698,4399.92,-3875.45,40.7041,919.233,0.0651375,2.26045,0.000316843
0.010022,2.27211,4399.91,-3875.59,40.8695,918.002,0.064659,2.25306,-7.64101e-05
0.00951748,2.26079,4399.92,-3875.49,39.1719,927.347,0.0660454,2.25697,-0.000123461
0.00901662,2.23802,4399.93,-3875.48,37.4609,937.616,0.0678074,2.24173,-0.00048981
0.00900734,2.20451,4399.93,-3875.51,37.3776,938.259,0.0679331,2.22735,-0.0001946
0.0096865,2.19803,4399.92,-3875.61,39.4296,926.462,0.0662447,2.22313,-0.000505419
0.00966375,2.28071,4399.92,-3875.53,39.8759,923.932,0.0657598,2.27287,5.732e-05
0.00926138,2.19477,4399.93,-3875.41,38.4223,931.564,0.0665109,2.21984,-0.000196187
0.00899317,2.25299,4399.93,-3875.61,36.9814,940.54,0.0684839,2.24599,-9.41818e-05
0.00935087,2.25891,4399.93,-3875.38,38.5791,930.49,0.0665604,2.24809,7.76129e-05
0.00947979,2.27504,4399.92,-3875.53,38.7589,929.945,0.0670086,2.257,-0.00023038
0.00961799,2.28512,4399.92,-3875.58,40.1735,922.305,0.0655654,2.2746,0.000202146
0.00956222,2.24425,4399.92,-3875.4,39.1675,927.584,0.066202,2.24864,0.000242831
0.00939253,2.27368,4399.92,-3875.61,38.8145,929.268,0.0662741,2.25972,-1.34402e-05
0.00888464,2.22868,4399.93,-3875.44,37.4045,937.406,0.0674273,2.23214,0.000101854
0.00984246,2.2397,4399.92,-3875.62,40.4838,920.51,0.0652954,2.24327,0.00012654
0.00903106,2.25512,4399.93,-3875.55,37.6142,936.169,0.0672595,2.24938,-0.000137509
0.00924446,2.22433,4399.93,-3875.57,37.4596,937.288,0.067378,2.23429,-0.000117869
0.00962455,2.26123,4399.92,-3875.53,39.5425,925.453,0.0661443,2.25441,-0.000306415
0.00956133,2.2034,4399.92,-3875.48,39.1716,927.428,0.0659403,2.2359,-9.58688e-05
0.00909997,2.24404,4399.93,-3875.41,37.5136,936.957,0.0677203,2.24775,0.000439197
0.00978625,2.23747,4399.92,-3875.52,40.8432,918.456,0.0649252,2.2409,0.00058525
0.00907792,2.25945,4399.93,-3875.46,37.6435,936.327,0.0676606,2.25598,-9.92483e-05
