tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime
0.0154676,2.35673,4399.79,-3875.4,62.9238,822.504,0.0510727,2.45482,0.00326247
0.0150688,2.41543,4399.8,-3875.49,62.3712,824.664,0.0513893,2.58683,0.00474579
0.0155962,2.39705,4399.79,-3875.6,64.1033,818.581,0.0508207,2.53196,0.00415544
0.0145977,2.45214,4399.82,-3875.58,62.6514,823.737,0.0512588,2.57566,0.00489051
0.0150281,2.41585,4399.8,-3875.6,62.476,824.328,0.0514157,2.58537,0.0050509
0.0151031,2.35067,4399.8,-3875.39,62.4253,824.872,0.05228,2.45487,0.00262851
0.0153172,2.4045,4399.8,-3875.4,63.2092,821.899,0.05123,2.56685,0.00409613
0.0153883,2.34964,4399.79,-3875.47,63.2365,821.497,0.0510389,2.46043,0.00258224
0.0151042,2.39917,4399.8,-3875.43,62.1863,825.609,0.0518432,2.52556,0.00416482
0.0150836,2.41934,4399.8,-3875.62,62.6839,823.549,0.0513617,2.58633,0.00471936
0.0149828,2.35654,4399.81,-3875.58,61.8116,826.477,0.0514031,2.46529,0.00283748
0.0150733,2.39877,4399.8,-3875.49,62.4064,824.85,0.051639,2.55626,0.0042176
0.0155119,2.37343,4399.79,-3875.52,64.4037,817.671,0.0504388,2.49891,0.00345608
0.0154171,2.36437,4399.8,-3875.52,63.3911,821.582,0.0512207,2.48818,0.00321816
0.0151961,2.39475,4399.8,-3875.45,62.965,822.796,0.0514557,2.54479,0.00411169
0.0153897,2.39074,4399.79,-3875.58,63.1136,822.224,0.0513231,2.52681,0.00396275
0.0150613,2.39981,4399.8,-3875.53,62.058,825.944,0.0517775,2.55857,0.0045273
0.015086,2.38991,4399.81,-3875.44,61.7608,827.123,0.0520514,2.5357,0.00361365
0.0152943,2.35661,4399.8,-3875.61,63.7313,819.91,0.0509615,2.4645,0.00305777
0.0150375,2.40659,4399.8,-3875.62,62.3438,824.755,0.0511701,2.55839,0.00483247
0.015155,2.41764,4399.8,-3875.43,63.1776,821.023,0.0503451,2.58775,0.00492735
0.0156158,2.38591,4399.79,-3875.39,64.5061,816.962,0.0504115,2.52949,0.00385084
0.0152373,2.3824,4399.8,-3875.62,62.8892,823.492,0.0518049,2.51006,0.00400099
0.0151956,2.40584,4399.8,-3875.47,63.187,821.706,0.0509943,2.5637,0.00449914
0.015609,2.37114,4399.79,-3875.6,64.2964,818.195,0.050631,2.49405,0.00383506
0.0150748,2.40294,4399.8,-3875.57,62.3506,825.217,0.051841,2.5639,0.00436117
0.0152906,2.37048,4399.8,-3875.56,63.5374,820.549,0.0507191,2.50734,0.00415122
0.0150658,2.36462,4399.8,-3875.37,61.8602,826.686,0.0516148,2.48669,0.00297453
0.015008,2.40869,4399.81,-3875.43,61.9314,826.523,0.05175,2.56695,0.00457809
0.0153923,2.37062,4399.79,-3875.5,63.814,819.389,0.0505164,2.50708,0.0034093
0.015012,2.37052,4399.8,-3875.61,62.1195,826.123,0.0519732,2.48486,0.00369517
0.0156252,2.3911,4399.79,-3875.49,64.6377,816.477,0.0501955,2.53997,0.00419434
0.0154289,2.37129,4399.79,-3875.61,63.645,820.488,0.0510283,2.49732,0.00367837
0.0149704,2.35942,4399.81,-3875.58,62.7441,823.522,0.0515378,2.4751,0.00326371
0.0154704,2.42357,4399.79,-3875.51,63.9299,818.993,0.0508478,2.57981,0.00460907
0.0150367,2.38316,4399.81,-3875.39,62.0187,826.347,0.0520277,2.51071,0.00359695
0.0152971,2.42322,4399.8,-3875.52,63.0289,821.886,0.0507821,2.59134,0.00505004
0.0151592,2.41958,4399.8,-3875.59,62.4639,824.233,0.0514033,2.58755,0.00511847
0.0151562,2.36836,4399.8,-3875.45,63.1013,822.378,0.0511421,2.49317,0.00358047
0.0154421,2.37057,4399.8,-3875.37,63.552,821.024,0.0512589,2.49644,0.00305403
0.0152286,2.34491,4399.8,-3875.57,63.3306,821.746,0.0512401,2.48531,0.00348071
0.0154692,2.39404,4399.79,-3875.47,63.4428,821.213,0.0513595,2.5454,0.00404514
0.0149156,2.36098,4396.79,-3875.39,62.5747,824.493,0.0516942,2.4858,0.00361789
0.0151824,2.37347,4399.8,-3875.62,61.9309,826.751,0.0519067,2.48214,0.00420543
0.0153001,2.40359,4382.17,-3875.49,64.2221,818.691,0.0504818,2.54468,0.00457804
0.0151163,2.35515,4399.8,-3875.55,62.5483,824.016,0.0516576,2.45751,0.00307274
0.0149794,2.40744,4399.81,-3875.47,62.1731,826.884,0.0513789,2.57178,0.00456662
0.0150817,2.40056,4399.8,-3875.54,62.5074,824.29,0.0513237,2.55674,0.00447147
0.0151625,2.3909,4399.8,-3875.45,62.8248,823.405,0.0515234,2.5427,0.00426152
0.0147574,2.40004,4399.81,-3875.55,61.3534,828.613,0.0520499,2.5397,0.00406785
0.0149364,2.39015,4399.81,-3875.46,61.4069,828.398,0.0521646,2.52644,0.00366597
0.0152103,2.37916,4399.8,-3875.44,62.8178,823.113,0.0513372,2.51016,0.00401222
0.0156358,2.354,4399.79,-3875.53,64.3907,817.75,0.0506016,2.49088,0.00353694
0.0150899,2.38593,4399.8,-3875.44,62.5101,824.468,0.0515767,2.53132,0.00387358
0.0149857,2.38409,4399.81,-3875.45,61.8501,827.034,0.0523083,2.53983,0.00391493
0.0153698,2.41036,4399.8,-3875.42,63.0918,821.988,0.0509485,2.58076,0.0046676
0.0150969,2.39629,4399.8,-3875.58,62.3504,825.163,0.0516939,2.5648,0.00463479
0.0153171,2.38562,4399.8,-3875.52,63.8672,819.558,0.0510615,2.53263,0.0042245
0.0155596,2.3958,4399.79,-3875.44,64.3676,817.649,0.0506819,2.55108,0.00443496
0.0154549,2.37944,4399.79,-3875.45,63.7141,820.128,0.0507788,2.50805,0.00373222
0.0150264,2.3799,4399.8,-3875.38,62.0258,826.429,0.0520087,2.50234,0.00347205
0.0150323,2.38375,4399.81,-3875.43,62.5183,824.2,0.0514304,2.5415,0.00419832
0.0151124,2.35252,4399.8,-3875.47,62.1688,825.348,0.0516233,2.45907,0.00312515
0.0153602,2.38252,4399.8,-3875.38,63.4132,821.139,0.0511748,2.53562,0.00416299
0.0153345,2.3533,4399.79,-3875.5,63.1553,821.711,0.0512355,2.45041,0.00301248
0.0151655,2.38867,4399.8,-3875.63,63.4117,821.373,0.0514013,2.53044,0.00389311
0.015545,2.39356,4399.79,-3875.41,64.3365,817.931,0.0509178,2.53331,0.00420282
0.0155081,2.40729,4399.79,-3875.56,63.8945,819.251,0.0509342,2.57902,0.00496447
0.0152067,2.35748,4399.8,-3875.6,62.7032,823.678,0.0515956,2.46693,0.00317938
0.0155133,2.35959,4399.79,-3875.46,63.9977,819.139,0.0510856,2.47055,0.00332709
0.0151933,2.3834,4399.8,-3875.61,62.8513,822.814,0.0510573,2.53788,0.00444254
0.0156298,2.39438,4399.79,-3875.53,64.0246,819.202,0.0511043,2.55321,0.00415736
0.0150315,2.36293,4399.81,-3875.46,62.2748,825.425,0.0517473,2.47865,0.00303091
0.0149164,2.4007,4399.8,-3875.45,61.6798,827.198,0.0516249,2.54499,0.00446273
0.0155614,2.35997,4399.79,-3875.52,64.0974,818.814,0.0505806,2.49002,0.00360005
0.0151066,2.3704,4399.8,-3875.48,63.0174,822.692,0.0513359,2.5028,0.00372504
0.0155168,2.3713,4399.79,-3875.51,63.7853,820.379,0.0515144,2.47053,0.00280981
0.0153636,2.38934,4399.8,-3875.46,63.7285,819.947,0.0510165,2.53586,0.00417313
0.0152979,2.41186,4399.8,-3875.47,62.5204,824.532,0.0517579,2.58283,0.00462621
0.015167,2.40435,4399.8,-3875.53,62.2969,825.55,0.0519561,2.55552,0.00450363
0.0154249,2.40329,4399.79,-3875.54,63.9201,818.873,0.0503728,2.55633,0.00458559
0.0151715,2.38603,4399.8,-3875.56,62.4997,824.626,0.0518059,2.5161,0.00369522
0.0153283,2.39689,4399.8,-3875.52,63.2615,821.907,0.0513828,2.56079,0.00445605
0.0148589,2.37691,4399.81,-3875.48,61.6082,827.968,0.0521311,2.49941,0.00341854
0.0150629,2.37162,4399.8,-3875.56,62.3827,825.182,0.0519737,2.47931,0.00240005
0.0151774,2.3913,4399.8,-3875.56,63.1857,821.819,0.051103,2.53387,0.00413593
0.0153236,2.36114,4399.8,-3875.4,63.6761,820.498,0.0512156,2.48313,0.00299504
0.0153467,2.35745,4399.8,-3875.53,62.7762,822.922,0.0509163,2.46413,0.00295332
0.0154246,2.3626,4399.79,-3875.55,63.6936,820.401,0.0510725,2.48229,0.00360484
0.015202,2.41564,4399.8,-3875.47,62.5594,824.007,0.0513591,2.59029,0.00492591
0.0155179,2.36829,4399.79,-3875.55,63.8674,819.881,0.0511315,2.49478,0.00329828
0.0152413,2.37067,4399.8,-3875.47,62.92,823.019,0.0513302,2.496,0.00334274
0.0154903,2.40557,4399.79,-3875.57,63.2485,821.658,0.0512188,2.57779,0.0044213
0.01509,2.36202,4399.8,-3875.47,62.1786,825.36,0.0514208,2.47367,0.00304911
0.0150017,2.36408,4399.8,-3875.42,62.0009,826.445,0.0519043,2.48375,0.00326427
0.015138,2.35525,4399.8,-3875.62,62.2459,825.245,0.0515914,2.47333,0.00311123
0.0151439,2.34796,4399.8,-3875.62,61.9612,826.105,0.0516117,2.4629,0.00300357
0.015384,2.36658,4399.8,-3875.48,63.1642,822.195,0.0513378,2.50958,0.00382009
0.015359,2.37607,4399.79,-3875.48,63.7723,819.646,0.05084,2.52268,0.00383033
0.0148637,2.36571,4399.81,-3875.47,61.5295,828.115,0.0521081,2.48114,0.0030459
0.0155926,2.38121,4399.79,-3875.48,64.0909,818.892,0.0510441,2.54069,0.004556
0.0151578,2.40179,4399.8,-3875.52,62.3631,824.979,0.0516516,2.55527,0.00435526
0.0151915,2.40734,4399.8,-3875.46,62.3936,824.891,0.0514481,2.57148,0.00447451
0.0152958,2.38224,4399.8,-3875.44,62.9323,822.851,0.0510333,2.50954,0.00372962
0.0152405,2.35496,4399.8,-3875.56,63.1333,822.338,0.0511836,2.48255,0.00309822
0.0154834,2.36723,4399.79,-3875.61,63.974,819.469,0.0510261,2.48724,0.00398244
0.0153044,2.3991,4399.8,-3875.45,62.9342,822.803,0.0512738,2.56308,0.00439107
0.0151375,2.38813,4399.8,-3875.5,62.4805,824.705,0.0518931,2.53632,0.00419223
0.0149152,2.40459,4399.81,-3875.6,62.2139,825.192,0.0512521,2.5638,0.00483674
0.0155425,2.40001,4399.79,-3875.62,63.8348,819.741,0.0510143,2.56727,0.00500132
0.0150384,2.40637,4399.8,-3875.53,62.1076,825.281,0.0511058,2.55581,0.00409992
0.0153627,2.37628,4399.8,-3875.48,63.1908,822.178,0.0515194,2.5121,0.00370932
0.0155275,2.40827,4399.79,-3875.57,63.6862,820.036,0.0510967,2.58598,0.00528661
0.0150005,2.37631,4399.81,-3875.54,62.2239,825.06,0.0511998,2.47822,0.00359774
0.0153137,2.35233,4399.8,-3875.52,63.2996,821.399,0.0510505,2.46725,0.00334746
0.0151178,2.40929,4399.8,-3875.48,62.7316,823.579,0.0513261,2.57006,0.00466622
0.0152942,2.36898,4399.8,-3875.43,63.1886,822.403,0.0515843,2.47421,0.00352648
0.0150864,2.36948,4399.8,-3875.56,62.1168,826.026,0.0518423,2.49259,0.00361831
0.0155458,2.372,4399.79,-3875.48,64.3327,818.297,0.0509164,2.49669,0.00355452
0.0154373,2.40381,4399.8,-3875.4,63.9115,819.531,0.0511829,2.56983,0.00462454
0.015136,2.37178,4399.8,-3875.38,62.5945,824.001,0.0512683,2.49397,0.00370267
0.0150213,2.37808,4399.8,-3875.42,62.2352,825.732,0.051932,2.50468,0.00397704
0.0147997,2.37231,4399.81,-3875.59,61.3711,828.396,0.0518973,2.50386,0.00371955
0.0151811,2.39213,4399.8,-3875.54,62.5143,824.578,0.0517331,2.51752,0.00386676
0.0152347,2.38909,4399.8,-3875.53,62.7473,824.015,0.0520942,2.52568,0.00388256
0.0150511,2.36695,4399.8,-3875.49,62.5387,824.461,0.0516338,2.48533,0.00307759
0.0151713,2.35349,4399.8,-3875.46,62.8201,823.272,0.0516174,2.46055,0.003013
0.0154427,2.34467,4399.79,-3875.48,63.6728,820.349,0.0512452,2.46228,0.00323779
0.0152725,2.43002,4399.8,-3875.41,62.7233,823.999,0.0516788,2.53515,0.00448404
0.0155663,2.3612,4399.79,-3875.4,63.8674,819.968,0.0511305,2.48732,0.00351167
0.0153998,2.35695,4399.79,-3875.49,63.6009,820.559,0.0512019,2.45913,0.00316817
0.0152159,2.38798,4399.8,-3875.41,63.015,822.65,0.0514451,2.52609,0.00368879
0.015221,2.35018,4399.8,-3875.45,62.7577,823.347,0.0517977,2.44663,0.00288401
0.0151354,2.39564,4399.8,-3875.57,63.6821,820.031,0.0510272,2.53438,0.00414675
0.0156446,2.4073,4399.79,-3875.57,64.3761,817.636,0.0506592,2.55396,0.00452279
0.0153081,2.39847,4399.8,-3875.52,63.3437,821.079,0.0507981,2.55757,0.00453789
0.015185,2.35623,4399.8,-3875.61,63.0469,822.336,0.0509985,2.47801,0.00343912
0.015112,2.37223,4399.8,-3875.54,61.8649,826.981,0.0519361,2.49814,0.00312056
0.0150624,2.37007,4399.8,-3875.38,62.4342,824.651,0.0513756,2.48618,0.00355519
0.0150703,2.35072,4286.05,-3875.53,62.3423,830.251,0.0522261,2.4584,0.00265766
0.0156238,2.39337,4399.79,-3875.58,64.3519,817.798,0.0506871,2.5454,0.00424026
0.0151412,2.42003,4399.8,-3875.62,62.9965,822.627,0.0513006,2.57709,0.00456554
0.0153652,2.39179,4399.79,-3875.5,63.2394,821.78,0.0513679,2.52949,0.00388303
0.0155362,2.39993,4399.79,-3875.54,64.0616,818.773,0.0509861,2.54705,0.00435771
0.0152629,2.39532,4399.8,-3875.46,62.6935,823.977,0.0517791,2.53402,0.00406502
0.0154071,2.37301,4399.79,-3875.58,64.2114,818.399,0.050629,2.5046,0.00412053
0.015537,2.37689,4399.79,-3875.6,63.9971,818.693,0.0505072,2.52878,0.00390867
0.0149744,2.38985,4399.81,-3875.48,61.8103,827.107,0.0520659,2.5498,0.00469167
0.0148711,2.37337,4399.81,-3875.49,61.6778,827.443,0.0518111,2.48332,0.00340434
0.0152121,2.38761,4399.8,-3875.44,62.3284,825.246,0.0519762,2.52475,0.00418466
0.0152279,2.36211,4399.8,-3875.42,63.1262,822.103,0.0511014,2.47985,0.00321464
0.0154845,2.37362,4399.79,-3875.48,64.2062,818.203,0.0504063,2.51057,0.00358718
0.0155907,2.37723,4399.79,-3875.52,64.3693,817.952,0.0508484,2.51732,0.00365952
0.0150211,2.38496,4399.81,-3875.56,61.9701,826.411,0.0518403,2.53191,0.00409419
0.015403,2.37276,4399.8,-3875.44,64.2768,818.008,0.0506583,2.5207,0.00402609
0.0153746,2.35659,4399.8,-3875.62,63.6438,819.954,0.0502865,2.48534,0.00394595
0.0152318,2.35092,4399.8,-3875.46,62.9514,822.488,0.0514969,2.45133,0.00316228
