tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0106104,-0.434455,6599.78,-3875.5,42.5174,781.435,0.0546111,5.84996,0.000186885,0.0155718
0.0105287,-0.420095,6599.79,-3875.5,41.8014,783.227,0.0545163,5.85914,0.000296322,0.0247573
0.0105268,-0.402946,6599.78,-3875.5,41.837,783.115,0.0545266,5.8697,0.000375941,0.0353103
0.0105213,-0.497531,6599.78,-3875.5,42.107,782.752,0.0545912,5.79343,-0.000227776,-0.0409586
0.0104145,-0.480938,6599.79,-3875.5,41.2463,784.929,0.0552795,5.80441,-7.11504e-05,-0.0299783
0.0101949,-0.436543,6599.8,-3875.5,40.6012,786.549,0.0551776,5.84582,0.000102643,0.011436
0.0105791,-0.474477,6599.78,-3875.5,42.4551,781.514,0.0546246,5.81576,-0.00034566,-0.018622
0.0102559,-0.480485,6599.8,-3875.5,41.0883,785.293,0.0552769,5.81069,-0.000401871,-0.0236984
0.0102146,-0.451884,6599.79,-3875.5,41.5545,783.799,0.0547995,5.83311,0.000232885,-0.00127165
0.0103887,-0.48627,6599.79,-3875.5,41.3554,785.181,0.0557366,5.80052,-0.000518096,-0.0338615
0.010416,-0.417583,6599.79,-3875.5,41.6774,783.743,0.0548501,5.86066,0.000430296,0.0262698
0.010468,-0.397304,6599.79,-3875.5,41.6966,784.116,0.0551989,5.87586,0.000442545,0.0414715
0.0109086,-0.475813,6599.77,-3875.5,43.6247,778.031,0.0538121,5.80417,-0.000160795,-0.0302129
0.0108667,-0.463768,6599.77,-3875.5,43.3756,786.992,0.0544292,5.81805,-8.38242e-05,-0.0163371
0.0111068,-0.471225,6599.76,-3875.5,44.0478,776.629,0.0533977,5.81037,-8.428e-06,-0.0240144
0.0106013,-0.418538,6599.78,-3875.5,42.0291,782.725,0.0546851,5.85673,0.000315588,0.0223468
0.0103793,-0.420871,6599.79,-3875.5,41.3319,784.846,0.0553359,5.85378,0.000221161,0.0193907
0.0106973,-0.406424,6599.78,-3875.5,42.8772,780.321,0.0541658,5.86945,-5.48104e-05,0.0350612
0.0109124,-0.481326,6599.76,-3875.5,43.6831,777.657,0.0535631,5.8083,-0.000146107,-0.0260839
0.0105528,-0.443786,6599.78,-3875.5,42.1608,782.348,0.0546962,5.83858,-0.000227096,0.00419821
0.0107738,-0.458626,6599.77,-3875.5,42.9209,780.004,0.0541068,5.82405,0.000252782,-0.0103352
0.0110053,-0.441952,6599.76,-3875.5,43.8799,777.427,0.0538674,5.84411,6.58614e-06,0.00972749
0.0105342,-0.462582,6599.78,-3875.5,42.1782,782.402,0.0550583,5.82803,-0.000179373,-0.00635334
0.0107545,-0.483797,6599.77,-3875.5,42.4127,781.723,0.0546123,5.80118,-0.000115683,-0.0332068
