,tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0,0.00824254,0.486103,4399.94,-3875.5,32.8565,960.518,0.0710896,0.468277,3.86787e-05,0.0194776
1,0.00808309,0.437169,4399.94,-3875.5,32.1318,964.941,0.0717337,0.450236,-0.000116623,0.00143736
2,0.0082145,0.490061,4399.94,-3875.5,33.0708,959.201,0.070902,0.461838,0.000277191,0.0130392
3,0.00868324,0.48719,4399.93,-3875.5,34.9056,947.742,0.0691312,0.471029,8.13187e-05,0.0222303
4,0.00890982,0.441976,4399.93,-3875.5,35.4605,944.702,0.0687755,0.449207,-0.000399549,0.000408462
5,0.00821228,0.420817,4399.94,-3875.5,33.1226,958.863,0.070682,0.448926,-9.65377e-05,0.000126644
6,0.00835405,0.423357,4399.94,-3875.5,33.5187,956.666,0.0707073,0.446058,3.02269e-05,-0.0027414
7,0.00885998,0.434893,4399.93,-3875.5,34.8881,948.417,0.0693909,0.447345,-0.000283241,-0.00145418
8,0.0083178,0.427906,4399.94,-3875.5,33.5355,956.289,0.0701927,0.448562,0.000114505,-0.000236601
9,0.00810973,0.516847,4399.94,-3875.5,33.1455,958.028,0.0700322,0.474349,0.000151635,0.0255498
10,0.00797759,0.41988,4399.94,-3875.5,32.1228,965.083,0.0717463,0.448461,-0.000165145,-0.000337644
11,0.00878045,0.433117,4399.93,-3875.5,35.0354,947.389,0.0693148,0.459527,0.000166626,0.0107282
12,0.00823477,0.409807,4399.94,-3875.5,32.581,962.385,0.0711401,0.443026,0.000469301,-0.0057725
13,0.00842219,0.454378,4399.94,-3875.5,33.5649,955.856,0.0702574,0.456653,0.000325389,0.00785427
14,0.00834185,0.451098,4399.94,-3875.5,32.9853,959.698,0.0712473,0.459461,0.000525304,0.0106616
15,0.00843116,0.47693,4399.94,-3875.5,33.6484,955.387,0.0701175,0.468643,0.000140001,0.0198438
16,0.00863093,0.399038,4399.94,-3875.5,34.0154,953.469,0.0699227,0.443063,0.000273552,-0.00573586
17,0.00856131,0.468346,4399.94,-3875.5,34.1835,952.347,0.07005,0.466852,0.000455001,0.0180529
18,0.00830114,0.433948,4399.94,-3875.5,33.1247,958.752,0.0706844,0.450266,2.8502e-05,0.00146749
19,0.00831568,0.387037,4399.94,-3875.5,33.3495,957.949,0.0706566,0.437502,0.000146473,-0.0112974
20,0.00817306,0.411213,4399.94,-3875.5,32.3602,963.723,0.0714397,0.444316,0.000116612,-0.00448315
21,0.00788852,0.46613,4399.95,-3875.5,32.0631,965.475,0.0717542,0.455949,-6.54709e-05,0.00714999
22,0.00795807,0.439793,4399.95,-3875.5,32.2058,965.001,0.0722415,0.452862,-7.47502e-05,0.00406332
23,0.00860472,0.485742,4399.94,-3875.5,34.685,954.044,0.0697059,0.470925,0.00028114,0.0221257
24,0.00875224,0.506078,4399.93,-3875.5,34.6774,949.219,0.0694261,0.466693,8.16362e-05,0.0178943
25,0.00852578,0.407181,4399.94,-3875.5,33.7426,955.304,0.070223,0.439701,0.000128413,-0.00909819
26,0.00805777,0.401304,4399.94,-3875.5,32.5386,962.555,0.0711811,0.445949,0.000337011,-0.00284993
27,0.00830807,0.485716,4399.94,-3875.5,33.3956,957.015,0.0705479,0.467533,-4.56895e-05,0.0187338
28,0.0085344,0.487797,4399.94,-3875.5,34.0762,952.275,0.0692525,0.46837,-3.0674e-05,0.0195713
29,0.00860464,0.403758,4399.94,-3875.5,34.4443,950.766,0.0694783,0.441427,2.27708e-05,-0.00737195
30,0.00837363,0.457551,4399.94,-3875.5,33.283,957.647,0.0703714,0.457033,2.21157e-05,0.00823375
31,0.00832973,0.463825,4399.94,-3875.5,33.2869,957.921,0.0707532,0.457663,0.000551459,0.00886399
32,0.00840838,0.441033,4399.94,-3875.5,33.3676,957.816,0.0711734,0.447801,4.44641e-05,-0.000997802
33,0.00844309,0.474229,4399.94,-3875.5,33.6386,955.656,0.0704771,0.463361,0.000236203,0.014562
34,0.00845245,0.515807,4399.94,-3875.5,33.6687,955.066,0.0700065,0.478215,0.000487541,0.0294164
35,0.00851736,0.480527,4399.94,-3875.5,34.0954,952.612,0.0699335,0.468851,0.000564386,0.020052
