tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0201276,-0.587759,4399.65,-3875.5,80.3265,770.592,0.04258,5.55263,-0.00432126,-0.281751
0.0203796,-0.59835,4399.64,-3875.5,80.8053,768.727,0.042522,5.53807,-0.00393431,-0.296315
0.0201634,-0.590982,4399.65,-3875.5,80.5471,770.515,0.0426574,5.55569,-0.0037379,-0.278696
0.020585,-0.581952,4399.63,-3875.5,81.8622,770.329,0.0425976,5.57985,-0.00389596,-0.25454
0.0202735,-0.574179,4399.64,-3875.5,80.643,772.308,0.0427915,5.58707,-0.00363493,-0.24732
0.0207826,-0.576242,4399.63,-3875.5,82.5005,769.344,0.0421947,5.58033,-0.00343494,-0.254055
0.0201404,-0.614719,4399.65,-3875.5,81.2969,767.067,0.0422127,5.52558,-0.00438947,-0.308807
0.0203852,-0.576785,4399.64,-3875.5,81.3765,771.881,0.0427337,5.59694,-0.00349102,-0.237449
0.0206849,-0.5948,4399.63,-3875.5,82.4806,767.729,0.0420675,5.55718,-0.00415901,-0.277204
0.020745,-0.583665,4399.63,-3875.5,82.7803,768.571,0.0424879,5.57137,-0.00370749,-0.263016
0.0202936,-0.582744,4399.64,-3875.5,80.6126,770.953,0.0429251,5.56093,-0.00391706,-0.273461
0.0202037,-0.588128,4399.65,-3875.5,80.2645,770.863,0.04263,5.55276,-0.00399216,-0.281624
0.020294,-0.587679,4399.64,-3875.5,81.022,769.802,0.0425489,5.55601,-0.00405874,-0.278376
0.0202343,-0.600994,4399.65,-3875.5,80.5313,768.776,0.0421314,5.53675,-0.00389485,-0.297636
0.0208273,-0.588167,4399.62,-3875.5,82.4535,768.447,0.0424127,5.56305,-0.00389827,-0.27134
0.0206972,-0.591299,4399.63,-3875.5,81.3334,768.384,0.0425317,5.5419,-0.00440892,-0.292482
0.0204402,-0.592633,4399.64,-3875.5,81.1664,769.826,0.0425703,5.55955,-0.00419197,-0.274839
0.0204742,-0.575055,4399.64,-3875.5,81.621,771.2,0.0425513,5.59109,-0.0034809,-0.243297
0.0204475,-0.615781,4399.64,-3875.5,81.3028,766.719,0.0424248,5.51623,-0.00460934,-0.318161
0.0203773,-0.599562,4399.64,-3875.5,80.7295,768.107,0.0423282,5.52866,-0.0041174,-0.305722
0.0203934,-0.588983,4399.64,-3875.5,81.5295,770.655,0.0429057,5.56648,-0.00423881,-0.267904
0.0205518,-0.562498,4399.63,-3875.5,81.7112,771.654,0.0425832,5.60825,-0.00294139,-0.226132
0.0205045,-0.570137,4399.64,-3875.5,81.5124,771.116,0.0425117,5.58732,-0.00332318,-0.24707
0.0201108,-0.590774,4399.65,-3875.5,80.1195,770.702,0.043218,5.54352,-0.00378507,-0.290865
0.020103,-0.583291,4399.65,-3875.5,80.5522,771.901,0.0431186,5.57079,-0.00364479,-0.263595
0.020708,-0.59117,4399.63,-3875.5,82.3124,767.499,0.0424082,5.54866,-0.00424286,-0.285727
0.0206164,-0.576611,4399.63,-3875.5,82.0267,770.611,0.0428667,5.58305,-0.00368305,-0.251339
0.0207879,-0.592825,4399.63,-3875.5,82.6355,766.686,0.0418955,5.54795,-0.00389133,-0.286438
0.0202777,-0.580396,4399.64,-3875.5,80.3719,771.856,0.0428536,5.56946,-0.00421163,-0.264925
0.0203973,-0.59433,4399.64,-3875.5,81.094,769.113,0.0431054,5.54041,-0.00442962,-0.293979
