,tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0,0.00798286,0.441674,4399.95,-3875.5,31.9536,967.404,0.072188,0.459013,0.000245714,0.0102145
1,0.00879939,0.458897,4399.93,-3875.5,35.3916,945.9,0.0690336,0.469605,0.000610371,0.0208056
2,0.00891213,0.484484,4399.93,-3875.5,35.5533,944.921,0.0685799,0.469673,0.000487215,0.0208736
3,0.00804636,0.447198,4399.94,-3875.5,32.201,965.476,0.0717577,0.457649,-0.000150579,0.00884979
4,0.00853506,0.381019,4399.93,-3875.5,34.1842,953.88,0.0697641,0.435618,0.000191218,-0.0131806
5,0.00862327,0.436973,4399.94,-3875.5,34.2779,952.781,0.0696836,0.45571,-6.26555e-05,0.00691087
6,0.00806733,0.496766,4399.94,-3875.5,32.5053,963.692,0.0715706,0.471861,3.90003e-05,0.0230617
7,0.00870007,0.396752,4399.93,-3875.5,34.5402,951.493,0.0696764,0.454352,-0.000106562,0.00555294
8,0.00799904,0.411325,4399.95,-3875.5,32.0438,967.146,0.0723131,0.452204,0.000348127,0.00340456
9,0.00819016,0.382231,4399.94,-3875.5,32.3951,964.606,0.071674,0.447904,8.43264e-05,-0.000894967
10,0.00870222,0.426027,4399.94,-3875.5,34.1925,953.577,0.0698392,0.452272,0.000170165,0.00347265
11,0.00826949,0.478001,4399.94,-3875.5,33.3369,958.546,0.070888,0.472541,0.000319833,0.0237422
12,0.00790648,0.485185,4399.95,-3875.5,32.6965,962.294,0.0713013,0.467241,0.000267618,0.0184424
13,0.00847991,0.499388,4399.94,-3875.5,33.42,958.209,0.0708609,0.47503,0.000473714,0.0262309
14,0.00846395,0.388738,4399.94,-3875.5,33.1695,960.409,0.0710922,0.440959,-0.000117701,-0.00784022
15,0.00866806,0.39281,4399.94,-3875.5,34.4811,952.045,0.069767,0.444256,0.000114875,-0.00454283
16,0.0082692,0.516369,4399.94,-3875.5,33.1527,959.776,0.0710754,0.479294,0.000405214,0.0304946
17,0.0080162,0.490965,4399.94,-3875.5,32.3309,964.872,0.0717547,0.466183,3.10133e-05,0.0173839
18,0.00861236,0.425306,4399.94,-3875.5,34.6205,950.87,0.0696258,0.454084,0.000396729,0.00528464
19,0.00906191,0.386622,4399.93,-3875.5,34.9168,949.539,0.0692132,0.447451,5.13045e-05,-0.00134763
20,0.00863027,0.4171,4398.12,-3875.5,34.5209,951.842,0.0695536,0.444462,-0.000153666,-0.00433729
21,0.00844461,0.422585,4399.94,-3875.5,34.5932,950.678,0.0693491,0.458356,0.000111332,0.00955663
22,0.00894355,0.451581,4399.93,-3875.5,35.5602,945.097,0.068616,0.461502,0.000390815,0.0127032
23,0.00854006,0.490161,4399.94,-3875.5,34.0373,954.142,0.0700295,0.475164,0.000337417,0.026365
24,0.00829405,0.383078,4399.94,-3875.5,32.9446,961.809,0.0714762,0.442296,-3.92819e-05,-0.0065027
25,0.00874157,0.492108,4399.93,-3875.5,34.9384,948.72,0.0691513,0.47616,0.000651003,0.0273611
26,0.00837815,0.404179,4399.94,-3875.5,33.4177,958.736,0.0706914,0.442586,-0.000157138,-0.00621326
27,0.00821558,0.397391,4399.94,-3875.5,33.5706,957.692,0.0707322,0.444978,1.55265e-05,-0.00382095
28,0.00869398,0.445485,4399.93,-3875.5,35.1764,947.33,0.0690222,0.466534,-0.000138817,0.0177355
29,0.00795637,0.423112,4399.94,-3875.5,31.8072,968.315,0.0721548,0.454375,0.000228959,0.00557642
30,0.00863715,0.459417,4399.94,-3875.5,34.5687,950.76,0.0692825,0.463637,0.000435872,0.0148382
31,0.0086005,0.474155,4399.93,-3875.5,34.3138,952.419,0.0697041,0.467922,0.000124798,0.0191231
32,0.00839755,0.437833,4399.94,-3875.5,33.1928,960.068,0.0713937,0.457343,0.000196173,0.00854395
33,0.00826757,0.453134,4399.94,-3875.5,33.4188,957.95,0.0703659,0.460636,-3.46475e-05,0.0118367
34,0.00860765,0.381926,4399.94,-3875.5,34.2884,953.536,0.0702327,0.441048,0.000444024,-0.00775139
35,0.00829599,0.403696,4399.94,-3875.5,32.2557,965.794,0.0720124,0.451022,0.000107159,0.00222338
36,0.0079755,0.44283,4399.94,-3875.5,32.238,965.694,0.0719533,0.456573,0.000487298,0.00777435
37,0.00804193,0.447627,4399.94,-3875.5,32.113,966.524,0.0723255,0.458042,0.000529845,0.00924289
38,0.00795026,0.463158,4399.95,-3875.5,32.192,965.989,0.0720946,0.460584,-0.000124477,0.0117855
39,0.00834108,0.437215,4399.94,-3875.5,32.7544,962.326,0.0711413,0.451671,0.000160293,0.00287182
40,0.00820036,0.442351,4399.94,-3875.5,33.101,960.485,0.0711643,0.459549,6.23144e-05,0.0107503
41,0.0087608,0.467358,4399.93,-3875.5,35.0092,948.458,0.0694007,0.467496,0.000292988,0.0186972
42,0.00819347,0.421357,4399.94,-3875.5,32.8363,961.987,0.0715509,0.451759,0.000154236,0.00296023
43,0.00867978,0.41987,4399.93,-3875.5,34.8379,949.598,0.0694353,0.451815,0.000632557,0.00301633
44,0.00857461,0.518412,4399.94,-3875.5,34.2276,965.089,0.0705622,0.470412,0.000224147,0.0216126
45,0.00828644,0.447235,4399.94,-3875.5,32.942,961.008,0.0710864,0.460526,7.55719e-05,0.0117274
46,0.00846379,0.439817,4399.94,-3875.5,33.9179,955.804,0.0707697,0.455745,-3.58682e-05,0.00694576
