tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0118663,2.38121,4399.88,-5124.5,61.3907,847.03,0.0550441,2.48638,0.002995,0.242384
0.011035,2.38687,4399.89,-5124.5,59.4623,853.928,0.0561838,2.46855,0.00303798,0.224552
0.0118872,2.38928,4399.88,-5124.5,61.095,849.646,0.0557651,2.53111,0.00369154,0.287118
0.0122496,2.36642,4399.87,-5124.5,62.4543,843.749,0.055141,2.48265,0.00294339,0.238657
0.011831,2.35571,4399.88,-5124.5,60.966,848.492,0.0561919,2.44425,0.00211733,0.200256
0.0114113,2.35766,4399.89,-5124.5,61.1176,845.798,0.0552029,2.44535,0.00253597,0.201355
0.0121262,2.39633,4399.87,-5124.5,61.4751,848.36,0.055324,2.53021,0.00355943,0.286214
0.0118141,2.41018,4399.88,-5124.5,62.7165,841.778,0.0551427,2.501,0.00335632,0.257008
0.011927,2.40194,4399.88,-5124.5,62.3057,843.825,0.0548696,2.50705,0.00355648,0.263059
0.0118624,2.33331,4399.88,-5124.5,61.954,844.168,0.0556369,2.45382,0.00300636,0.209829
0.0118773,2.39327,4399.88,-5124.5,61.9379,846.362,0.0553018,2.56928,0.00424091,0.32528
0.0116821,2.376,4399.88,-5124.5,60.6186,849.094,0.0558425,2.42475,0.00272135,0.180756
0.011588,2.38174,4399.88,-5124.5,60.8088,850.068,0.0553299,2.55414,0.00416283,0.310144
0.0120961,2.3841,4399.87,-5124.5,62.9619,841.374,0.0545455,2.49234,0.00292562,0.248346
0.0113655,2.36365,4399.89,-5124.5,61.4018,845.338,0.0554616,2.44358,0.00243203,0.199581
0.0116326,2.42461,4399.88,-5124.5,60.1978,852.909,0.0564932,2.50426,0.00322956,0.260269
0.012164,2.41218,4399.87,-5124.5,62.7249,843.175,0.0554184,2.54346,0.00413798,0.299462
0.0117245,2.37086,4399.88,-5124.5,62.0304,844.617,0.055608,2.48991,0.00322768,0.245915
0.0115145,2.3708,4399.88,-5124.5,60.843,847.724,0.055741,2.43225,0.00280239,0.188256
0.0119667,2.37389,4399.88,-5124.5,62.9408,841.439,0.0549103,2.50974,0.0037233,0.265742
0.0117981,2.35741,4399.88,-5124.5,62.0869,843.127,0.0556078,2.44625,0.00230727,0.202253
0.0120455,2.40403,4399.88,-5124.5,61.771,847.622,0.0553231,2.56566,0.0043409,0.321667
0.0115518,2.37153,4399.88,-5124.5,61.6278,844.794,0.0551497,2.46663,0.00265156,0.222638
