tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0105318,-2.0648,4399.9,-5124.5,55.4994,868.591,0.0582039,4.20153,0.00203684,0.162337
0.00996852,-2.08729,4399.91,-5124.5,53.2198,879.312,0.059672,4.2354,0.00218905,0.196213
0.0105323,-2.16178,4399.9,-5124.5,54.6555,872.578,0.0587564,4.20878,0.00220511,0.169592
0.0102066,-2.07768,4399.91,-5124.5,54.6503,873.91,0.0588395,4.27067,0.00295594,0.231483
0.0105189,-2.07099,4399.91,-5124.5,54.9172,873.417,0.0586746,4.26328,0.00269299,0.224086
0.0104876,-2.14925,4399.9,-5124.5,55.1809,870.521,0.0587083,4.21107,0.00216459,0.171884
0.0104214,-2.15866,4399.91,-5124.5,54.1454,874.454,0.0592245,4.18319,0.00144144,0.143996
0.0102243,-2.14405,4399.91,-5124.5,54.3418,872.947,0.0589373,4.18288,0.00182121,0.143689
0.0100732,-2.09577,4399.91,-5124.5,53.5125,879.47,0.0596893,4.27896,0.00331725,0.239768
0.0104108,-2.11526,4399.91,-5124.5,53.6442,878.465,0.0589681,4.23423,0.00219036,0.19504
0.010378,-2.12288,4399.91,-5124.5,55.3822,869.205,0.0582578,4.22553,0.00215314,0.186335
0.0103441,-2.14961,4399.91,-5124.5,53.6587,877.079,0.0593986,4.20807,0.00199828,0.16888
0.0105197,-2.16811,4399.9,-5124.5,55.0982,870.47,0.0588931,4.192,0.00195336,0.152814
0.0105757,-2.09335,4399.9,-5124.5,55.5085,871.12,0.0584944,4.27195,0.00278674,0.232762
0.0102115,-2.08733,4399.91,-5124.5,54.1553,876.132,0.058797,4.27538,0.00308484,0.23619
0.0105878,-2.05685,4399.9,-5124.5,54.7409,874.277,0.0588813,4.28995,0.00325969,0.250756
0.010554,-2.11515,4399.9,-5124.5,55.5119,870.463,0.0590173,4.23667,0.00272535,0.197482
0.0101505,-2.05629,4399.91,-5124.5,54.2391,876.326,0.059141,4.27191,0.00265525,0.232717
0.0106549,-2.08889,4399.9,-5124.5,55.1203,872.96,0.0585736,4.26876,0.00253361,0.229573
0.0103337,-2.09449,4399.91,-5124.5,54.0376,876.973,0.0589281,4.26929,0.00254685,0.230098
0.0108935,-2.10081,4399.9,-5124.5,54.9795,874.101,0.0594183,4.23298,0.00263001,0.193789
0.0103096,-2.08886,4399.91,-5124.5,54.6661,873.664,0.058712,4.24893,0.00286049,0.209736
0.0102833,-2.10186,4399.91,-5124.5,53.5974,878.472,0.0597572,4.23057,0.00238568,0.191383
0.0104281,-2.12375,4399.91,-5124.5,54.8442,871.812,0.0589263,4.21494,0.00191079,0.175752
0.0106517,-2.11104,4399.9,-5124.5,55.4953,869.391,0.0584707,4.21499,0.002265,0.175796
0.0107369,-2.09835,4399.9,-5124.5,55.8867,882.532,0.0589416,4.28265,0.00344085,0.243458
0.0103664,-2.09544,4399.91,-5124.5,54.9016,871.063,0.0585214,4.21277,0.00192882,0.173579
0.0103928,-2.05886,4399.91,-5124.5,53.8761,878.568,0.0594485,4.26964,0.00274465,0.230446
0.0105515,-2.09683,4399.9,-5124.5,54.5892,875.146,0.058902,4.25973,0.00287971,0.220541
0.0104824,-2.14708,4399.91,-5124.5,53.7445,877.054,0.0597753,4.17893,0.00182547,0.139741
0.0101146,-2.11319,4399.91,-5124.5,53.9079,874.988,0.0589034,4.19723,0.00177911,0.158042
0.0102876,-2.1367,4399.91,-5124.5,54.2571,873.957,0.0594469,4.19012,0.00193638,0.150928
0.0105335,-2.08311,4399.9,-5124.5,55.5129,870.756,0.0581796,4.27076,0.00323366,0.231566
0.0103787,-2.11683,4399.91,-5124.5,54.7717,872.197,0.0593596,4.19792,0.00154377,0.15873
0.0105317,-2.05853,4399.9,-5124.5,55.0237,873.467,0.0588617,4.26726,0.00301966,0.228072
0.0105792,-2.12001,4399.9,-5124.5,53.4564,880.389,0.060133,4.23007,0.00236371,0.190878
0.0106633,-2.08998,4399.9,-5124.5,54.8784,873.699,0.0586281,4.25718,0.00262206,0.217993
0.0102586,-2.08871,4399.91,-5124.5,54.6945,873.849,0.0589012,4.27103,0.00289553,0.231843
0.0102857,-2.09832,4399.91,-5124.5,53.9704,877.805,0.0594011,4.27286,0.00319379,0.23367
0.0100045,-2.08026,4399.91,-5124.5,53.1433,880.488,0.059607,4.24943,0.00249062,0.210242
0.0105173,-2.09123,4399.9,-5124.5,54.9493,872.262,0.05898,4.22439,0.00223089,0.185198
0.0104331,-2.09558,4399.9,-5124.5,55.1307,871.95,0.058049,4.27516,0.00270071,0.235971
0.0105334,-2.12785,4399.9,-5124.5,54.3219,873.847,0.0590378,4.18111,0.00166515,0.14192
0.0103953,-2.10824,4399.91,-5124.5,54.0068,877.512,0.0598159,4.24304,0.00204238,0.203846
0.0105147,-2.06406,4399.9,-5124.5,54.8437,873.731,0.0586003,4.28366,0.00338013,0.244473
0.0100426,-2.08611,4399.91,-5124.5,53.1455,880.737,0.0593466,4.25521,0.00267556,0.21602
