tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.014132,1.34431,4399.83,-5124.5,72.1609,807.732,0.0507591,1.37637,0.000588352,0.0299713
0.0143268,1.35562,4399.82,-5124.5,74.5617,799.736,0.0498692,1.34207,0.000164459,-0.00432214
0.0140931,1.34411,4399.83,-5124.5,72.6908,806.018,0.0509731,1.34892,-7.55647e-05,0.00252353
0.0137661,1.37899,4399.84,-5124.5,72.9047,804.07,0.049981,1.38442,0.000135749,0.0380207
0.0134656,1.3504,4399.84,-5124.5,71.7186,807.919,0.0507176,1.3139,-0.000363414,-0.0325005
0.0137292,1.31134,4399.84,-5124.5,72.8071,804.764,0.0502236,1.28618,-0.000294918,-0.0602167
0.0141449,1.34593,4399.83,-5124.5,73.8367,801.768,0.0496966,1.32561,-0.00073659,-0.0207846
0.0138229,1.31909,4399.83,-5124.5,71.8903,808.201,0.0509217,1.30057,-0.000440144,-0.0458302
0.0136792,1.35799,4399.84,-5124.5,72.2323,806.055,0.0500426,1.38128,0.000526967,0.03488
0.013795,1.31627,4399.83,-5124.5,72.5398,806.105,0.0496599,1.29715,-0.000909829,-0.0492467
0.0139156,1.36481,4399.83,-5124.5,74.0718,800.214,0.0493705,1.34756,0.000294725,0.00115984
0.01378,1.33459,4399.83,-5124.5,71.7732,808.367,0.0507268,1.30046,-0.000660425,-0.0459372
0.0136165,1.35807,4399.84,-5124.5,71.7449,808.026,0.0507008,1.34132,3.85363e-05,-0.00507825
0.0136189,1.36032,4399.84,-5124.5,73.1343,803.213,0.0498924,1.41228,0.00100858,0.0658811
0.0136897,1.3636,4399.84,-5124.5,71.8801,807.74,0.0507753,1.38452,0.000696061,0.0381269
0.0138528,1.33255,4399.83,-5124.5,72.3609,806.38,0.0503362,1.31212,-0.000480314,-0.0342743
0.0139638,1.352,4399.83,-5124.5,73.0992,803.769,0.0500297,1.40918,0.000679675,0.0627832
0.0140498,1.37611,4399.83,-5124.5,73.2669,803.394,0.0499299,1.3779,0.000718334,0.0315018
0.0141347,1.31711,4399.83,-5124.5,73.42,803.171,0.0499195,1.30937,-1.07543e-05,-0.037028
0.0135786,1.34968,4399.84,-5124.5,72.0488,807.322,0.0506663,1.3752,0.000655703,0.0288012
0.013932,1.33758,4399.83,-5124.5,72.566,805.867,0.0502922,1.32368,-0.000262799,-0.0227134
0.0140369,1.36191,4399.83,-5124.5,72.7788,804.991,0.0499989,1.36512,1.03631e-05,0.0187214
0.0139288,1.36322,4399.83,-5124.5,72.5295,805.767,0.0503604,1.39859,0.000913354,0.0521945
0.0138956,1.34818,4399.83,-5124.5,72.627,805.668,0.0505782,1.34862,-0.000291864,0.00222203
0.0139354,1.34304,4399.83,-5124.5,73.4752,802.57,0.0499269,1.33778,-0.000337118,-0.00861967
0.0137341,1.37553,4399.84,-5124.5,72.6135,804.766,0.0496877,1.35134,0.000512142,0.0049383
0.0138646,1.35533,4399.83,-5124.5,72.0508,807.502,0.0508884,1.34715,-5.51158e-05,0.000749395
0.0140794,1.33283,4399.83,-5124.5,73.1151,803.946,0.049964,1.27809,-0.000681675,-0.0683084
0.0137685,1.33627,4399.84,-5124.5,72.045,807.247,0.0503285,1.29037,-0.000933653,-0.056026
0.0136914,1.35872,4395.22,-5124.5,72.4115,805.822,0.0502571,1.35432,8.45599e-05,0.00792394
0.0142437,1.38453,4399.82,-5124.5,73.753,802.447,0.0501823,1.38984,0.000847671,0.0434388
0.0140815,1.3495,4399.83,-5124.5,73.5387,802.808,0.0499481,1.35913,0.000155797,0.0127302
0.0139636,1.35712,4399.83,-5124.5,73.2323,802.916,0.0497772,1.38654,0.000414791,0.0401467
0.014239,1.32633,4399.82,-5124.5,73.7935,802.221,0.0498699,1.31989,-0.000230777,-0.0265056
0.0144821,1.35568,4399.82,-5124.5,73.9269,802.02,0.0498448,1.29642,-0.000774757,-0.0499729
0.0136983,1.35149,4399.84,-5124.5,72.3089,806.043,0.050264,1.34623,-5.45828e-05,-0.000167236
0.0138517,1.34066,4399.84,-5124.5,72.2155,806.591,0.0501472,1.3306,-6.25136e-05,-0.0157931
0.014085,1.31128,4399.83,-5124.5,73.1715,804.239,0.0503492,1.32481,-0.000100006,-0.0215885
0.0138174,1.34451,4399.83,-5124.5,72.2945,806.562,0.0504174,1.32012,-0.000624236,-0.0262731
0.0135122,1.3612,4399.84,-5124.5,71.6672,808.178,0.0506597,1.34459,-2.10272e-05,-0.00180259
0.0140155,1.32611,4399.83,-5124.5,74.1026,800.684,0.0498242,1.32421,4.67525e-05,-0.0221836
0.0141524,1.38212,4399.83,-5124.5,73.6002,802.441,0.0498553,1.37429,0.000481318,0.0278883
0.0141332,1.32487,4399.83,-5124.5,73.7873,802.42,0.0504629,1.30289,-0.00103996,-0.0435056
0.0138116,1.35585,4399.84,-5124.5,71.8087,811.712,0.0508449,1.37223,0.000262062,0.025838
0.0143015,1.3255,4399.82,-5124.5,74.3019,800.859,0.0501946,1.34578,0.000240936,-0.000618307
0.0141564,1.32851,4399.83,-5124.5,74.2404,804.501,0.0496838,1.32551,-0.000355589,-0.0208892
0.0136373,1.37705,4399.84,-5124.5,72.0299,806.448,0.0503147,1.39333,0.000740661,0.0469379
0.0139746,1.33529,4399.83,-5124.5,72.8829,804.911,0.0502155,1.3064,-0.000369055,-0.0399984
0.0132885,1.36195,4399.85,-5124.5,72.3527,805.032,0.0502045,1.38525,0.000593409,0.0388521
0.0136661,1.3065,4399.84,-5124.5,72.6166,804.923,0.0500537,1.2984,-0.000562919,-0.0479964
0.0131602,1.40242,4399.85,-5124.5,72.083,805.072,0.0496318,1.33176,-0.000135552,-0.0146345
0.0138412,1.33749,4399.83,-5124.5,72.6849,805.126,0.0502466,1.28749,-0.000701866,-0.0589086
0.0137491,1.34665,4399.83,-5124.5,71.4419,809.326,0.0507364,1.34354,0.000198689,-0.00285864
0.0138868,1.33966,4399.83,-5124.5,72.2406,807.067,0.050659,1.30459,-0.000657637,-0.041807
0.0139181,1.34752,4398.87,-5124.5,72.9334,804.472,0.0502209,1.35119,1.80183e-05,0.00479084
0.0142341,1.33916,4399.82,-5124.5,73.2366,803.355,0.0492713,1.37121,0.000353528,0.0248082
0.0139898,1.34734,4399.83,-5124.5,73.6156,802.641,0.0502279,1.30567,-2.68315e-05,-0.040729
0.013709,1.32133,4399.84,-5124.5,72.4462,805.83,0.0502493,1.29844,-0.000579083,-0.0479548
0.0145291,1.3242,4399.82,-5124.5,73.5203,803.75,0.0504582,1.35988,3.89498e-05,0.0134837
0.0138326,1.31249,4399.83,-5124.5,73.155,803.559,0.0499003,1.30334,-0.000783048,-0.0430545
0.0141642,1.35668,4399.83,-5124.5,73.1219,804.449,0.0502058,1.3722,0.000522227,0.0258032
0.0138537,1.33974,4399.83,-5124.5,72.8053,804.584,0.049985,1.31607,-0.000907569,-0.0303254
0.014158,1.35904,4399.83,-5124.5,73.6804,802.402,0.0499834,1.3712,0.000386394,0.0248042
0.0140504,1.34012,4399.83,-5124.5,72.616,806.052,0.0503944,1.36646,0.00019158,0.020059
0.0136825,1.34336,4399.84,-5124.5,72.1307,806.547,0.0502658,1.34501,-0.000102662,-0.00138295
0.0141736,1.33781,4399.83,-5124.5,74.499,799.783,0.0496419,1.33075,9.2653e-07,-0.0156425
0.0141074,1.33241,4399.83,-5124.5,73.4082,803.096,0.0500873,1.3268,-0.000333647,-0.0196007
0.014301,1.32877,4399.82,-5124.5,73.8527,801.876,0.0497177,1.35197,-0.000143117,0.00556853
0.0136395,1.30392,4399.84,-5124.5,71.5801,808.522,0.0502872,1.32338,-0.000939631,-0.0230215
0.0141332,1.38269,4399.83,-5124.5,73.0191,804.874,0.0503994,1.40037,0.000952249,0.053974
0.0137576,1.374,4399.83,-5124.5,71.6893,808.436,0.0507636,1.37885,0.00031337,0.0324562
0.0138616,1.31257,4399.83,-5124.5,73.0788,804.358,0.0505179,1.28803,-0.000971735,-0.0583673
0.0140931,1.32218,4399.83,-5124.5,73.4705,803.157,0.0500256,1.28937,-0.000955734,-0.0570302
0.0138371,1.35623,4399.83,-5124.5,71.8667,808.11,0.0506977,1.39843,0.000538267,0.0520358
0.0138547,1.35696,4399.83,-5124.5,73.5023,802.553,0.0502351,1.31356,-0.000835311,-0.0328351
0.0137702,1.32035,4399.84,-5124.5,71.951,807.373,0.0503907,1.3336,-0.000260947,-0.0127947
0.01403,1.34465,4399.83,-5124.5,74.4257,799.472,0.0497748,1.33808,-0.000367463,-0.00832096
0.0136278,1.37544,4399.84,-5124.5,71.9074,807.405,0.0503261,1.39041,0.000439375,0.044018
0.014217,1.34998,4399.83,-5124.5,73.6323,802.43,0.0497569,1.38492,0.00064518,0.0385233
0.0140333,1.36825,4399.83,-5124.5,73.2366,803.553,0.0499115,1.39812,0.000646712,0.0517229
0.0140663,1.34467,4399.83,-5124.5,72.4252,806.839,0.0508187,1.38315,0.000492296,0.0367544
0.014046,1.35406,4399.83,-5124.5,74.0585,800.809,0.0495481,1.36674,1.30846e-05,0.0203438
0.0139501,1.35374,4399.83,-5124.5,73.4515,802.891,0.0503188,1.37188,0.000330383,0.0254847
0.0138053,1.34989,4399.84,-5124.5,72.3354,806.403,0.0504555,1.41248,0.00115411,0.0660831
0.0137475,1.35499,4399.84,-5124.5,71.568,809.032,0.0506606,1.37844,0.000116452,0.0320382
0.0139498,1.34375,4399.83,-5124.5,72.8672,805.132,0.0505694,1.28702,-0.00031139,-0.0593774
0.0137224,1.35372,4399.84,-5124.5,72.5114,805.922,0.0506363,1.31789,-0.000300269,-0.0285048
0.0142263,1.3548,4399.82,-5124.5,73.1811,804.435,0.050453,1.3449,-8.08532e-05,-0.00149899
0.0134186,1.38903,4399.84,-5124.5,72.3024,805.442,0.0501915,1.35838,0.000228044,0.011979
0.0139327,1.33888,4399.83,-5124.5,72.7679,804.957,0.0500914,1.35323,0.00031577,0.00683651
0.0138401,1.32911,4399.83,-5124.5,71.3462,809.46,0.0505078,1.34484,0.000408035,-0.00155639
0.0138184,1.3527,4399.84,-5124.5,72.946,804.418,0.0503976,1.38387,0.000464385,0.0374743
0.0141832,1.38076,4399.83,-5124.5,73.6755,802.746,0.0503706,1.36651,0.000334103,0.0201145
0.0140066,1.32958,4399.83,-5124.5,73.0782,804.188,0.050332,1.3223,-0.000410254,-0.024096
0.0137546,1.32664,4399.84,-5124.5,72.4208,805.872,0.0502852,1.32474,-0.000422609,-0.0216561
0.0137841,1.34193,4399.84,-5124.5,71.7579,808.326,0.0508085,1.37791,0.00057206,0.0315095
0.0139414,1.36084,4399.83,-5124.5,72.6442,804.83,0.0493772,1.33293,-0.000449298,-0.0134631
0.0141466,1.35912,4399.83,-5124.5,73.1565,804.484,0.050235,1.41321,0.000782214,0.0668101
0.0138203,1.35892,4399.83,-5124.5,74.459,799.045,0.0494672,1.32668,-0.000247588,-0.0197213
0.0138092,1.36037,4399.83,-5124.5,73.5598,801.883,0.0495109,1.3893,0.000505966,0.0429007
0.0139411,1.3179,4399.83,-5124.5,72.3111,807.305,0.0508911,1.29323,-0.000216416,-0.053165
0.0142257,1.32329,4399.82,-5124.5,74.214,800.832,0.0495606,1.34853,0.00019211,0.00213062
0.0138732,1.36112,4399.83,-5124.5,72.1357,807.029,0.0503559,1.35488,0.000482831,0.00848806
0.0141592,1.35065,4399.83,-5124.5,73.4776,803.664,0.0507781,1.35631,2.84579e-05,0.00991741
0.0138424,1.33671,4399.84,-5124.5,72.7895,804.986,0.0501345,1.31697,-0.000289298,-0.0294295
0.0136461,1.36614,4399.84,-5124.5,72.3188,806.161,0.0504624,1.3743,0.00046397,0.0279024
0.0140261,1.34107,4399.83,-5124.5,73.6929,802.183,0.049733,1.34349,-4.62814e-06,-0.00290805
0.0135595,1.31864,4399.84,-5124.5,71.9896,808.038,0.0511187,1.39884,0.000601944,0.0524415
0.0140118,1.38057,4399.83,-5124.5,72.792,808.631,0.0509356,1.39334,0.00104054,0.046948
0.0139805,1.34505,4399.83,-5124.5,73.3857,802.849,0.0499153,1.37697,0.000329712,0.0305705
0.0136622,1.32965,4399.84,-5124.5,71.8368,807.955,0.0508051,1.31146,5.99621e-05,-0.0349394
0.0136643,1.31799,4399.84,-5124.5,72.0707,807.544,0.0511726,1.30863,-8.73974e-06,-0.0377645
0.0139521,1.32132,4399.83,-5124.5,72.9998,804.639,0.0503816,1.31561,-0.000486879,-0.0307894
0.0140679,1.36309,4399.83,-5124.5,71.3177,810.436,0.0508682,1.34455,-0.000335489,-0.00184656
0.0139504,1.3401,4399.83,-5124.5,73.7853,801.816,0.0498511,1.29007,-0.000792487,-0.0563294
0.0142659,1.34501,4399.82,-5124.5,74.3432,800.047,0.0495236,1.37575,0.000613073,0.029351
0.0136723,1.34365,4399.84,-5124.5,71.7483,808.304,0.0509957,1.3333,-0.000496874,-0.0131017
0.0141408,1.3544,4399.83,-5124.5,73.871,801.727,0.0500746,1.3706,0.000507834,0.0242039
0.0139435,1.35631,4399.83,-5124.5,72.3708,806.883,0.0505637,1.408,0.00110204,0.061602
0.0139633,1.37789,4399.83,-5124.5,73.3074,803.518,0.0501335,1.39969,0.0007274,0.0532942
0.0137199,1.33962,4399.84,-5124.5,72.0247,807.114,0.0505076,1.31531,-0.000694112,-0.0310845
0.013141,1.43247,4399.85,-5124.5,72.704,804.788,0.0499308,1.30145,-0.000599156,-0.0449442
