,tg_th,tg_ph,tg_vz,tg_p,gem1_r,gem1_rp,gem1_ph,gem1_php,gem1_ph_local,sieve_r,sieve_ph,rate
32,0.017737760308522456,0.6013771638029735,-4500.296987035942,4399.73153698158,768.335788165623,0.04410546064816232,0.7707863403765911,0.004922018709566095,0.3219873898637635,82.51013627759575,0.6013381563153453,2273.276835142061
200,0.017943854660953853,0.591699955895873,-4500.36795196056,4399.7222420752605,767.9002582231712,0.04383544752630627,0.7299073249891986,0.003893468401643598,0.28110837447637105,83.709658921885,0.5830648077796547,2099.2536372551954
222,0.018011023440494274,0.5792439501268927,-4500.472375842898,4399.720694470711,768.6737490453756,0.04400657021885834,0.7343373093805959,0.0040414705917407095,0.28553835886776835,83.13605905822439,0.5837294023698677,2072.064949063353
293,0.018012212996440537,0.6067617259321506,-4499.778144901802,4399.718809468025,767.2947207601799,0.04378786449378714,0.7674337227791366,0.00449579538613369,0.318634772266309,82.9698891203013,0.5998970294591071,2039.594757356073
342,0.01786100588544893,0.608341269078766,-4500.100641995334,4395.168523522677,769.0352013929378,0.044249422619954404,0.792810881169424,0.005158979914501549,0.3440119306565964,82.04879960414816,0.610180061429913,2162.375586560059
358,0.018075787370602954,0.6124122425585858,-4500.33180168276,4399.716038227473,768.4228074029528,0.04430563851872123,0.7921983238305534,0.004911865423990001,0.34339937331772585,82.21658035178419,0.6106551341472048,1993.1081692964192
489,0.01838850601993336,0.5899202064858534,-4499.711090722802,4399.6982811452735,766.5477945389126,0.0436655562223205,0.7567768757826285,0.004490958227607511,0.30797792526980095,83.57172617478655,0.5952815011426633,1726.9821405431294
511,0.01786266045745569,0.6051571150502681,-4500.187603953897,4399.727518784778,766.8295121130055,0.043668131218860234,0.7614551694388726,0.004731754352409503,0.312656218926045,83.35942976791343,0.5985452607891127,2195.711123852138
513,0.01797177376047602,0.57578078563928,-4500.107495558139,4399.722759526366,765.761473450499,0.04386364158128889,0.7973284452143596,0.004928416322858097,0.34852949470153205,83.17902239491313,0.6106767215260354,2108.45312869628
562,0.018087654347650587,0.601007615393338,-4499.893274161692,4399.713056445371,772.6630359494634,0.044756651550544715,0.7299429474964203,0.004479244514382882,0.2811439969835927,81.5967921151012,0.5838823952830323,1944.6901873788772
576,0.017970670890178734,0.5761044074625211,-4500.037333251921,4399.716152447975,777.5084781153303,0.04528750221082343,0.6921859149857487,0.0037498547837969977,0.24338696447292107,81.65754116894763,0.5694940296837454,1994.9954381461473
666,0.018098984672734224,0.6069482657736814,-4500.065960184381,4399.712374195122,767.3476172854171,0.04401526761411152,0.7676167576046334,0.00477857481331218,0.31881780709180585,83.12252908085398,0.6013895088200982,1933.837876618523
782,0.01832184117073624,0.631129945865792,-4499.926233504956,4399.708923554024,767.5329774305193,0.04426446488173856,0.7736442467442758,0.00468827531202676,0.3248452962314482,82.95243129270304,0.6060230742426014,1880.195839129163
832,0.018218443680736603,0.6064163441286501,-4499.722268928726,4399.719730834641,765.1017942858502,0.04347031137304901,0.7821421938346199,0.00491812317782598,0.3333432433217923,83.68328058873544,0.6064964008005527,2055.3782517143713
