tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0167659,-0.309295,6599.45,-3875.5,66.8,726.859,0.0434817,6.11152,0.00313972,0.27713
0.0166611,-0.338055,6599.45,-3875.5,66.2418,726.862,0.0438366,6.04437,0.00251737,0.209983
0.0162089,-0.304711,6599.49,-3875.5,64.2759,732.073,0.0442207,6.09432,0.00312994,0.259929
0.0163334,-0.278714,6599.48,-3875.5,64.9896,731.601,0.0442925,6.15511,0.00422733,0.320727
0.0161552,-0.308652,6599.49,-3875.5,64.4011,731.574,0.0443963,6.08466,0.00271617,0.250273
0.0167386,-0.313912,6599.46,-3875.5,66.2538,727.208,0.0431134,6.08665,0.00306365,0.252265
0.0161675,-0.325211,6599.49,-3875.5,64.4773,730.852,0.0445741,6.06166,0.00286297,0.227276
0.0162137,-0.321421,6599.49,-3875.5,64.6112,730.646,0.0441656,6.0748,0.00289715,0.240409
0.0167547,-0.319062,6599.46,-3875.5,66.5589,726.764,0.0436383,6.0763,0.00282159,0.241914
0.0164447,-0.337789,6599.47,-3875.5,65.6105,727.925,0.043832,6.04435,0.0029166,0.209966
0.0162693,-0.29576,6599.49,-3875.5,64.7331,731.652,0.0442893,6.12188,0.00368865,0.287498
0.0163633,-0.315403,6599.48,-3875.5,65.1573,729.919,0.0441449,6.08448,0.00285098,0.250093
0.016333,-0.304848,6599.48,-3875.5,65.1752,730.134,0.0442858,6.08788,0.00307032,0.253492
0.016387,-0.273988,6599.48,-3875.5,65.4264,730.627,0.0440881,6.15588,0.00385948,0.321492
0.0160681,-0.309692,6599.5,-3875.5,64.0419,732.893,0.044761,6.0945,0.00332415,0.260111
0.0164301,-0.318593,6599.47,-3875.5,65.4202,729.169,0.0440153,6.08001,0.00300075,0.245627
0.0164483,-0.330828,6599.47,-3875.5,64.5888,732.712,0.0446293,6.11915,0.00362474,0.284764
0.0164265,-0.306088,6599.46,-3875.5,65.5507,729.585,0.0440009,6.10107,0.00340877,0.26668
0.0164956,-0.316391,6599.47,-3875.5,65.9649,727.789,0.0439776,6.06805,0.0030456,0.233668
0.0162841,-0.301218,6599.48,-3875.5,64.7186,731.323,0.0442926,6.10062,0.00341712,0.26623
0.0160538,-0.321991,6599.5,-3875.5,65.8563,727.805,0.0438288,6.06538,0.00284872,0.23099
0.0164069,-0.277682,6599.48,-3875.5,65.3799,730.906,0.0442849,6.16036,0.00408814,0.325976
0.0163698,-0.31161,6599.48,-3875.5,65.1277,730.205,0.0442075,6.09056,0.00304645,0.256175
0.0164586,-0.346318,6599.47,-3875.5,65.6638,727.642,0.0438633,6.03022,0.00245021,0.195831
0.0168407,-0.317661,6599.45,-3875.5,66.5974,726.244,0.0433012,6.0713,0.00281784,0.236909
0.0166901,-0.318289,6599.46,-3875.5,66.5407,726.737,0.0432023,6.08465,0.00304219,0.250263
0.0161884,-0.298228,6599.49,-3875.5,64.7048,731.698,0.0443925,6.11011,0.00350093,0.275723
0.0165708,-0.298738,6599.47,-3875.5,66.2335,728.087,0.0435687,6.12192,0.00372062,0.287538
0.0166975,-0.320414,6599.46,-3875.5,66.5292,727.009,0.0436632,6.08238,0.00293761,0.247991
0.0164923,-0.324236,6599.47,-3875.5,65.807,727.852,0.0438647,6.06139,0.00292649,0.227008
0.0164334,-0.344943,6599.47,-3875.5,65.4238,728.21,0.044001,6.03152,0.00230152,0.197132
0.0161058,-0.299108,6599.5,-3875.5,64.1687,732.891,0.0446038,6.11003,0.00351102,0.275642
0.0165747,-0.316082,6599.47,-3875.5,66.251,727.201,0.0435761,6.08237,0.00328094,0.247983
