tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0143847,-1.21479,6599.6,-3875.5,57.1114,748.598,0.0474114,5.1598,0.00254168,0.223011
0.0146857,-1.24632,6599.58,-3875.5,58.5648,743.398,0.0468716,5.12248,0.00234151,0.185695
0.0143386,-1.18134,6599.6,-3875.5,56.8196,752.869,0.0480945,5.20335,0.00313597,0.266558
0.0145475,-1.22061,6599.59,-3875.5,58.0318,745.856,0.0471049,5.14734,0.00227534,0.210552
0.0142704,-1.19983,6599.61,-3875.5,57.0999,749.345,0.0475477,5.17413,0.00249917,0.237341
0.0143074,-1.2201,6599.6,-3875.5,56.6756,749.487,0.0479506,5.14468,0.0026773,0.207896
0.0148283,-1.22109,6599.57,-3875.5,58.7955,744.383,0.0469904,5.1579,0.00272053,0.221112
0.0143451,-1.22891,6599.6,-3875.5,57.1512,747.487,0.0475843,5.13154,0.00218963,0.194753
0.0143029,-1.19489,6599.6,-3875.5,56.8254,750.409,0.0477308,5.18117,0.00257608,0.244378
0.0147837,-1.17675,6599.57,-3875.5,58.852,747.242,0.0470322,5.22581,0.00331693,0.289024
0.0147108,-1.22361,6599.58,-3875.5,58.9099,743.47,0.0466028,5.14736,0.00240103,0.21057
0.0146266,-1.18954,6599.58,-3875.5,58.3083,747.125,0.0473557,5.19442,0.0028841,0.257636
0.0144807,-1.24288,6599.59,-3875.5,57.7703,744.225,0.0469463,5.1044,0.00192663,0.167609
0.0147683,-1.19362,6599.57,-3875.5,58.8717,745.728,0.0468175,5.19772,0.0031665,0.260932
0.0147973,-1.23269,6599.57,-3875.5,58.8183,743.177,0.046671,5.13263,0.00220701,0.195842
0.0148783,-1.21416,6599.57,-3875.5,59.2383,743.221,0.0466803,5.15899,0.00273154,0.222203
0.0142882,-1.17969,6599.6,-3875.5,57.1759,752.185,0.0479439,5.22519,0.0033849,0.288405
0.0147339,-1.18599,6599.58,-3875.5,58.6066,747.41,0.0470783,5.21379,0.00299017,0.276997
0.0142326,-1.19742,6599.61,-3875.5,56.6382,750.992,0.0478701,5.1803,0.00271845,0.24351
0.0143246,-1.19173,6599.6,-3875.5,57.1584,750.5,0.0476331,5.19701,0.00297931,0.260223
0.0144675,-1.20476,6599.59,-3875.5,57.3636,748.572,0.0472832,5.17444,0.00277945,0.237651
0.0141975,-1.20297,6599.61,-3875.5,56.683,750.113,0.0477457,5.16666,0.00234708,0.229871
0.0148274,-1.22112,6599.57,-3875.5,59.0477,743.495,0.0466397,5.15736,0.00252034,0.220575
0.0145667,-1.17392,6599.59,-3875.5,57.9876,750.343,0.0473943,5.24225,0.00330289,0.305458
0.0144052,-1.22627,6599.59,-3875.5,57.2079,747.199,0.0472447,5.13431,0.00243863,0.197519
0.0146271,-1.17789,6599.59,-3875.5,58.2233,749.329,0.0476338,5.22954,0.00343657,0.292756
0.0145499,-1.20611,6599.59,-3875.5,57.9376,746.767,0.0469578,5.17079,0.00270504,0.234
0.0146894,-1.23072,6599.58,-3875.5,58.2815,744.247,0.0471718,5.12495,0.00201035,0.188165
0.0144224,-1.19293,6599.6,-3875.5,57.5265,748.9,0.0474144,5.18993,0.00289363,0.253139
0.0147802,-1.21219,6599.58,-3875.5,58.559,744.917,0.0466561,5.16463,0.0027844,0.227845
0.0147571,-1.18145,6599.57,-3875.5,58.6283,747.832,0.0470113,5.22559,0.00356839,0.288804
0.0146203,-1.16985,6599.59,-3875.5,57.9315,750.492,0.0474497,5.24144,0.00369802,0.304647
0.0144289,-1.19936,6599.6,-3875.5,57.5742,748.591,0.0471547,5.18907,0.00270189,0.252277
0.0142298,-1.21132,6599.6,-3875.5,56.6626,750.132,0.0476075,5.17149,0.00262662,0.234705
0.0142606,-1.20604,6599.61,-3875.5,56.72,749.987,0.0479526,5.16226,0.00241272,0.225473
0.0148394,-1.18951,6599.57,-3875.5,58.9734,746.31,0.0469207,5.21252,0.00332866,0.275729
0.0146146,-1.22807,6599.58,-3875.5,58.2231,744.569,0.0466289,5.13571,0.00238804,0.198925
0.0141787,-1.2156,6599.61,-3875.5,56.4075,749.911,0.0475888,5.15097,0.00254653,0.214178
0.0144907,-1.19807,6599.59,-3875.5,57.8126,748.356,0.0473623,5.19254,0.00289619,0.255747
0.014535,-1.23528,6599.59,-3875.5,57.7468,745.068,0.0468442,5.12176,0.00194353,0.184976
0.0147374,-1.21018,6599.57,-3875.5,58.7917,744.579,0.0466684,5.16851,0.00252439,0.231718
0.0148309,-1.2149,6599.57,-3875.5,58.9751,743.9,0.04671,5.16149,0.00249905,0.2247
0.014805,-1.19358,6599.57,-3875.5,58.909,746.002,0.0470654,5.20241,0.00323019,0.265619
0.0146975,-1.21558,6599.58,-3875.5,58.651,744.977,0.0468796,5.16888,0.00256095,0.232089
0.0142007,-1.17658,6599.61,-3875.5,57.6389,748.904,0.047326,5.19766,0.00294087,0.26087
0.0146136,-1.16607,6599.59,-3875.5,57.9709,750.502,0.0475142,5.24258,0.00352216,0.305796
0.0147224,-1.22131,6599.58,-3875.5,58.6206,744.683,0.0470436,5.15361,0.00247261,0.216825
