tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0125991,-0.278462,4399.86,-5124.5,66.6104,823.341,0.0522084,6.19838,0.00462258,0.363999
0.0121186,-0.30916,4399.87,-5124.5,64.5601,831.141,0.053308,6.157,0.00452783,0.322618
0.0129077,-0.308451,4399.86,-5124.5,67.1996,822.577,0.0524956,6.1337,0.00439698,0.299316
0.0126808,-0.320372,4399.86,-5124.5,66.8466,823.529,0.0527652,6.1596,0.00461456,0.325215
0.0125211,-0.320064,4399.86,-5124.5,65.2569,828.777,0.0532405,6.07364,0.00291677,0.239252
0.0129476,-0.255525,4399.86,-5124.5,67.3737,821.256,0.0521872,6.17622,0.005177,0.341838
0.0119854,-0.283595,4399.88,-5124.5,64.8539,829.688,0.0535458,6.14888,0.0039911,0.314493
0.0128372,-0.275318,4399.86,-5124.5,66.1382,826.601,0.0528239,6.17236,0.0045473,0.337971
0.0123372,-0.297142,4399.87,-5124.5,65.3223,828.812,0.0533649,6.12411,0.00379411,0.289727
0.0125883,-0.339239,4399.86,-5124.5,65.3269,829.138,0.0530008,6.13118,0.00372028,0.296796
0.0122104,-0.34434,4399.87,-5124.5,65.5168,827.013,0.0531881,6.0694,0.00360442,0.235018
0.0126664,-0.340906,4399.86,-5124.5,66.0556,825.941,0.0528588,6.10322,0.00389615,0.268835
0.0125871,-0.290012,4399.86,-5124.5,65.9443,826.992,0.0530719,6.16273,0.00467917,0.32834
0.0124029,-0.31693,4399.87,-5124.5,66.8754,822.624,0.0523441,6.16937,0.00457232,0.334982
0.0125808,-0.322417,4399.86,-5124.5,64.4679,833.052,0.0537851,6.13512,0.00408791,0.300735
0.0125958,-0.324688,4399.86,-5124.5,66.3365,824.304,0.0525453,6.0583,0.00295662,0.223914
0.0123123,-0.318508,4399.87,-5124.5,65.5122,827.191,0.0529822,6.06634,0.00330021,0.231957
0.0132387,-0.263818,4399.85,-5124.5,67.6526,821.456,0.0526764,6.11154,0.00396086,0.277151
0.0128772,-0.330012,4399.86,-5124.5,65.6117,828.733,0.0535662,6.08723,0.00333605,0.252847
