tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0115446,2.42027,6599.74,-5124.5,60.4875,754.601,0.0496949,2.49937,0.00286306,0.255378
0.0117534,2.39905,6599.73,-5124.5,61.6658,752.603,0.0492963,2.51541,0.00297683,0.271415
0.0119349,2.36717,6599.72,-5124.5,62.869,746.447,0.0484629,2.47312,0.00233253,0.229123
0.0117239,2.34074,6599.73,-5124.5,61.2394,746.926,0.0489938,2.41057,0.00171553,0.166572
0.0114141,2.38744,6599.75,-5124.5,60.297,754.766,0.049533,2.49454,0.00274641,0.250549
0.0121225,2.37811,6599.71,-5124.5,62.2486,748.522,0.0492154,2.47041,0.00234738,0.226418
0.0114205,2.4127,6599.75,-5124.5,59.9708,754.127,0.0494797,2.47203,0.00235143,0.228039
0.0116028,2.38667,6599.74,-5124.5,61.243,752.376,0.049365,2.49791,0.00257709,0.253915
0.0114949,2.37175,6599.74,-5124.5,60.4855,751.843,0.0496783,2.45736,0.0020985,0.213368
0.0118652,2.36615,6599.72,-5124.5,62.3182,746.96,0.048915,2.45776,0.00212005,0.21377
0.0116759,2.34792,6599.73,-5124.5,61.8476,745.313,0.0486792,2.41895,0.00205266,0.174952
0.011463,2.38741,6599.74,-5124.5,60.228,751.763,0.0498189,2.44534,0.00231898,0.201344
0.0118199,2.38101,6599.73,-5124.5,62.2451,747.518,0.048926,2.46299,0.00266451,0.218999
0.0115705,2.38599,6599.74,-5124.5,60.0515,751.987,0.0494813,2.44359,0.00218132,0.199597
0.0120011,2.39918,6599.72,-5124.5,61.7801,748.471,0.0489011,2.45503,0.00231457,0.211032
0.0116307,2.40027,6599.74,-5124.5,60.7561,753.375,0.0493717,2.49048,0.00240523,0.246488
0.0118703,2.39613,6599.72,-5124.5,62.7769,747.825,0.0488724,2.48904,0.00231532,0.245046
0.0113727,2.40569,6599.75,-5124.5,59.6717,754.672,0.0499066,2.46662,0.00274536,0.222621
0.011579,2.39701,6599.74,-5124.5,61.0893,749.934,0.0493428,2.45557,0.00238388,0.211577
0.0116098,2.38421,6599.74,-5124.5,60.4672,752.041,0.0493186,2.45991,0.00232216,0.215918
0.0117789,2.36735,6599.73,-5124.5,62.8292,744.781,0.0484329,2.45211,0.00247576,0.208112
0.011875,2.38283,6599.72,-5124.5,62.6359,747.39,0.0487768,2.47977,0.00247965,0.235775
0.0116701,2.42539,6599.73,-5124.5,61.4354,751.886,0.049573,2.49202,0.00253025,0.248025
0.0118681,2.37814,6599.73,-5124.5,61.3266,749.194,0.0490739,2.44855,0.00197311,0.204553
0.0116318,2.37913,6599.74,-5124.5,61.0937,750.114,0.049242,2.4576,0.00268258,0.213609
0.0119042,2.37848,6599.72,-5124.5,62.7842,746.253,0.0488378,2.46514,0.00257069,0.221146
0.0118231,2.36067,6599.73,-5124.5,62.0372,745.516,0.0487925,2.42514,0.001937,0.181142
0.0115034,2.39028,6599.74,-5124.5,59.7604,752.709,0.0496969,2.44174,0.00247193,0.197749
0.0116768,2.40524,6599.73,-5124.5,61.2174,753.329,0.0496969,2.5053,0.00301988,0.261305
0.0118323,2.4081,6599.72,-5124.5,62.4184,750.151,0.0488487,2.51286,0.00293546,0.268865
0.0119271,2.35019,6599.72,-5124.5,60.9286,747.686,0.0491492,2.41068,0.00189362,0.166683
0.0113615,2.38464,6599.75,-5124.5,59.7091,753.406,0.0498353,2.45024,0.00194443,0.206249
0.0117082,2.4101,6599.73,-5124.5,60.4793,754.872,0.0495547,2.5002,0.00282032,0.256202
0.011378,2.37,6599.75,-5124.5,59.6852,751.914,0.0497315,2.42931,0.00210871,0.185317
0.01154,2.35348,6599.74,-5124.5,60.6629,750.159,0.0494168,2.44062,0.00204798,0.196629
0.0119194,2.38491,6599.72,-5124.5,62.4502,748.796,0.0488722,2.48815,0.00272735,0.244156
0.0116392,2.41287,6599.74,-5124.5,60.6626,754.951,0.0497025,2.50868,0.00277861,0.264687
0.011996,2.39185,6599.72,-5124.5,62.0778,750.138,0.0489818,2.49211,0.002664,0.248114
0.0113447,2.38982,6599.75,-5124.5,59.8006,755.366,0.0500316,2.4778,0.00251522,0.23381
0.0115356,2.34658,6599.74,-5124.5,61.9609,747.997,0.0492876,2.45985,0.00230093,0.215851
0.0116733,2.38642,6599.73,-5124.5,62.106,747.809,0.0488301,2.46215,0.00242817,0.218155
0.0117823,2.39631,6599.73,-5124.5,62.6785,746.698,0.0486799,2.47019,0.00245321,0.226199
0.0115808,2.35562,6599.74,-5124.5,61.3014,747.135,0.0489363,2.42367,0.00200445,0.179672
0.011665,2.37531,6599.74,-5124.5,60.9618,749.443,0.0493953,2.43895,0.00212298,0.194952
0.0114624,2.35618,6599.74,-5124.5,61.3229,747.807,0.049328,2.43529,0.00218039,0.191293
0.0115257,2.35765,6599.74,-5124.5,60.7809,748.439,0.0490792,2.42484,0.00167645,0.180847
0.0118219,2.37463,6599.73,-5124.5,61.4404,751.336,0.0492639,2.47682,0.00257695,0.232821
0.011514,2.37242,6599.74,-5124.5,60.364,752.676,0.0496243,2.46302,0.00211835,0.219022
0.0118402,2.34786,6599.72,-5124.5,61.2133,746.958,0.0489924,2.40849,0.00183272,0.164498
0.0115272,2.37196,6599.74,-5124.5,60.3137,749.594,0.0493391,2.41807,0.00191069,0.17407
0.011858,2.38269,6599.72,-5124.5,61.7624,748.831,0.0490213,2.46072,0.00256284,0.216723
0.0113012,2.36626,6599.75,-5124.5,60.001,750.582,0.0497712,2.4191,0.00177291,0.175103
0.0114134,2.35374,6599.75,-5124.5,60.716,748.187,0.049435,2.41015,0.00166286,0.166155
0.0120028,2.41176,6599.72,-5124.5,62.2426,750.079,0.0490716,2.49493,0.00289784,0.25094
0.0115765,2.41036,6599.74,-5124.5,60.7351,752.769,0.0494755,2.47966,0.00244717,0.235665
0.0117215,2.39589,6599.73,-5124.5,60.7723,752.513,0.0496091,2.47362,0.00245648,0.229623
0.0117782,2.40349,6599.73,-5124.5,61.3003,749.878,0.0492698,2.45951,0.00246376,0.215517
0.0117431,2.34995,6599.73,-5124.5,62.2214,744.814,0.0486107,2.42674,0.00209412,0.182745
0.0119492,2.38035,6599.72,-5124.5,60.7894,748.908,0.0491013,2.42346,0.00196069,0.179464
0.0114019,2.37605,6599.74,-5124.5,59.6879,755.237,0.0500706,2.47114,0.00235215,0.227141
0.0115299,2.34918,6599.74,-5124.5,60.1957,750.225,0.0494594,2.42275,0.00164204,0.178758
0.0119262,2.40658,6599.72,-5124.5,61.8418,751.718,0.0492569,2.50926,0.00306565,0.265269
0.0112755,2.38289,6599.75,-5124.5,60.4398,753.764,0.049653,2.48576,0.00254308,0.241762
0.0115198,2.39917,6599.74,-5124.5,60.8135,753.046,0.0494827,2.48953,0.0026095,0.245539
0.0114476,2.36647,6599.74,-5124.5,60.0047,750.713,0.0496626,2.42244,0.00174422,0.178444
